"edge","edge_name","coef","pos_rank","neg_rank"
"x24_36","PrCG_L -- STG_L_pole",-0.0008706086148491303,"101","101"
"x28_183","SMG_L -- PSTG_L",-0.0008533631178568665,"101","101"
"x6_38","MFG_L -- MTG_L",-0.0008443430741936951,"101","101"
"x58_80","LG_L -- GP_L",-0.0008216547596057829,"101","101"
"x18_58","MFOG_L -- LG_L",-0.0008148735435890976,"101","101"
"x8_183","MFG_DPFC_L -- PSTG_L",-0.0008073025617080453,"101","101"
"x56_72","Cu_L -- Amyg_L",-0.0007978295881816725,"101","101"
"x30_36","AG_L -- STG_L_pole",-0.0007838177519965848,"101","101"
"x2_183","SFG_PFC_L -- PSTG_L",-0.0007727161595527839,"101","101"
"x8_50","MFG_DPFC_L -- SOG_L",-0.0007604110166552157,"101","101"
"x6_36","MFG_L -- STG_L_pole",-0.0007584747579996715,"101","101"
"x44_50","PHG_L -- SOG_L",-0.0007091295595505038,"101","101"
"x6_181","MFG_L -- PIns_L",-0.0006992381654539152,"101","101"
"x32_70","PrCu_L -- Ins_L",-0.0006854552233103286,"101","101"
"x56_76","Cu_L -- Caud_L",-0.0006849133685802172,"101","101"
"x10_56","IFG_opercularis_L -- Cu_L",-0.0006826092323873157,"101","101"
"x12_30","IFG_orbitalis_L -- AG_L",-0.0006740280437253274,"101","101"
"x10_26","IFG_opercularis_L -- SPG_L",-0.0006617422729370284,"101","101"
"x54_66","IOG_L -- dorsal_ACC_L",-0.0006613169380642847,"101","101"
"x76_185","Caud_L -- PSMG_L",-0.0006611030282833753,"101","101"
"x46_187","ENT_L -- PSIG_L",-0.0006568706777174374,"101","101"
"x6_20","MFG_L -- RG_L",-0.0006561800760930487,"101","101"
"x20_54","RG_L -- IOG_L",-0.0006147536481060869,"101","101"
"x10_50","IFG_opercularis_L -- SOG_L",-0.000607337251496125,"101","101"
"x70_72","Ins_L -- Amyg_L",-0.0005999084030076283,"101","101"
"x34_62","STG_L -- subcallosal_ACC_L",-0.0005822517745797297,"101","101"
"x10_36","IFG_opercularis_L -- STG_L_pole",-0.0005744662453717411,"101","101"
"x28_38","SMG_L -- MTG_L",-0.00052334365282856,"101","101"
"x22_72","PoCG_L -- Amyg_L",-0.0005143182351593196,"101","101"
"x48_76","FuG_L -- Caud_L",-0.0005114864992707943,"101","101"
"x10_20","IFG_opercularis_L -- RG_L",-0.0005047075567246504,"101","101"
"x76_187","Caud_L -- PSIG_L",-0.0004972918392350919,"101","101"
"x38_62","MTG_L -- subcallosal_ACC_L",-0.0004960036874910651,"101","101"
"x32_76","PrCu_L -- Caud_L",-0.0004909891289252637,"101","101"
"x36_74","STG_L_pole -- Hippo_L",-0.0004789684678527205,"101","101"
"x50_64","SOG_L -- subgenual_ACC_L",-0.0004744229391685976,"101","101"
"x0_183","SFG_L -- PSTG_L",-0.0004609061034323572,"101","101"
"x40_62","MTG_L_pole -- subcallosal_ACC_L",-0.0004468792043783508,"101","101"
"x4_58","SFG_pole_L -- LG_L",-0.00044324801706332003,"101","101"
"x10_187","IFG_opercularis_L -- PSIG_L",-0.0004335349494871268,"101","101"
"x80_183","GP_L -- PSTG_L",-0.00042507297467836945,"101","101"
"x38_185","MTG_L -- PSMG_L",-0.0004000439963030966,"101","101"
"x18_187","MFOG_L -- PSIG_L",-0.0003945206914747307,"101","101"
