"SFG_L","SFG_PFC_L","SFG_pole_L","MFG_L","MFG_DPFC_L","IFG_opercularis_L","IFG_orbitalis_L","IFG_triangularis_L","LFOG_L","MFOG_L","RG_L","PoCG_L","PrCG_L","SPG_L","SMG_L","AG_L","PrCu_L","STG_L","STG_L_pole","MTG_L","MTG_L_pole","ITG_L","PHG_L","ENT_L","FuG_L","SOG_L","MOG_L","IOG_L","Cu_L","LG_L","rostral_ACC_L","subcallosal_ACC_L","subgenual_ACC_L","dorsal_ACC_L","PCC_L","Ins_L","Amyg_L","Hippo_L","Caud_L","Put_L","GP_L","Thal_L","PIns_L","PSTG_L","PSMG_L","PSIG_L"
2.1858594825707938,-0.5604384440693204,-0.07454855980784492,6.281252413082698,-0.1519460997904518,13.349602612493072,-6.75691168442805,5.467404945861989,-6.482561471745002,0.5388842369753367,0.7992901438796282,7.532983356541315,17.261242647073264,5.337893392735569,15.524940394114065,9.30690463938094,4.198291823188559,0.7669735194746774,-12.910056311796039,-8.791643844602133,-13.205974149477777,-4.180893749538775,-1.2053978488759525,0.27956140022431014,-1.7551801502549926,-4.1944200137513095,-10.902054234396548,-7.54260821385509,-6.505584772928509,-4.740973337850555,0.14394468321155465,0.1209408541364673,0.0,2.7357745803410403,3.0214112777303903,6.513491951415235,-1.638575558860382,2.0547290915637935,3.6039881922944073,2.233223379299375,4.758736813757992,0.9677413105699623,20.662648876499137,8.841988976073203,0.8198491507747857,-9.208963516573174
-1.5436134605951424,-7.689545856146833,-0.495444172132209,7.004112566408266,-2.1757647172271386,22.878950150362435,-9.772252648710152,3.388323037061541,-21.30467027666185,-0.06260237202788879,2.9992628510547776,-5.198153990076856,23.75197787107489,18.025438650381666,13.71218144781774,8.370353885673534,13.593469214536722,10.910862380071817,-5.858356201035916,0.2772805023591341,-7.6814867426142515,4.947945532916142,-1.9609142428300377,3.8994892731051487,5.955764693632813,-12.008611928136641,-8.36062267433066,16.8702321584203,-17.14011425202233,-17.777474866010362,-1.4002911642584945,0.459044370273066,0.0,8.19611322298434,10.262638265008388,-0.6029480504706537,-19.334690234139774,10.818899491249006,13.6091711867654,-2.148685345588024,7.898839931291706,12.91491515476545,8.173049917474469,8.718768624368792,12.951340938932638,-21.926327110367584
6.150276996761763,-0.4913900406523806,0.0,-4.222621619479097,-3.93236886330292,12.180458792516292,3.864125466438318,4.46471952310952,-9.430233372873642,1.561067628597906,0.7763390360334591,3.9875576045224057,25.78348486210862,7.781988788345845,1.5514620242710653,7.441688445299755,14.364932042886288,9.647218367296755,-18.79062235212812,-15.272691446248889,-24.932529559988104,0.9409566929326775,-3.8731933728662433,0.9622885840690792,3.312193557704509,-13.381771799672851,-11.053761794480536,8.154943638555972,-9.581421390952402,-8.283684286281979,-2.612265295010821,0.12302524169139806,0.0,-3.294678051956748,5.34755160859273,0.38179247391935,-1.4818353486172942,12.250620600974562,1.0022919767337664,7.618197813576239,8.866388998216467,4.395955540780057,30.752602899877342,9.432053055654134,16.781794908254028,-22.55663611178731
4.091563955492271,-5.4247436213803475,-0.23922174825467793,-2.4897725813204046,-8.992169690332963,11.31081193305768,-1.8145402188798374,3.712322222570732,-8.160800201710389,1.00480626495959,-0.2603371831093276,4.352713222563934,14.770463344914708,5.37753377826258,15.875561202251562,12.373795986752166,0.36175072835758615,6.283193046037312,-14.636442094607155,-8.000932508806313,-20.78619200419732,-6.273093864198918,-2.964248625343947,-0.32906943418055806,-0.1206530274014889,-3.4355836930454355,-0.7751789836441592,6.792454520179237,1.939798874645096,-2.3790356905262473,-4.095307473239269,-0.02661384885480331,0.0,5.7787542325878585,1.1852876087677868,3.228553760116764,-2.7317868579833435,6.805243075953961,1.8112557324141934,5.68808216308199,10.984411043469123,6.218080152045795,12.551216727155277,12.538247806518065,9.21688145697228,-17.618917668334547
5.02413638269257,-2.7468997868616234,-0.11978771774346662,1.229903032847982,-6.199152571255713,18.290943573869527,-0.4608656300419088,3.7931786654250708,-8.606080124031346,-0.5149850088894748,1.138892489173216,3.4897571314936333,15.612860227186651,9.894604915202578,7.652792728054158,3.937028193932838,5.081806342786386,4.030692715794711,-11.28169158014094,-10.236007135586844,-10.61263952124286,-1.6082283078443573,0.1672770020339692,3.0578260023961295,-1.0788702956920626,-10.561485485347632,-6.270979922717817,6.620712237356938,-7.345778617511975,-7.176898101102589,-1.6799462057580195,0.17772509617000382,0.0,5.534974133990818,3.2777208863154117,11.694806987623116,-4.713913053171509,3.4232935548814787,9.502488939639893,-2.886208109029818,0.40755323292169376,-1.7103036319973677,10.238337568539887,11.531880595802662,15.126547121741915,-13.110944008765024
4.341619529626048,-6.341079649136592,-0.23927907041960486,5.024151402403681,-0.6469119391482611,17.812559482952917,-5.401740288029459,-8.644363907388058,-12.950846358012889,-2.165298043903226,1.2616754066876739,-6.9647125148386975,29.12782427432345,17.571872549932316,26.164169911083253,13.288911896508482,4.773082166575345,-20.120533089824846,-35.706522495778565,0.8185779780938597,-7.084241973039991,10.333425697862452,0.02489004753297262,8.136107989138546,4.601530170338286,-11.109190754307722,-22.793808573958,-0.7671290387202381,-10.170503416835686,-10.949713099846837,-5.295548831255216,0.20965540426611512,0.0,1.5470849873846333,1.9094154379855521,-0.6248404972237332,-22.464347975342353,22.495083228947642,22.709793487718606,15.28372133715125,-12.729998105175317,12.014201285209918,41.92046353792017,9.967615758261596,15.462792734643266,-19.054505645335038
3.521394032519103,-5.543783468815971,-0.26397513688315816,1.8036306924664416,-7.526022098049458,17.10951365585266,0.7329318877797978,2.5287284615833214,-10.340683917881556,1.4453292876667425,-0.7357314238949623,-2.868587338881854,25.290352540691487,10.623002752647114,12.876387198132473,4.619224403333175,8.52687026608069,-3.664393190731876,-15.531426816927096,-5.45001105094454,-23.78512089512425,-4.202963139552172,-4.570785916643482,-0.247718636406622,0.06070189886816856,-5.349706407498676,-11.860071744276798,6.64007495515322,-6.787905939156522,-9.6698477682294,-3.8279397490914344,-0.0971513615408686,0.0,5.581383084449731,3.582857857654859,6.445212656195335,-7.471842571455732,12.42924154895812,6.797573605577314,8.863287734900409,2.832130578586893,14.096842500396386,24.738065900000603,8.833340425710606,10.481633685424413,-14.866668079033731
11.425631264749223,-3.5882268322239232,-0.2786075425105352,-2.0299046945448094,-11.64443346226248,19.710174064213383,-1.038860207323301,5.804795675260383,-20.686310315034714,-0.7619559551169435,0.0,7.246434147258403,22.279087094503485,11.033145446323882,14.913699573286632,-0.49611818745862957,11.36919957850554,2.922812194992067,-5.423724011647369,-11.717586598316753,-10.29990366473446,-9.446819605146565,-1.7633792251690632,1.7052329195536318,-4.049213053684351,1.4048816615107806,-14.625502249959093,-0.05586633016209332,-0.8318454966897508,-3.26169564060302,1.018205075932845,0.0,0.0,8.624219530113042,6.207528007649352,9.458490587705015,5.45461929200394,-1.0980465499215448,7.38126174485746,-4.095804951112681,-5.775640784838823,1.8697421773560254,12.495240036857684,12.555289370221631,8.530634288242684,-19.216351345693234
2.171764720480632,-1.1502326737888937,0.048389850202225616,7.524992972982113,-9.806695551820148,17.256008761541143,-7.293599778608332,8.861140882025088,-13.97027251593949,0.03822574322573139,1.102653325513362,5.951251070489634,17.627550119869046,15.929254581078702,6.7168645264632865,9.914574636610213,5.8990817777309426,7.829670474942687,-3.888820323997973,0.5264559562740918,-7.481796287598355,-0.6111206298128529,-3.3348298097669553,-1.6097009068045751,1.3155761948735116,-3.5312193159689715,5.1811726211788995,12.282506709655891,-8.189820892442935,-7.573523390227788,-3.9034094224387936,0.17772509617000382,0.0,3.3771198417941446,2.991553986268575,1.4763350142865272,-15.833004405482797,2.4516351689028495,14.182127143254986,4.108794972414113,3.2839357144160375,0.08065431855539315,1.815156564038675,13.430423187972512,12.562829299766555,-3.234176268799014
3.9943633558558345,-3.6666395297574934,-0.1484810451384606,-0.8314883706192537,-1.9454304605894535,16.1148614912921,-3.015083231342547,7.93900833187338,-20.22127057663778,4.369334096805023,2.8987304932069273,-5.141397604162067,30.208579630588236,9.375014605245942,17.08847840579007,0.4240726486834526,11.980977125779658,0.47024903145645164,-11.804487601227285,0.8086055235337009,-8.14430528261483,-10.350774216298365,-0.37540372685311546,5.343374262725444,-5.989661242893547,-3.315319576928238,-12.402756046943876,3.138019313905856,-9.140859579821353,-9.514420839366714,-6.757744411095492,0.45904437027306594,0.0,1.0933250705278135,8.39438781640972,8.016596390571857,1.359430752952957,-0.709734746977228,16.823839761821237,-1.462861987947461,-6.520842002015782,-5.904718997336892,7.0462182064008685,15.515446174366973,15.361730040551047,-33.126791151781774
