"conn","conn_name","mean","std","right_p","right_p_adj","both_p","both_p_adj","left_p","left_p_adj","t"
"PSTG_L_to_STG_L","PSTG_L -- STG_L","-0.14928368974610973","0.06479601598001891",1.0,"1.0",0.0,"0.0",0.0,"0.0",-72.85578750045434
"Caud_L_to_PrCu_L","Caud_L -- PrCu_L","-0.003042676800529313","0.001325098385136911",1.0,"1.0",0.0,"0.0",0.0,"0.0",-72.61188287111459
"MFG_L_to_SFG_L","MFG_L -- SFG_L","-0.1545678596507065","0.06738469149986949",1.0,"1.0",0.0,"0.0",0.0,"0.0",-72.5367258755525
"rostral_ACC_L_to_SFG_pole_L","rostral_ACC_L -- SFG_pole_L","-0.003072193501361074","0.0013428917474893113",1.0,"1.0",0.0,"0.0",0.0,"0.0",-72.34484012007769
"PSIG_L_to_MFG_L","PSIG_L -- MFG_L","-0.011317220002624927","0.004960031707528154",1.0,"1.0",0.0,"0.0",0.0,"0.0",-72.15315163246544
"PCC_L_to_MFG_DPFC_L","PCC_L -- MFG_DPFC_L","-0.002410995871492072","0.0010628046474962008",1.0,"1.0",0.0,"0.0",0.0,"0.0",-71.73696879420943
"ITG_L_to_SFG_PFC_L","ITG_L -- SFG_PFC_L","-0.004895645036084913","0.002158214974332003",1.0,"1.0",0.0,"0.0",0.0,"0.0",-71.7323765882833
"PrCu_L_to_MFG_DPFC_L","PrCu_L -- MFG_DPFC_L","-0.0008650699135881066","0.00038368850754328076",1.0,"1.0",0.0,"0.0",0.0,"0.0",-71.29719051892322
"PoCG_L_to_SFG_pole_L","PoCG_L -- SFG_pole_L","-0.00041595816736805764","0.00018487900400952133",1.0,"1.0",0.0,"0.0",0.0,"0.0",-71.1478962838228
"PSTG_L_to_ITG_L","PSTG_L -- ITG_L","-0.013829361457409534","0.006148255428719667",1.0,"1.0",0.0,"0.0",0.0,"0.0",-71.12957699655419
"PSMG_L_to_Put_L","PSMG_L -- Put_L","-0.06933862807511922","0.031212128978309838",1.0,"1.0",0.0,"0.0",0.0,"0.0",-70.25089339501602
"Amyg_L_to_SFG_L","Amyg_L -- SFG_L","-0.0005545889271691464","0.00025026903123202723",1.0,"1.0",0.0,"0.0",0.0,"0.0",-70.07515737485737
"Put_L_to_LG_L","Put_L -- LG_L","-0.12694667927079248","0.05753985328247289",1.0,"1.0",0.0,"0.0",0.0,"0.0",-69.76740901994435
"IOG_L_to_MFOG_L","IOG_L -- MFOG_L","-0.0038061433091645786","0.0017269431084740632",1.0,"1.0",0.0,"0.0",0.0,"0.0",-69.69587995637937
"PSIG_L_to_PHG_L","PSIG_L -- PHG_L","-0.0021872265778892504","0.0009948133022849896",1.0,"1.0",0.0,"0.0",0.0,"0.0",-69.52679190255006
"STG_L_to_AG_L","STG_L -- AG_L","-0.030701570034865927","0.014037439084105496",1.0,"1.0",0.0,"0.0",0.0,"0.0",-69.16282127505887
"Ins_L_to_PoCG_L","Ins_L -- PoCG_L","-0.010208880364613988","0.004696965197078906",1.0,"1.0",0.0,"0.0",0.0,"0.0",-68.73228341659372
"Put_L_to_ITG_L","Put_L -- ITG_L","-0.06582255272476642","0.0302853399853726",1.0,"1.0",0.0,"0.0",0.0,"0.0",-68.72935490151912
"IOG_L_to_RG_L","IOG_L -- RG_L","-0.00776155163228463","0.003586132613204732",1.0,"1.0",0.0,"0.0",0.0,"0.0",-68.44192332609614
"IOG_L_to_IFG_opercularis_L","IOG_L -- IFG_opercularis_L","-0.026108081837964203","0.012063973540727413",1.0,"1.0",0.0,"0.0",0.0,"0.0",-68.4359955426957
"Thal_L_to_MFOG_L","Thal_L -- MFOG_L","-0.001749831336737492","0.0008086476027310597",1.0,"1.0",0.0,"0.0",0.0,"0.0",-68.42847893865408
