"edge","edge_name","mean","std","right_p","right_p_adj","both_p","both_p_adj","left_p","left_p_adj","t"
"x22_82","PoCG_L -- Thal_L","-0.20838395741526125","0.10664962230627488",1.0,"1.0",0.0,"0.0",0.0,"0.0",-61.78811692172193
"x16_54","LFOG_L -- IOG_L","-0.004298480986674876","0.0022093910416452482",1.0,"1.0",0.0,"0.0",0.0,"0.0",-61.52369653268041
"x30_68","AG_L -- PCC_L","-0.10439474505188336","0.05379374650060552",1.0,"1.0",0.0,"0.0",0.0,"0.0",-61.36868903764273
"x70_72","Ins_L -- Amyg_L","-0.00562871412544848","0.002900850850040738",1.0,"1.0",0.0,"0.0",0.0,"0.0",-61.35977978367953
"x18_181","MFOG_L -- PIns_L","-0.012339685669602236","0.0063641208165409364",1.0,"1.0",0.0,"0.0",0.0,"0.0",-61.31485157394016
"x52_66","MOG_L -- dorsal_ACC_L","-0.009604680238508457","0.004966338242941668",1.0,"1.0",0.0,"0.0",0.0,"0.0",-61.15706233755358
"x34_181","STG_L -- PIns_L","-0.035820427901989006","0.01852200312731826",1.0,"1.0",0.0,"0.0",0.0,"0.0",-61.156527268404865
"x4_82","SFG_pole_L -- Thal_L","-0.0008430915511942144","0.0004366263703205922",1.0,"1.0",0.0,"0.0",0.0,"0.0",-61.06112133952418
"x40_60","MTG_L_pole -- rostral_ACC_L","-0.00039696439218700935","0.00020633465196635047",1.0,"1.0",0.0,"0.0",0.0,"0.0",-60.83862392149322
"x20_48","RG_L -- FuG_L","-0.005459414444395232","0.0028396038872027917",1.0,"1.0",0.0,"0.0",0.0,"0.0",-60.79786132465833
"x24_54","PrCG_L -- IOG_L","-0.05861908557181905","0.03049795169157531",1.0,"1.0",0.0,"0.0",0.0,"0.0",-60.78107363992845
"x38_52","MTG_L -- MOG_L","-0.07446666069843975","0.03911398970595974",1.0,"1.0",0.0,"0.0",0.0,"0.0",-60.204612038882416
"x4_44","SFG_pole_L -- PHG_L","-2.8026717737703962e-5","1.4823033836312684e-5",1.0,"1.0",0.0,"0.0",0.0,"0.0",-59.790906752617175
"x26_30","SPG_L -- AG_L","-0.18348024321955506","0.09752359022518796",1.0,"1.0",0.0,"0.0",0.0,"0.0",-59.494884558259855
"x24_40","PrCG_L -- MTG_L_pole","-0.0014257720494493707","0.0007598525457956184",1.0,"1.0",0.0,"0.0",0.0,"0.0",-59.33634262875729
"x16_28","LFOG_L -- SMG_L","-0.000568363146091285","0.0003033816230693607",1.0,"1.0",0.0,"0.0",0.0,"0.0",-59.24294496033382
"x54_66","IOG_L -- dorsal_ACC_L","-0.002486591934907069","0.0013279282818351099",1.0,"1.0",0.0,"0.0",0.0,"0.0",-59.21475002283205
"x40_183","MTG_L_pole -- PSTG_L","-0.027305150636712534","0.01460412053246673",1.0,"1.0",0.0,"0.0",0.0,"0.0",-59.12472967752476
"x60_82","rostral_ACC_L -- Thal_L","-0.0010723127054649473","0.000574242552278519",1.0,"1.0",0.0,"0.0",0.0,"0.0",-59.05084009799817
"x42_66","ITG_L -- dorsal_ACC_L","-0.0011976391749236998","0.0006423218362258573",1.0,"1.0",0.0,"0.0",0.0,"0.0",-58.96214941184099
"x20_52","RG_L -- MOG_L","-0.00366598410952106","0.0019677683882403283",1.0,"1.0",0.0,"0.0",0.0,"0.0",-58.91374066862412
"x10_76","IFG_opercularis_L -- Caud_L","-0.0026551697149110372","0.001425520656003232",1.0,"1.0",0.0,"0.0",0.0,"0.0",-58.90047147376994
"x12_52","IFG_orbitalis_L -- MOG_L","-0.013738640803718135","0.007409656755936643",1.0,"1.0",0.0,"0.0",0.0,"0.0",-58.633481044674575
"x28_32","SMG_L -- PrCu_L","-0.049747014719199144","0.026846057370400418",1.0,"1.0",0.0,"0.0",0.0,"0.0",-58.59850149915872
"x28_68","SMG_L -- PCC_L","-0.07668732885760915","0.04149694688004",1.0,"1.0",0.0,"0.0",0.0,"0.0",-58.439631128874396
"x0_12","SFG_L -- IFG_orbitalis_L","-0.006893329996358886","0.003730728401562316",1.0,"1.0",0.0,"0.0",0.0,"0.0",-58.42993942557083
"x30_72","AG_L -- Amyg_L","-0.01568276848932533","0.00849098204013634",1.0,"1.0",0.0,"0.0",0.0,"0.0",-58.40698780065935
"x56_76","Cu_L -- Caud_L","-0.001215472807574142","0.0006583371824111676",1.0,"1.0",0.0,"0.0",0.0,"0.0",-58.384405569443764
"x20_22","RG_L -- PoCG_L","-0.000549875883422806","0.00029844327067629417",1.0,"1.0",1.0e-323,"2.0e-323",5.0e-324,"1.5e-323",-58.26434679103025
"x50_183","SOG_L -- PSTG_L","-0.08459304193597186","0.04594357705595034",1.0,"1.0",2.0e-323,"4.4e-323",1.0e-323,"2.5e-323",-58.22504555838992
"x18_50","MFOG_L -- SOG_L","-0.0008930883672307376","0.0004855899292239607",1.0,"1.0",6.0e-323,"1.3e-322",3.0e-323,"8.0e-323",-58.16004868065249
"x44_70","PHG_L -- Ins_L","-0.0014359848080544022","0.0007820589887817626",1.0,"1.0",2.0e-322,"4.3e-322",1.0e-322,"2.6e-322",-58.064452221503686
"x12_54","IFG_orbitalis_L -- IOG_L","-0.015716550146000673","0.0085969773751181",1.0,"1.0",5.74e-321,"1.243e-320",2.87e-321,"7.62e-321",-57.81112739165637
"x78_183","Put_L -- PSTG_L","-0.019113112067005705","0.010510915621135269",1.0,"1.0",3.48632e-319,"7.53307e-319",1.74316e-319,"4.6143e-319",-57.503046817588924
"x14_26","IFG_triangularis_L -- SPG_L","-0.004492672413460222","0.0024765119153607263",1.0,"1.0",2.136617e-318,"4.60708e-318",1.06831e-318,"2.82066e-318",-57.367289530971746
"x54_76","IOG_L -- Caud_L","-0.003925860441656176","0.002164416728028543",1.0,"1.0",2.419123e-318,"5.20539e-318",1.20956e-318,"3.18549e-318",-57.35799677955721
"x56_66","Cu_L -- dorsal_ACC_L","-0.04482379032671757","0.02483197863557559",1.0,"1.0",9.7515713e-317,"2.085305e-316",4.8757856e-317,"1.28082186e-316",-57.08174643448621
"x0_82","SFG_L -- Thal_L","-0.2217097781923074","0.1228465629317985",1.0,"1.0",1.1136544e-316,"2.37656144e-316",5.568272e-317,"1.4590282e-316",-57.071835132062965
"x28_78","SMG_L -- Put_L","-0.037887113516284016","0.021020843808647778",1.0,"1.0",3.0940118e-316,"6.5890992e-316",1.5470059e-316,"4.04331087e-316",-56.99560577654825
"x18_34","MFOG_L -- STG_L","-0.021502619632244587","0.01195713969204364",1.0,"1.0",1.726051436e-315,"3.65329905e-315",8.6302572e-316,"2.249953696e-315",-56.867491264144796
"x8_76","MFG_DPFC_L -- Caud_L","-0.050205501427575114","0.02836176499466564",1.0,"1.0",2.78105705878033e-310,"5.83852749662806e-310",1.39052852939016e-310,"3.61607293446937e-310",-55.97808726355119
"x24_72","PrCG_L -- Amyg_L","-0.0009962829517336845","0.0005648376876415182",1.0,"1.0",4.212341557159834e-309,"8.825452452753907e-309",2.106170778579917e-309,"5.46337532789527e-309",-55.77749839301736
"x34_64","STG_L -- subgenual_ACC_L","-0.0004587307063476113","0.00026016502983634046",1.0,"1.0",5.471227461117746e-309,"1.143983923688256e-308",2.735613730558873e-309,"7.078400527821083e-309",-55.75821875941007
"x18_38","MFOG_L -- MTG_L","-0.013624794548585574","0.007800005218667469",1.0,"1.0",6.487494522324487e-306,"1.3456025712636964e-305",3.2437472611622436e-306,"8.372265374820255e-306",-55.237634100886744
"x52_183","MOG_L -- PSTG_L","-0.0654470526148578","0.037476681952298245",1.0,"1.0",7.797494032830675e-306,"1.6140812647959496e-305",3.898747016415338e-306,"1.0037818810920086e-305",-55.2241398187967
"x22_74","PoCG_L -- Hippo_L","-0.0018450312694243437","0.0010568458418098768",1.0,"1.0",9.885009294957733e-306,"2.042112698658933e-305",4.9425046474788663e-306,"1.269352930555987e-305",-55.2067381522831
"x50_66","SOG_L -- dorsal_ACC_L","-0.02713125155443911","0.015622789852864012",1.0,"1.0",5.12139319308689e-304,"1.0538055576232467e-303",2.560696596543445e-304,"6.560200439164518e-304",-54.91756049402595
"x0_46","SFG_L -- ENT_L","-8.838212365196918e-5","5.129247449522108e-5",1.0,"1.0",1.807381463080097e-301,"3.6751273365226474e-301",9.036907315400485e-302,"2.30374361365767e-301",-54.48924387707235
"x28_46","SMG_L -- ENT_L","-0.00018721104397485314","0.00010864773668617244",1.0,"1.0",1.8073814630821524e-301,"3.6751273365226474e-301",9.036907315410762e-302,"2.30374361365767e-301",-54.48924387707227
"x50_76","SOG_L -- Caud_L","-0.000874549478839346","0.0005101164310185953",1.0,"1.0",7.884725031126176e-300,"1.5970039935842648e-299",3.942362515563088e-300,"1.0025418190682545e-299",-54.21445206388086
"x34_185","STG_L -- PSMG_L","-0.09705034270901909","0.05683956898032653",1.0,"1.0",1.639243236835632e-298,"3.3072451269490824e-298",8.19621618417816e-299,"2.079187193780489e-298",-53.99409885860347
"x18_62","MFOG_L -- subcallosal_ACC_L","-0.0013975734081902592","0.0008187471541736521",1.0,"1.0",2.018590212522572e-298,"4.064670953231249e-298",1.009295106261286e-298,"2.5540841931061884e-298",-53.97899882322013
"x72_187","Amyg_L -- PSIG_L","-0.002280746815270708","0.0013363904857035883",1.0,"1.0",2.3196171200164736e-298,"4.661754794596214e-298",1.1598085600082368e-298,"2.9278094136793297e-298",-53.968916866641315
"x58_76","LG_L -- Caud_L","-0.004859735958870424","0.0028487149006559227",1.0,"1.0",3.157585743192169e-298,"6.3335295430308046e-298",1.5787928715960845e-298,"3.97579226788795e-298",-53.9465513151717
"x12_48","IFG_orbitalis_L -- FuG_L","-0.024584138013948122","0.014459887300792083",1.0,"1.0",3.93290167839838e-297,"7.858210882514137e-297",1.96645083919919e-297,"4.939991792648451e-297",-53.76381490313955
"x24_46","PrCG_L -- ENT_L","-7.778880500850634e-5","4.5759727657309645e-5",1.0,"1.0",4.3311632876215696e-297,"8.63729094930313e-297",2.1655816438107848e-297,"5.427062957249788e-297",-53.75683223724331
"x18_64","MFOG_L -- subgenual_ACC_L","-0.0118495848344186","0.006994233134700389",1.0,"1.0",5.342964859787361e-296,"1.0634555057461382e-295",2.6714824298936807e-296,"6.678706074734202e-296",-53.57510492214546
"x8_50","MFG_DPFC_L -- SOG_L","-0.0010074608249291362","0.0005959762685313512",1.0,"1.0",2.7662262483055657e-295,"5.495286309013936e-295",1.3831131241527828e-295,"3.4494508036099524e-295",-53.4563375823516
"x36_74","STG_L_pole -- Hippo_L","-0.016698786494647025","0.009924149498000466",1.0,"1.0",8.446648243760818e-294,"1.6747664621249898e-293",4.223324121880409e-294,"1.0507549197466883e-293",-53.20979847651751
"x46_187","ENT_L -- PSIG_L","-0.00037918488676105436","0.00022592076616777476",1.0,"1.0",5.4490807407098e-293,"1.0783553664693388e-292",2.7245403703549e-293,"6.762348401240579e-293",-53.07559445808024
"x34_60","STG_L -- rostral_ACC_L","-0.0004192452230944794","0.0002515139498424923",1.0,"1.0",8.65557488903248e-291,"1.709641223310805e-290",4.32778744451624e-291,"1.0715933026493563e-290",-52.71158136374657
"x6_16","MFG_L -- LFOG_L","-0.0003353720534072941","0.0002016865555513559",1.0,"1.0",5.165597998141183e-290,"1.0164247011551566e-289",2.582798999070591e-290,"6.379945021570553e-290",-52.5835522073079
"x30_40","AG_L -- MTG_L_pole","-0.009817651694735127","0.005991005840251115",1.0,"1.0",2.2431509006227616e-285,"4.355837114717745e-285",1.1215754503113808e-285,"2.763882359695903e-285",-51.821249148162764
"x52_60","MOG_L -- rostral_ACC_L","-0.0003828541716162611","0.00023371428939204374",1.0,"1.0",2.9323534152650677e-285,"5.6834939790249905e-285",1.4661767076325338e-285,"3.6044961814719065e-285",-51.80218963734394
"x22_52","PoCG_L -- MOG_L","-0.03429282476853656","0.020934399198843944",1.0,"1.0",2.9588213274010947e-285,"5.7240749044114636e-285",1.4794106637005473e-285,"3.628412409786888e-285",-51.80155047181893
"x30_187","AG_L -- PSIG_L","-0.048746654062827806","0.029774139604177532",1.0,"1.0",4.4036312934660925e-285,"8.503280576002623e-285",2.2018156467330463e-285,"5.387421263282985e-285",-51.77326942109457
"x6_38","MFG_L -- MTG_L","-0.0024790523950448864","0.0015273751302984269",1.0,"1.0",2.3924397161934833e-282,"4.594016894731457e-282",1.1962198580967417e-282,"2.92001781398615e-282",-51.32630387733003
"x10_20","IFG_opercularis_L -- RG_L","-0.00034523335045038135","0.00021397252374395447",1.0,"1.0",1.7743895782889033e-280,"3.3946270120684196e-280",8.871947891444516e-281,"2.1605802512106056e-280",-51.021677576729864
"x56_78","Cu_L -- Put_L","-0.02922720063476754","0.01812740512551414",1.0,"1.0",2.9373233889719293e-280,"5.609095401450086e-280",1.4686616944859647e-280,"3.568227356321534e-280",-50.986074949303074
"x28_80","SMG_L -- GP_L","-0.015012117335499835","0.009322632347887492",1.0,"1.0",7.304227456866557e-280,"1.392242250065725e-279",3.6521137284332786e-280,"8.852313135663802e-280",-50.92175848019454
"x0_16","SFG_L -- LFOG_L","-0.0002461207681774386","0.0001530324221741825",1.0,"1.0",1.786468873781547e-279,"3.398888390374818e-279",8.932344368907734e-280,"2.160041220051286e-279",-50.85864785078851
"x10_40","IFG_opercularis_L -- MTG_L_pole","-0.0008162456195417717","0.0005078648272135048",1.0,"1.0",2.9008850132789154e-279,"5.509020162832435e-279",1.4504425066394577e-279,"3.49931933420009e-279",-50.82445464966441
"x38_187","MTG_L -- PSIG_L","-0.09022369237599558","0.056195529004167626",1.0,"1.0",6.159487714921415e-279,"1.1675951987076308e-278",3.0797438574607075e-279,"7.41287184295775e-279",-50.77136417691794
"x34_70","STG_L -- Ins_L","-0.025307974188140746","0.015809145191561957",1.0,"1.0",5.0512864341384825e-278,"9.557735757464952e-278",2.5256432170692413e-278,"6.065059697602471e-278",-50.62313011205152
"x6_26","MFG_L -- SPG_L","-0.03790376260145455","0.023724504524655243",1.0,"1.0",2.109648423514044e-277,"3.969974760612792e-277",1.054824211757022e-277,"2.5271830073345323e-277",-50.52253950607941
"x0_8","SFG_L -- MFG_DPFC_L","-0.021611680074855533","0.013535378001319482",1.0,"1.0",3.280790477404622e-277,"6.162646359553146e-277",1.640395238702311e-277,"3.9210371179143004e-277",-50.491484680191036
"x12_185","IFG_orbitalis_L -- PSMG_L","-0.03553266214453092","0.022332148811453924",1.0,"1.0",4.04532799627476e-276,"7.557607357661329e-276",2.02266399813738e-276,"4.823634189106425e-276",-50.3149717721433
"x42_82","ITG_L -- Thal_L","-0.03977396593769576","0.025060373013358613",1.0,"1.0",2.4240790532070508e-275,"4.520579855980716e-275",1.2120395266035254e-275,"2.8838181839876985e-275",-50.189326341641994
"x8_82","MFG_DPFC_L -- Thal_L","-0.029431040373403928","0.018687118973966344",1.0,"1.0",5.959195908173904e-273,"1.1053347249032241e-272",2.979597954086952e-273,"7.0731281708256766e-273",-49.80388984411487
"x20_38","RG_L -- MTG_L","-0.014345196271652752","0.009182529845087724",1.0,"1.0",1.8904719630668358e-270,"3.500247731259705e-270",9.452359815334179e-271,"2.238716798368621e-270",-49.401956177518805
"x68_82","PCC_L -- Thal_L","-0.10126709975943562","0.06517012900574767",1.0,"1.0",8.361610033428465e-269,"1.5454047115354397e-268",4.1808050167142324e-269,"9.87929952579733e-269",-49.13826198672445
"x40_66","MTG_L_pole -- dorsal_ACC_L","-0.00041269960705003214","0.00026654225673553505",1.0,"1.0",1.0427018179624116e-267,"1.9237012149573905e-267",5.213509089812058e-268,"1.2291530542039817e-267",-48.96299610119549
"x54_82","IOG_L -- Thal_L","-0.03553826095655365","0.02301650310273308",1.0,"1.0",7.445078275236897e-267,"1.3711131699057275e-266",3.7225391376184487e-267,"8.756427289625213e-267",-48.826638956635875
"x0_78","SFG_L -- Put_L","-0.12337266991417335","0.0799162205788202",1.0,"1.0",8.378028253808982e-267,"1.54018814257412e-266",4.189014126904491e-267,"9.831359685592174e-267",-48.81845451639319
"x20_183","RG_L -- PSTG_L","-0.0038217874824238835","0.002484114513175163",1.0,"1.0",9.348528557928084e-266,"1.712518063266472e-265",4.674264278964042e-266,"1.0945392598931638e-265",-48.65135288039762
"x10_34","IFG_opercularis_L -- STG_L","-0.00399985907216118","0.002606520978228915",1.0,"1.0",5.63999452942984e-265,"1.031341755823301e-264",2.81999726471492e-265,"6.588481194085648e-265",-48.52700244258792
"x72_183","Amyg_L -- PSTG_L","-0.013793274827245267","0.008991822048615119",1.0,"1.0",7.348431941902507e-265,"1.3413804338393464e-264",3.6742159709512536e-265,"8.564895337690422e-265",-48.50870558929538
"x36_42","STG_L_pole -- ITG_L","-0.08440103322876458","0.05508197015375768",1.0,"1.0",1.5988661122384055e-264,"2.9083065486234617e-264",7.994330561192028e-265,"1.85935553501882e-264",-48.45496650345275
"x52_76","MOG_L -- Caud_L","-0.002367332404206277","0.0015449897846214076",1.0,"1.0",1.6109581404430124e-264,"2.925160833962312e-264",8.054790702215062e-265,"1.8692171248413876e-264",-48.45444578682867
"x12_80","IFG_orbitalis_L -- GP_L","-0.040962695215098835","0.027057600336007903",1.0,"1.0",7.306523169167393e-261,"1.3128908819597658e-260",3.6532615845836964e-261,"8.458894273029364e-261",-47.87394830672
"x30_48","AG_L -- FuG_L","-0.021790559850456248","0.01448469080204999",1.0,"1.0",5.851622004492944e-259,"1.0460153324093603e-258",2.925811002246472e-259,"6.759407114564952e-259",-47.57284885080697
"x4_36","SFG_pole_L -- STG_L_pole","-0.0002611494194865141","0.00017462189238336154",1.0,"1.0",3.5089667030336585e-257,"6.250913145679582e-257",1.7544833515168293e-257,"4.044299039688014e-257",-47.292293305076534
"x8_34","MFG_DPFC_L -- STG_L","-0.014913827166967543","0.010030692900188641",1.0,"1.0",1.956266939623535e-255,"3.4789283204645333e-255",9.781334698117675e-256,"2.249706980567065e-255",-47.01735258670594
"x12_74","IFG_orbitalis_L -- Hippo_L","-0.014784224726642418","0.009998024992377955",1.0,"1.0",8.370024630870636e-254,"1.4859306162866395e-253",4.185012315435318e-254,"9.604185690633157e-254",-46.761058920748624
"x20_56","RG_L -- Cu_L","-0.0011990683893485737","0.0008179044779370568",1.0,"1.0",3.044815077431303e-251,"5.386980521609228e-251",1.5224075387156515e-251,"3.4860438109971227e-251",-46.359780181358516
"x0_74","SFG_L -- Hippo_L","-0.00041053489409134046","0.0002802167146525067",1.0,"1.0",4.7665431064619145e-251,"8.418723746054747e-251",2.3832715532309572e-251,"5.445223085196558e-251",-46.32933213547061
"x26_70","SPG_L -- Ins_L","-0.001502830824354139","0.0010286957309321473",1.0,"1.0",3.298428318341283e-250,"5.815797801504646e-250",1.6492141591706414e-250,"3.7597723672722775e-250",-46.19799810543773
"x2_44","SFG_PFC_L -- PHG_L","-0.0007191597242460351","0.0004928785877829207",1.0,"1.0",7.660603213825225e-250,"1.348422504474338e-249",3.8303016069126125e-250,"8.712883875064954e-250",-46.14083034740618
"x32_34","PrCu_L -- STG_L","-0.017692692334604743","0.01213986972361372",1.0,"1.0",1.6904883638116878e-249,"2.9705525578015225e-249",8.452441819058439e-250,"1.9184818602468167e-249",-46.08715496272912
"x8_70","MFG_DPFC_L -- Ins_L","-0.007268360137201549","0.005044366977270798",1.0,"1.0",3.807291423468825e-246,"6.678892581847854e-246",1.9036457117344125e-246,"4.311320156772685e-246",-45.564831011494725
"x36_68","STG_L_pole -- PCC_L","-0.005159077261917107","0.003585893201055676",1.0,"1.0",1.053030900435949e-245,"1.841025307350012e-245",5.265154502179745e-246,"1.1898329497283922e-245",-45.49615355984444
"x20_187","RG_L -- PSIG_L","-0.004021097132800888","0.0027976490178809247",1.0,"1.0",2.0311369625816673e-245,"3.5391022832862384e-245",1.0155684812908336e-245,"2.290007359773448e-245",-45.45182598371455
"x26_187","SPG_L -- PSIG_L","-0.021417048411269547","0.014945945029011243",1.0,"1.0",1.5589967459776605e-244,"2.707318174642414e-244",7.794983729888303e-245,"1.7538713392248683e-244",-45.314400398395456
"x12_44","IFG_orbitalis_L -- PHG_L","-0.000651123474804065","0.0004593180960772091",1.0,"1.0",2.151423705571984e-241,"3.723617951951511e-241",1.075711852785992e-241,"2.415101448228854e-241",-44.82804479007485
"x48_70","FuG_L -- Ins_L","-0.006692312385517012","0.004757322990538037",1.0,"1.0",3.5837988056031965e-239,"6.182052939665514e-239",1.7918994028015983e-239,"4.014320090691892e-239",-44.4849971164038
"x2_50","SFG_PFC_L -- SOG_L","-0.0025713229192459875","0.0018375265912197545",1.0,"1.0",1.183192956079666e-237,"2.03085358133077e-237",5.91596478039833e-238,"1.322467288922737e-237",-44.25098969159948
"x10_42","IFG_opercularis_L -- ITG_L","-0.019088547554943186","0.013650177532603888",1.0,"1.0",1.8360847937530334e-237,"3.146271128368194e-237",9.180423968765167e-238,"2.0477885361361957e-237",-44.221613494680874
"x38_82","MTG_L -- Thal_L","-0.020965315660371957","0.015010785666554491",1.0,"1.0",4.156574759254704e-237,"7.110834505501849e-237",2.078287379627352e-237,"4.6258654578802345e-237",-44.1670081925767
"x76_183","Caud_L -- PSTG_L","-0.001527779404223257","0.0010974727185523313",1.0,"1.0",3.6611283222491105e-236,"6.2529171840393226e-236",1.8305641611245553e-236,"4.065737997347456e-236",-44.02171095435928
"x30_38","AG_L -- MTG_L","-0.03865525919793898","0.027848054705409266",1.0,"1.0",2.450850541909406e-235,"4.172089327099071e-235",1.225425270954703e-235,"2.7158782771694165e-235",-43.894865872235165
"x26_34","SPG_L -- STG_L","-0.06162571973225075","0.044988573380672886",1.0,"1.0",1.4440802267646274e-231,"2.454225015930032e-231",7.220401133823137e-232,"1.5968194815185784e-231",-43.31714081087394
"x18_185","MFOG_L -- PSMG_L","-0.00528956963295346","0.0038647205194903",1.0,"1.0",2.470200765360662e-231,"4.191242282210304e-231",1.235100382680331e-231,"2.725647966042948e-231",-43.281494218888135
"x24_82","PrCG_L -- Thal_L","-0.1681288306639815","0.12354458195019176",1.0,"1.0",1.0201048458713193e-229,"1.7223629942525537e-229",5.100524229356596e-230,"1.1232005483795907e-229",-43.03467111599351
"x76_82","Caud_L -- Thal_L","-0.04685798013182061","0.034498824437480126",1.0,"1.0",3.5741900046719565e-229,"6.024896831979601e-229",1.7870950023359782e-229,"3.9270558968529464e-229",-42.951592173815335
"x12_82","IFG_orbitalis_L -- Thal_L","-0.07393470306921193","0.054548204550779175",1.0,"1.0",1.3922114755266333e-228,"2.342990044178968e-228",6.961057377633166e-229,"1.5264183020869336e-228",-42.861550027609795
"x42_187","ITG_L -- PSIG_L","-0.10857732673809559","0.0807893051310075",1.0,"1.0",3.3183469443974628e-226,"5.566432880796392e-226",1.6591734721987314e-226,"3.6305381474116005e-226",-42.499642024139874
"x20_82","RG_L -- Thal_L","-0.001741033534803094","0.0012979979930648122",1.0,"1.0",1.1721356684075724e-225,"1.963042745634041e-225",5.860678342037862e-226,"1.2797050810145966e-225",-42.41633255311899
"x6_50","MFG_L -- SOG_L","-0.002835411161318296","0.0021176247675300675",1.0,"1.0",3.6393161325879734e-225,"6.085124712808647e-225",1.8196580662939867e-225,"3.964939154977424e-225",-42.34157774461153
"x64_181","subgenual_ACC_L -- PIns_L","-0.00011093131978180841","8.289899465615057e-5",1.0,"1.0",5.3608544004657033e-225,"8.949168233035489e-225",2.6804272002328517e-225,"5.828239815632356e-225",-42.31602998492824
"x60_183","rostral_ACC_L -- PSTG_L","-0.00035756517510482486","0.0002674614461854731",1.0,"1.0",9.834998012494024e-225,"1.6391663354156706e-224",4.917499006247012e-225,"1.0670045013554839e-224",-42.27601328768992
"x14_68","IFG_triangularis_L -- PCC_L","-0.004073309488990775","0.003057526072382593",1.0,"1.0",9.20612083056558e-224,"1.5318866655362339e-223",4.60306041528279e-224,"9.96687767744286e-224",-42.12862063985563
"x2_34","SFG_PFC_L -- STG_L","-0.014287733512701906","0.010739834650212166",1.0,"1.0",2.264483375947479e-223,"3.762022943989792e-223",1.1322416879737394e-223,"2.446493000110272e-223",-42.06934461580724
"x30_64","AG_L -- subgenual_ACC_L","-0.00015033026738488317","0.0001130148979328443",1.0,"1.0",2.4553686251997398e-223,"4.07260661391303e-223",1.2276843125998699e-223,"2.6471942990434694e-223",-42.06401588583826
"x2_22","SFG_PFC_L -- PoCG_L","-0.004013999018557589","0.0030198348797203095",1.0,"1.0",3.9117394547263855e-223,"6.467492548948576e-223",1.9558697273631927e-223,"4.208576232475893e-223",-42.03335589493587
"x30_46","AG_L -- ENT_L","-0.000427549721240559","0.0003230199377595317",1.0,"1.0",5.799619447619392e-222,"9.543094003634452e-222",2.899809723809696e-222,"6.226769842620405e-222",-41.855959154346095
"x10_78","IFG_opercularis_L -- Put_L","-0.03932720321143394","0.0300412302151509",1.0,"1.0",6.241480672044919e-219,"1.0205264605950222e-218",3.1207403360224593e-219,"6.687300720048127e-219",-41.39761762808853
"x16_34","LFOG_L -- STG_L","-0.015593636772766862","0.011931381356317194",1.0,"1.0",1.773492385353283e-218,"2.895212332556227e-218",8.867461926766414e-219,"1.8962444409510822e-218",-41.32917030700083
"x8_80","MFG_DPFC_L -- GP_L","-0.01410793878277893","0.010859988934080723",1.0,"1.0",7.928250577536166e-217,"1.2881851409340554e-216",3.964125288768083e-217,"8.459525100773125e-217",-41.08035460680818
"x40_76","MTG_L_pole -- Caud_L","-0.009084895501072554","0.006997457719877642",1.0,"1.0",1.1454113022102008e-216,"1.8581515639303414e-216",5.727056511051004e-217,"1.219650923649751e-216",-41.056285351172235
"x46_183","ENT_L -- PSTG_L","-0.0005061981497331411","0.00039020410976046624",1.0,"1.0",1.9017471222011664e-216,"3.075481674184699e-216",9.508735611005832e-217,"2.020850381394463e-216",-41.02312252688272
"x48_74","FuG_L -- Hippo_L","-0.0300857286727825","0.023348075887917107",1.0,"1.0",1.2754832047025233e-214,"2.056269652440984e-214",6.377416023512617e-215,"1.3525872099048276e-214",-40.74829468969779
"x32_54","PrCu_L -- IOG_L","-0.01752124425012899","0.013598406063205825",1.0,"1.0",1.3364649770713788e-214,"2.1512305618489534e-214",6.682324885356894e-215,"1.4143571076368887e-214",-40.74524544494618
"x62_76","subcallosal_ACC_L -- Caud_L","-0.01640878275853022","0.012824414486307924",1.0,"1.0",1.0398605486063007e-212,"1.6686134384612732e-212",5.1993027430315036e-213,"1.0982200691913481e-212",-40.461205619372315
"x36_54","STG_L_pole -- IOG_L","-0.019655108151284576","0.015387621152684213",1.0,"1.0",2.9708465586403844e-212,"4.7524361486751123e-212",1.4854232793201922e-212,"3.1311875643511176e-212",-40.392799379622325
"x0_36","SFG_L -- STG_L_pole","-0.0034393518951274724","0.0027107555928938465",1.0,"1.0",1.8933245178131333e-210,"3.0240599937293104e-210",9.466622589065667e-211,"1.9914541422119845e-210",-40.12233966031808
"x4_68","SFG_pole_L -- PCC_L","-0.00022797991047705457","0.00017978290368516798",1.0,"1.0",2.6548380717459745e-210,"4.233832672198896e-210",1.3274190358729872e-210,"2.7867722152708757e-210",-40.10035231888702
"x16_56","LFOG_L -- Cu_L","-0.0013620452176122562","0.0010809802212012574",1.0,"1.0",1.350442240222574e-208,"2.147016464869991e-208",6.75221120111287e-209,"1.414683925739235e-208",-39.84499511941122
"x68_72","PCC_L -- Amyg_L","-0.005798305768494525","0.004609419088122534",1.0,"1.0",3.726091762682138e-208,"5.914884930024559e-208",1.863045881341069e-208,"3.89545957007678e-208",-39.77909677552031
"x56_74","Cu_L -- Hippo_L","-0.008731194602572042","0.006953647340745797",1.0,"1.0",1.1412866638986655e-207,"1.8089306234841025e-207",5.7064333194933275e-208,"1.1907577592087892e-207",-39.70644510041403
"x14_56","IFG_triangularis_L -- Cu_L","-0.0030458398299173317","0.002428649306410909",1.0,"1.0",2.3695988079018418e-207,"3.750053159294199e-207",1.1847994039509209e-207,"2.46733879897224e-207",-39.659045153919834
