"edge","edge_name","mean","std","right_p","right_p_adj","both_p","both_p_adj","left_p","left_p_adj","t"
"x62_74","subcallosal_ACC_L -- Hippo_L","-0.00020668145413251518","6.836615326062174e-5",1.0,"1.0",0.0,"0.0",0.0,"0.0",-95.60054412931649
"x10_48","IFG_opercularis_L -- FuG_L","-0.01375366489621441","0.00455329941849274",1.0,"1.0",0.0,"0.0",0.0,"0.0",-95.51954143428186
"x60_74","rostral_ACC_L -- Hippo_L","-0.0002219621275529641","7.39601713498381e-5",1.0,"1.0",0.0,"0.0",0.0,"0.0",-94.90322487817208
"x6_42","MFG_L -- ITG_L","-0.015645819890093296","0.005245966605592193",1.0,"1.0",0.0,"0.0",0.0,"0.0",-94.3132704289774
"x4_181","SFG_pole_L -- PIns_L","-0.0022973661867439947","0.0007731289467361879",1.0,"1.0",0.0,"0.0",0.0,"0.0",-93.96763373349324
"x34_76","STG_L -- Caud_L","-0.024755144241706533","0.008331939371102347",1.0,"1.0",0.0,"0.0",0.0,"0.0",-93.95488387889863
"x52_62","MOG_L -- subcallosal_ACC_L","-0.0002577859965348389","8.677175383476807e-5",1.0,"1.0",0.0,"0.0",0.0,"0.0",-93.94657384690663
"x4_60","SFG_pole_L -- rostral_ACC_L","-0.004072756768654369","0.0013758622936701347",1.0,"1.0",0.0,"0.0",0.0,"0.0",-93.60811619060965
"x6_54","MFG_L -- IOG_L","-0.0299022250533451","0.010129521985453043",1.0,"1.0",0.0,"0.0",0.0,"0.0",-93.35004989506548
"x44_187","PHG_L -- PSIG_L","-0.0027840757393310885","0.0009462688275803882",1.0,"1.0",0.0,"0.0",0.0,"0.0",-93.03931671526544
"x0_187","SFG_L -- PSIG_L","-0.007235879944517881","0.0024665492163462007",1.0,"1.0",0.0,"0.0",0.0,"0.0",-92.76872056137253
"x12_183","IFG_orbitalis_L -- PSTG_L","-0.018254583390424604","0.006227973497223068",1.0,"1.0",0.0,"0.0",0.0,"0.0",-92.6883540480052
"x6_40","MFG_L -- MTG_L_pole","-0.0009503579077215913","0.00032597616260260663",1.0,"1.0",0.0,"0.0",0.0,"0.0",-92.19372228809466
"x4_6","SFG_pole_L -- MFG_L","-0.0007833552480015547","0.0002689116687536353",1.0,"1.0",0.0,"0.0",0.0,"0.0",-92.11897766327364
"x12_34","IFG_orbitalis_L -- STG_L","-0.11111801739454613","0.038377157826249064",1.0,"1.0",0.0,"0.0",0.0,"0.0",-91.56124214301114
"x28_74","SMG_L -- Hippo_L","-0.0009376215372326492","0.00032412823040104587",1.0,"1.0",0.0,"0.0",0.0,"0.0",-91.4767478665744
"x8_68","MFG_DPFC_L -- PCC_L","-0.0025629932806697973","0.000887023967585473",1.0,"1.0",0.0,"0.0",0.0,"0.0",-91.37178577807462
"x26_28","SPG_L -- SMG_L","-0.2410930806790348","0.0838754815101014",1.0,"1.0",0.0,"0.0",0.0,"0.0",-90.89703562067369
"x60_181","rostral_ACC_L -- PIns_L","-0.0009342578623534798","0.0003260725420207462",1.0,"1.0",0.0,"0.0",0.0,"0.0",-90.60507666938429
"x36_64","STG_L_pole -- subgenual_ACC_L","-0.0006812977304770279","0.0002377933578826764",1.0,"1.0",0.0,"0.0",0.0,"0.0",-90.60188275207825
"x26_54","SPG_L -- IOG_L","-0.052931227545590494","0.018606217026382",1.0,"1.0",0.0,"0.0",0.0,"0.0",-89.96091906021256
"x38_60","MTG_L -- rostral_ACC_L","-0.0005331999912450026","0.00018764464830324404",1.0,"1.0",0.0,"0.0",0.0,"0.0",-89.8574212460978
"x0_72","SFG_L -- Amyg_L","-0.0006067835084648041","0.00021378384358677676",1.0,"1.0",0.0,"0.0",0.0,"0.0",-89.7550488934855
"x8_74","MFG_DPFC_L -- Hippo_L","-0.00432775784810992","0.0015253532628462308",1.0,"1.0",0.0,"0.0",0.0,"0.0",-89.7206718931443
"x4_24","SFG_pole_L -- PrCG_L","-0.00046879103142046213","0.00016531993042826878",1.0,"1.0",0.0,"0.0",0.0,"0.0",-89.67142691796886
"x22_68","PoCG_L -- PCC_L","-0.03433869080126357","0.012112408857836229",1.0,"1.0",0.0,"0.0",0.0,"0.0",-89.65060218390245
"x16_82","LFOG_L -- Thal_L","-0.007522678549034835","0.002661243834426746",1.0,"1.0",0.0,"0.0",0.0,"0.0",-89.38977335522898
"x44_62","PHG_L -- subcallosal_ACC_L","-0.00039777823445702237","0.00014105427909709742",1.0,"1.0",0.0,"0.0",0.0,"0.0",-89.17738849019761
"x50_70","SOG_L -- Ins_L","-0.004386110019480219","0.001562001575942058",1.0,"1.0",0.0,"0.0",0.0,"0.0",-88.79695093315
"x70_78","Ins_L -- Put_L","-0.08164506511512844","0.029177684053525964",1.0,"1.0",0.0,"0.0",0.0,"0.0",-88.48692891558099
"x2_74","SFG_PFC_L -- Hippo_L","-0.0047894736476254245","0.0017125814600762845",1.0,"1.0",0.0,"0.0",0.0,"0.0",-88.43751887385491
"x8_54","MFG_DPFC_L -- IOG_L","-0.005270067826426057","0.0018868944577852993",1.0,"1.0",0.0,"0.0",0.0,"0.0",-88.32193918593578
"x6_72","MFG_L -- Amyg_L","-0.0006492868337724285","0.00023251103117296246",1.0,"1.0",0.0,"0.0",0.0,"0.0",-88.30657363317263
"x12_66","IFG_orbitalis_L -- dorsal_ACC_L","-0.010102528655794002","0.0036226844375374994",1.0,"1.0",0.0,"0.0",0.0,"0.0",-88.18598812637423
"x26_185","SPG_L -- PSMG_L","-0.10576551666373976","0.03797541763626489",1.0,"1.0",0.0,"0.0",0.0,"0.0",-88.07274583927574
"x20_30","RG_L -- AG_L","-0.001596647009016664","0.0005748741684439574",1.0,"1.0",0.0,"0.0",0.0,"0.0",-87.82863181093293
"x30_60","AG_L -- rostral_ACC_L","-0.001118888575627236","0.0004049364240305428",1.0,"1.0",0.0,"0.0",0.0,"0.0",-87.37757674910348
"x12_72","IFG_orbitalis_L -- Amyg_L","-0.000715162203455987","0.0002593308110983646",1.0,"1.0",0.0,"0.0",0.0,"0.0",-87.2068170306171
"x68_183","PCC_L -- PSTG_L","-0.15984655005119774","0.0580494073812911",1.0,"1.0",0.0,"0.0",0.0,"0.0",-87.07740476344665
"x50_68","SOG_L -- PCC_L","-0.24595521887425043","0.08944830299286068",1.0,"1.0",0.0,"0.0",0.0,"0.0",-86.95287311487002
"x24_74","PrCG_L -- Hippo_L","-0.0007368225401672903","0.0002696844000286922",1.0,"1.0",0.0,"0.0",0.0,"0.0",-86.39867408094956
"x12_58","IFG_orbitalis_L -- LG_L","-0.07941075923398912","0.0291527663813152",1.0,"1.0",0.0,"0.0",0.0,"0.0",-86.13895045775227
"x16_52","LFOG_L -- MOG_L","-0.004118949178633005","0.0015123124424941193",1.0,"1.0",0.0,"0.0",0.0,"0.0",-86.12810822000955
"x10_56","IFG_opercularis_L -- Cu_L","-0.0011151221440719805","0.00040955741234220667",1.0,"1.0",0.0,"0.0",0.0,"0.0",-86.10089179905891
"x4_8","SFG_pole_L -- MFG_DPFC_L","-0.005652887900096554","0.00208183340431455",1.0,"1.0",0.0,"0.0",0.0,"0.0",-85.86662643064467
"x70_82","Ins_L -- Thal_L","-0.010334651376041394","0.003808793569114627",1.0,"1.0",0.0,"0.0",0.0,"0.0",-85.80417021571733
"x54_74","IOG_L -- Hippo_L","-0.035595872388522694","0.0131635513016906",1.0,"1.0",0.0,"0.0",0.0,"0.0",-85.51190288138514
"x14_187","IFG_triangularis_L -- PSIG_L","-0.023603350987814967","0.008729924235798868",1.0,"1.0",0.0,"0.0",0.0,"0.0",-85.49942418492276
"x28_48","SMG_L -- FuG_L","-0.01867426525668335","0.006910014544638696",1.0,"1.0",0.0,"0.0",0.0,"0.0",-85.46032929422148
"x82_187","Thal_L -- PSIG_L","-0.03585530993128766","0.013301358674014007",1.0,"1.0",0.0,"0.0",0.0,"0.0",-85.24275479890348
"x76_185","Caud_L -- PSMG_L","-0.010464855001341884","0.0038823876615085738",1.0,"1.0",0.0,"0.0",0.0,"0.0",-85.23820924875379
"x8_14","MFG_DPFC_L -- IFG_triangularis_L","-0.06697049499540454","0.02486612195436922",1.0,"1.0",0.0,"0.0",0.0,"0.0",-85.1678040520405
"x2_28","SFG_PFC_L -- SMG_L","-0.0054198217309902085","0.002014252305123264",1.0,"1.0",0.0,"0.0",0.0,"0.0",-85.08855190788333
"x10_181","IFG_opercularis_L -- PIns_L","-0.021374432641644205","0.007981011841203976",1.0,"1.0",0.0,"0.0",0.0,"0.0",-84.69087903426627
"x10_183","IFG_opercularis_L -- PSTG_L","-0.07622085409585098","0.028598464394432862",1.0,"1.0",0.0,"0.0",0.0,"0.0",-84.28127497404498
"x2_56","SFG_PFC_L -- Cu_L","-0.0036935735614069404","0.0013883166382273062",1.0,"1.0",0.0,"0.0",0.0,"0.0",-84.13142101602739
"x62_80","subcallosal_ACC_L -- GP_L","-0.0001707433235126738","6.424911516112456e-5",1.0,"1.0",0.0,"0.0",0.0,"0.0",-84.0381686522794
"x2_58","SFG_PFC_L -- LG_L","-0.017953621897295043","0.006759882525159798",1.0,"1.0",0.0,"0.0",0.0,"0.0",-83.98716580297948
"x40_78","MTG_L_pole -- Put_L","-0.05761140501592666","0.021701586651626952",1.0,"1.0",0.0,"0.0",0.0,"0.0",-83.94928074953415
"x60_187","rostral_ACC_L -- PSIG_L","-0.00034666420655063125","0.0001305940550942922",1.0,"1.0",0.0,"0.0",0.0,"0.0",-83.94321434949997
"x58_82","LG_L -- Thal_L","-0.06941257039370018","0.02620260799199313",1.0,"1.0",0.0,"0.0",0.0,"0.0",-83.77098217014789
"x40_70","MTG_L_pole -- Ins_L","-0.015208454384863304","0.005755982146701426",1.0,"1.0",0.0,"0.0",0.0,"0.0",-83.55369130966443
"x52_74","MOG_L -- Hippo_L","-0.026193782831091902","0.009937460281530667",1.0,"1.0",0.0,"0.0",0.0,"0.0",-83.35330349547354
"x30_183","AG_L -- PSTG_L","-0.10506507715987594","0.04000933456257902",1.0,"1.0",0.0,"0.0",0.0,"0.0",-83.0418576062231
"x52_54","MOG_L -- IOG_L","-0.144024408679782","0.05503362506749043",1.0,"1.0",0.0,"0.0",0.0,"0.0",-82.75761764348627
"x4_20","SFG_pole_L -- RG_L","-0.003978834062347467","0.0015229475722375637",1.0,"1.0",0.0,"0.0",0.0,"0.0",-82.61727651196983
"x8_56","MFG_DPFC_L -- Cu_L","-0.0026197584344159275","0.0010055253736042113",1.0,"1.0",0.0,"0.0",0.0,"0.0",-82.38880678362703
"x16_80","LFOG_L -- GP_L","-0.011353501607404486","0.004359141700702365",1.0,"1.0",0.0,"0.0",0.0,"0.0",-82.3623707666951
"x10_74","IFG_opercularis_L -- Hippo_L","-0.0007576573460065473","0.00029109362804871533",1.0,"1.0",0.0,"0.0",0.0,"0.0",-82.30763810941284
"x6_76","MFG_L -- Caud_L","-0.005830490371457159","0.0022419029287879776",1.0,"1.0",0.0,"0.0",0.0,"0.0",-82.24098025267133
"x30_52","AG_L -- MOG_L","-0.11009405237388951","0.042343779964264174",1.0,"1.0",0.0,"0.0",0.0,"0.0",-82.2193867985277
"x18_183","MFOG_L -- PSTG_L","-0.0005484220467278782","0.0002116178050432977",1.0,"1.0",0.0,"0.0",0.0,"0.0",-81.95259308906226
"x18_52","MFOG_L -- MOG_L","-0.0036545635918087916","0.0014141972374930364",1.0,"1.0",0.0,"0.0",0.0,"0.0",-81.71946951705569
"x38_183","MTG_L -- PSTG_L","-0.1107555106308806","0.04301166531396588",1.0,"1.0",0.0,"0.0",0.0,"0.0",-81.4289970992712
"x16_42","LFOG_L -- ITG_L","-0.009901288383210124","0.0038673225225585176",1.0,"1.0",0.0,"0.0",0.0,"0.0",-80.96201668847571
"x4_66","SFG_pole_L -- dorsal_ACC_L","-0.0009469831970432323","0.0003714160057240985",1.0,"1.0",0.0,"0.0",0.0,"0.0",-80.6272148322321
"x18_44","MFOG_L -- PHG_L","-0.0011341858391901952","0.00044512343472842667",1.0,"1.0",0.0,"0.0",0.0,"0.0",-80.5756395175801
"x52_78","MOG_L -- Put_L","-0.05965612358572569","0.023454591226955274",1.0,"1.0",0.0,"0.0",0.0,"0.0",-80.43168396410955
"x2_36","SFG_PFC_L -- STG_L_pole","-0.005413432010387352","0.002132178295464558",1.0,"1.0",0.0,"0.0",0.0,"0.0",-80.28772803710812
"x56_62","Cu_L -- subcallosal_ACC_L","-0.0004668748569558567","0.00018612970677092232",1.0,"1.0",0.0,"0.0",0.0,"0.0",-79.32038124697989
"x0_76","SFG_L -- Caud_L","-0.011918507791084717","0.004752386373302678",1.0,"1.0",0.0,"0.0",0.0,"0.0",-79.30674816765269
"x56_60","Cu_L -- rostral_ACC_L","-0.002981119545443208","0.0011923627436905301",1.0,"1.0",0.0,"0.0",0.0,"0.0",-79.06258217753505
"x16_40","LFOG_L -- MTG_L_pole","-0.013992312505722772","0.0056105838847112415",1.0,"1.0",0.0,"0.0",0.0,"0.0",-78.86447856437145
"x42_76","ITG_L -- Caud_L","-0.008789085602870578","0.0035347783882327694",1.0,"1.0",0.0,"0.0",0.0,"0.0",-78.62877386539833
"x16_30","LFOG_L -- AG_L","-0.0015317396641643215","0.0006166240284181416",1.0,"1.0",0.0,"0.0",0.0,"0.0",-78.5533144662992
"x26_60","SPG_L -- rostral_ACC_L","-0.009710173740288158","0.003916827890209311",1.0,"1.0",0.0,"0.0",0.0,"0.0",-78.39574869251139
"x56_80","Cu_L -- GP_L","-0.010274329345346327","0.004148807563077061",1.0,"1.0",0.0,"0.0",0.0,"0.0",-78.3123383478985
"x18_56","MFOG_L -- Cu_L","-0.0013575865915946056","0.0005522117981105546",1.0,"1.0",0.0,"0.0",0.0,"0.0",-77.74310083618077
"x66_185","dorsal_ACC_L -- PSMG_L","-0.008723674930372054","0.003555337514611759",1.0,"1.0",0.0,"0.0",0.0,"0.0",-77.59230237216717
"x54_80","IOG_L -- GP_L","-0.005835041376192055","0.0023819972167316043",1.0,"1.0",0.0,"0.0",0.0,"0.0",-77.46449433475307
"x60_72","rostral_ACC_L -- Amyg_L","-0.00020325034306851103","8.29984206336349e-5",1.0,"1.0",0.0,"0.0",0.0,"0.0",-77.43930720612352
"x0_6","SFG_L -- MFG_L","-0.19955607765521513","0.08159718823761841",1.0,"1.0",0.0,"0.0",0.0,"0.0",-77.3374352658125
"x0_48","SFG_L -- FuG_L","-0.0036308201395100306","0.0014847373302404076",1.0,"1.0",0.0,"0.0",0.0,"0.0",-77.33126379602044
"x8_44","MFG_DPFC_L -- PHG_L","-0.0012171818352051062","0.0004984827332087907",1.0,"1.0",0.0,"0.0",0.0,"0.0",-77.21565200573689
"x2_30","SFG_PFC_L -- AG_L","-0.005494624772879618","0.0022515191722770355",1.0,"1.0",0.0,"0.0",0.0,"0.0",-77.17246819049969
"x10_68","IFG_opercularis_L -- PCC_L","-0.005829447810121017","0.002388798054153765",1.0,"1.0",0.0,"0.0",0.0,"0.0",-77.16990789158005
"x72_76","Amyg_L -- Caud_L","-0.0027773743507726826","0.001139063603121318",1.0,"1.0",0.0,"0.0",0.0,"0.0",-77.1056931264064
"x62_78","subcallosal_ACC_L -- Put_L","-0.004158974776032488","0.001710079633635482",1.0,"1.0",0.0,"0.0",0.0,"0.0",-76.907722685941
"x18_26","MFOG_L -- SPG_L","-0.0004839826406321827","0.00019930798236219812",1.0,"1.0",0.0,"0.0",0.0,"0.0",-76.79007505073882
"x34_54","STG_L -- IOG_L","-0.07015133884525582","0.028935399124149545",1.0,"1.0",0.0,"0.0",0.0,"0.0",-76.66664997757306
"x38_54","MTG_L -- IOG_L","-0.13293665053168258","0.05492005680218898",1.0,"1.0",0.0,"0.0",0.0,"0.0",-76.54445837667002
"x12_70","IFG_orbitalis_L -- Ins_L","-0.07926336214290905","0.032951161427583156",1.0,"1.0",0.0,"0.0",0.0,"0.0",-76.06795891708323
"x44_76","PHG_L -- Caud_L","-0.003268764889966648","0.0013599539755254626",1.0,"1.0",0.0,"0.0",0.0,"0.0",-76.00802949151529
"x0_185","SFG_L -- PSMG_L","-0.020697038191706485","0.008635004417931861",1.0,"1.0",0.0,"0.0",0.0,"0.0",-75.7958865306068
"x10_54","IFG_opercularis_L -- IOG_L","-0.05556755449910872","0.023200477733563582",1.0,"1.0",0.0,"0.0",0.0,"0.0",-75.73983529162867
"x50_80","SOG_L -- GP_L","-0.025266675879655746","0.010552215820524496",1.0,"1.0",0.0,"0.0",0.0,"0.0",-75.7189258065982
"x36_40","STG_L_pole -- MTG_L_pole","-0.04730577671233365","0.0197800165124726",1.0,"1.0",0.0,"0.0",0.0,"0.0",-75.62885541576642
"x12_38","IFG_orbitalis_L -- MTG_L","-0.03163876913790155","0.01327490355533422",1.0,"1.0",0.0,"0.0",0.0,"0.0",-75.36821071653495
"x12_56","IFG_orbitalis_L -- Cu_L","-0.009485422952771787","0.003980100773598169",1.0,"1.0",0.0,"0.0",0.0,"0.0",-75.36377294708907
"x16_68","LFOG_L -- PCC_L","-0.0011695291058425625","0.0004948143446999683",1.0,"1.0",0.0,"0.0",0.0,"0.0",-74.7426949912932
"x22_54","PoCG_L -- IOG_L","-0.07683671090816005","0.03257683499640294",1.0,"1.0",0.0,"0.0",0.0,"0.0",-74.58643984675606
"x8_40","MFG_DPFC_L -- MTG_L_pole","-0.003679276406311875","0.0015624920370902664",1.0,"1.0",0.0,"0.0",0.0,"0.0",-74.46369843222749
"x50_82","SOG_L -- Thal_L","-0.15918975307228045","0.06827982054736259",1.0,"1.0",0.0,"0.0",0.0,"0.0",-73.7263507479499
"x30_82","AG_L -- Thal_L","-0.08269434240678881","0.03554887236293326",1.0,"1.0",0.0,"0.0",0.0,"0.0",-73.56139709454497
"x14_78","IFG_triangularis_L -- Put_L","-0.16877087783698572","0.07259321689430295",1.0,"1.0",0.0,"0.0",0.0,"0.0",-73.5193175759085
"x42_64","ITG_L -- subgenual_ACC_L","-0.0006452580432828485","0.00027873844989198386",1.0,"1.0",0.0,"0.0",0.0,"0.0",-73.20429227141204
"x26_82","SPG_L -- Thal_L","-0.25503972641068606","0.11056007440155513",1.0,"1.0",0.0,"0.0",0.0,"0.0",-72.94734863823713
"x4_26","SFG_pole_L -- SPG_L","-0.00037034725136310474","0.00016069040221912038",1.0,"1.0",0.0,"0.0",0.0,"0.0",-72.88181641945984
"x18_78","MFOG_L -- Put_L","-0.051553972833957844","0.0223934897836684",1.0,"1.0",0.0,"0.0",0.0,"0.0",-72.80150533064699
"x16_62","LFOG_L -- subcallosal_ACC_L","-0.0008811181753930204","0.00038276228132887066",1.0,"1.0",0.0,"0.0",0.0,"0.0",-72.79558247850548
"x78_181","Put_L -- PIns_L","-0.07208970402487229","0.03136009574347073",1.0,"1.0",0.0,"0.0",0.0,"0.0",-72.69354737651518
"x62_82","subcallosal_ACC_L -- Thal_L","-9.376589322250623e-5","4.0841983373038134e-5",1.0,"1.0",0.0,"0.0",0.0,"0.0",-72.60024243068688
"x20_185","RG_L -- PSMG_L","-0.01667478975027217","0.00726888307012004",1.0,"1.0",0.0,"0.0",0.0,"0.0",-72.54252765744317
"x6_58","MFG_L -- LG_L","-0.0010766778616109049","0.000473102145068774",1.0,"1.0",0.0,"0.0",0.0,"0.0",-71.96658025034073
"x22_58","PoCG_L -- LG_L","-0.0009907694282927238","0.00043579830156985306",1.0,"1.0",0.0,"0.0",0.0,"0.0",-71.89307572291403
"x28_54","SMG_L -- IOG_L","-0.09129685135593521","0.04019772001443405",1.0,"1.0",0.0,"0.0",0.0,"0.0",-71.82148474662732
"x50_62","SOG_L -- subcallosal_ACC_L","-0.000181996688091762","8.01570244831668e-5",1.0,"1.0",0.0,"0.0",0.0,"0.0",-71.79957897489984
"x14_54","IFG_triangularis_L -- IOG_L","-0.020734000461610474","0.009135364258016795",1.0,"1.0",0.0,"0.0",0.0,"0.0",-71.77236135727509
"x6_181","MFG_L -- PIns_L","-0.004329142517554747","0.0019089823497363087",1.0,"1.0",0.0,"0.0",0.0,"0.0",-71.71334335720542
"x0_42","SFG_L -- ITG_L","-0.0050113872313184305","0.0022118617233554635",1.0,"1.0",0.0,"0.0",0.0,"0.0",-71.64732641609413
"x48_78","FuG_L -- Put_L","-0.04210244830756375","0.01865410035881365",1.0,"1.0",0.0,"0.0",0.0,"0.0",-71.37285055856222
"x0_54","SFG_L -- IOG_L","-0.007884386086791076","0.0035154803302615643",1.0,"1.0",0.0,"0.0",0.0,"0.0",-70.92236520790526
"x14_42","IFG_triangularis_L -- ITG_L","-0.02273356983563997","0.010140161116284619",1.0,"1.0",0.0,"0.0",0.0,"0.0",-70.89617137509808
"x58_181","LG_L -- PIns_L","-0.023779069862719902","0.010664776456139525",1.0,"1.0",0.0,"0.0",0.0,"0.0",-70.50876473193519
"x6_52","MFG_L -- MOG_L","-0.041695374536330994","0.01872791803437174",1.0,"1.0",0.0,"0.0",0.0,"0.0",-70.40416942588152
"x12_36","IFG_orbitalis_L -- STG_L_pole","-0.02946984553432706","0.013282164398980195",1.0,"1.0",0.0,"0.0",0.0,"0.0",-70.16313861389233
"x32_183","PrCu_L -- PSTG_L","-0.05240401137395969","0.023741422312192378",1.0,"1.0",0.0,"0.0",0.0,"0.0",-69.80038191982253
"x18_54","MFOG_L -- IOG_L","-0.003667069048836163","0.001669375570816015",1.0,"1.0",0.0,"0.0",0.0,"0.0",-69.46483903416097
"x52_80","MOG_L -- GP_L","-0.013824613064020509","0.006318511833765876",1.0,"1.0",0.0,"0.0",0.0,"0.0",-69.18917967234097
"x20_34","RG_L -- STG_L","-0.037672491841209646","0.01727944069720128",1.0,"1.0",0.0,"0.0",0.0,"0.0",-68.94371261196447
"x64_72","subgenual_ACC_L -- Amyg_L","-0.007156067322420393","0.0032934409395325845",1.0,"1.0",0.0,"0.0",0.0,"0.0",-68.71072608808525
"x36_66","STG_L_pole -- dorsal_ACC_L","-0.0009005416644516968","0.0004146434789212905",1.0,"1.0",0.0,"0.0",0.0,"0.0",-68.67979197345642
"x38_76","MTG_L -- Caud_L","-0.0156587209952865","0.0072422919145752876",1.0,"1.0",0.0,"0.0",0.0,"0.0",-68.3723111057557
"x58_80","LG_L -- GP_L","-0.007687229897805682","0.003555551580959241",1.0,"1.0",0.0,"0.0",0.0,"0.0",-68.36957591781321
"x6_36","MFG_L -- STG_L_pole","-0.0031303982863846117","0.001448990585040653",1.0,"1.0",0.0,"0.0",0.0,"0.0",-68.31782532379741
"x28_50","SMG_L -- SOG_L","-0.008046996761694038","0.003785053022066168",1.0,"1.0",0.0,"0.0",0.0,"0.0",-67.22980614168925
"x46_66","ENT_L -- dorsal_ACC_L","-7.20814988321791e-5","3.39262457330837e-5",1.0,"1.0",0.0,"0.0",0.0,"0.0",-67.18742629579323
"x66_187","dorsal_ACC_L -- PSIG_L","-0.0022831307590506097","0.0010748461970365487",1.0,"1.0",0.0,"0.0",0.0,"0.0",-67.17140940252602
"x28_60","SMG_L -- rostral_ACC_L","-0.000916697350762794","0.0004316112582036369",1.0,"1.0",0.0,"0.0",0.0,"0.0",-67.16348330480814
"x62_183","subcallosal_ACC_L -- PSTG_L","-7.950100881311996e-5","3.747404457391992e-5",1.0,"1.0",0.0,"0.0",0.0,"0.0",-67.08757140816971
"x4_32","SFG_pole_L -- PrCu_L","-0.000317639574237435","0.00015032904262711038",1.0,"1.0",0.0,"0.0",0.0,"0.0",-66.81772943156432
"x34_50","STG_L -- SOG_L","-0.06854759846736437","0.03251242683676446",1.0,"1.0",0.0,"0.0",0.0,"0.0",-66.67190375540436
"x6_44","MFG_L -- PHG_L","-0.0003462918499259075","0.0001642906883974245",1.0,"1.0",0.0,"0.0",0.0,"0.0",-66.6544763797
"x20_181","RG_L -- PIns_L","-0.026962751916594255","0.012801457127006196",1.0,"1.0",0.0,"0.0",0.0,"0.0",-66.60468976038223
"x0_4","SFG_L -- SFG_pole_L","-0.0013745535909142014","0.0006551548539359335",1.0,"1.0",0.0,"0.0",0.0,"0.0",-66.34645362296688
"x6_70","MFG_L -- Ins_L","-0.0023651754377345662","0.001127924072269387",1.0,"1.0",0.0,"0.0",0.0,"0.0",-66.31068201318308
"x16_78","LFOG_L -- Put_L","-0.04168970626951117","0.019982700300099993",1.0,"1.0",0.0,"0.0",0.0,"0.0",-65.97428015992267
"x28_76","SMG_L -- Caud_L","-0.0005620690511188355","0.0002696290665183916",1.0,"1.0",0.0,"0.0",0.0,"0.0",-65.92087517774695
"x12_42","IFG_orbitalis_L -- ITG_L","-0.03174043616776188","0.015318529594879183",1.0,"1.0",0.0,"0.0",0.0,"0.0",-65.52330730938243
"x16_74","LFOG_L -- Hippo_L","-0.0034328648300107935","0.0016603617890308567",1.0,"1.0",0.0,"0.0",0.0,"0.0",-65.38136347173615
"x12_68","IFG_orbitalis_L -- PCC_L","-0.005035748895804705","0.0024389801013049847",1.0,"1.0",0.0,"0.0",0.0,"0.0",-65.29137415635486
"x30_36","AG_L -- STG_L_pole","-0.0038844513373286083","0.0018896212194905954",1.0,"1.0",0.0,"0.0",0.0,"0.0",-65.00622219598534
"x6_18","MFG_L -- MFOG_L","-0.0002166625347478256","0.00010545032758876781",1.0,"1.0",0.0,"0.0",0.0,"0.0",-64.9734438095272
"x30_62","AG_L -- subcallosal_ACC_L","-0.0001395998715630927","6.81097845541857e-5",1.0,"1.0",0.0,"0.0",0.0,"0.0",-64.81499803528793
"x78_82","Put_L -- Thal_L","-0.16418166595699876","0.0802837031427495",1.0,"1.0",0.0,"0.0",0.0,"0.0",-64.66916623687565
"x0_24","SFG_L -- PrCG_L","-0.17188565008060527","0.08450239402380412",1.0,"1.0",0.0,"0.0",0.0,"0.0",-64.3236393042664
"x66_72","dorsal_ACC_L -- Amyg_L","-0.0006149943107777783","0.0003025361354078189",1.0,"1.0",0.0,"0.0",0.0,"0.0",-64.28266056488259
"x14_76","IFG_triangularis_L -- Caud_L","-0.018260337240574385","0.008990270595757091",1.0,"1.0",0.0,"0.0",0.0,"0.0",-64.22972023807735
"x0_14","SFG_L -- IFG_triangularis_L","-0.08457856542932438","0.04171608431886641",1.0,"1.0",0.0,"0.0",0.0,"0.0",-64.11457651246545
"x58_62","LG_L -- subcallosal_ACC_L","-0.0002459958628848591","0.00012176524775288111",1.0,"1.0",0.0,"0.0",0.0,"0.0",-63.88581603130089
"x38_70","MTG_L -- Ins_L","-0.017073253589505337","0.008453026738704156",1.0,"1.0",0.0,"0.0",0.0,"0.0",-63.871048893380184
"x44_64","PHG_L -- subgenual_ACC_L","-0.002959431704331278","0.0014751168058785126",1.0,"1.0",0.0,"0.0",0.0,"0.0",-63.442737063979884
"x28_72","SMG_L -- Amyg_L","-0.004307348751556822","0.0021484607874091947",1.0,"1.0",0.0,"0.0",0.0,"0.0",-63.39902879041022
"x16_183","LFOG_L -- PSTG_L","-0.0032342492413398065","0.0016132101404476684",1.0,"1.0",0.0,"0.0",0.0,"0.0",-63.399019550343425
"x4_80","SFG_pole_L -- GP_L","-0.004220777451011191","0.0021129134150206803",1.0,"1.0",0.0,"0.0",0.0,"0.0",-63.16998201151791
"x22_80","PoCG_L -- GP_L","-0.02261284364902788","0.011326890538600759",1.0,"1.0",0.0,"0.0",0.0,"0.0",-63.13126277729075
"x28_62","SMG_L -- subcallosal_ACC_L","-7.122559127896795e-5","3.585316981828598e-5",1.0,"1.0",0.0,"0.0",0.0,"0.0",-62.82152938647248
"x64_74","subgenual_ACC_L -- Hippo_L","-0.00026818640057643396","0.0001351191744021305",1.0,"1.0",0.0,"0.0",0.0,"0.0",-62.765323060651646
"x0_30","SFG_L -- AG_L","-0.03125854012987043","0.01590037224766167",1.0,"1.0",0.0,"0.0",0.0,"0.0",-62.16721319634689
"x50_54","SOG_L -- IOG_L","-0.08016963464464016","0.04102935444227095",1.0,"1.0",0.0,"0.0",0.0,"0.0",-61.78957678149966
