"lesion","lesion_name","mean","std","right_p","right_p_adj","both_p","both_p_adj","left_p","left_p_adj","t"
"x38","MTG_L","-1.090563079037242","3.820852096598688",1.0,"1.0",8.958454716968771e-19,"1.1500718893405855e-18",4.479227358484386e-19,"1.1500718893405855e-18",-9.025900963070262
"x78","Put_L","0.11866985271566483","2.9296355009649906",0.10025703378431278,"0.21165373798910475",0.20051406756862555,"0.23230288315877348",0.8997429662156873,"1.0",1.280934177834102
"x170","LV_frontal_L","0.07239194506795048","1.0013386452402044",0.011226348152062714,"0.024238706237408134",0.022452696304125427,"0.02633340924557921",0.9887736518479373,"1.0",2.2861739307944258
"x76","Caud_L","0.12377588345563016","1.6338466853723597",0.008386889910944939,"0.018529175384645796",0.016773779821889878,"0.01991886353849423",0.9916131100890551,"1.0",2.395657527867369
"x174","LV_temporal_L","0.1920311047455646","1.8356869914989682",0.00048648878036378887,"0.001100391288918094",0.0009729775607275777,"0.001170036307204049",0.9995135112196363,"1.0",3.308056740645559
"x110","ML_L","0.004291268759955637","0.019649959176757933",4.430035849937629e-12,"1.0264717213270114e-11",8.860071699875257e-12,"1.0791112967796786e-11",0.99999999999557,"1.0",6.9059600639970045
"x171","LV_body_L","0.33084543071860134","1.3474331728029934",1.0111037729027175e-14,"2.401371460643954e-14",2.022207545805435e-14,"2.4949313876820304e-14",0.9999999999999899,"1.0",7.764578872240558
"x136","EC_L","0.793921572646199","3.175607488965771",3.504603267897404e-15,"8.53685411410906e-15",7.009206535794808e-15,"8.76150816974351e-15",0.9999999999999964,"1.0",7.9058903275305985
"x32","PrCu_L","0.5348919456138107","2.035684136631041",1.5590013289948348e-16,"3.897503322487087e-16",3.1180026579896696e-16,"3.949470033453581e-16",0.9999999999999998,"1.0",8.309132147671328
"x18","MFOG_L","0.22988205970954023","0.7912590278634752",1.1349976987900078e-19,"2.914183280677047e-19",2.2699953975800157e-19,"2.9541035995904317e-19",1.0,"1.0",9.187268344423888
"x66","dorsal_ACC_L","0.7165631732115629","1.8976578513197495",4.049297353917348e-31,"1.068564579505967e-30",8.098594707834696e-31,"1.1483082048422331e-30",1.0,"1.0",11.94088656798902
"x20","RG_L","0.09459794936669418","0.2408821169702965",2.4663599345708063e-33,"6.694405536692189e-33",4.9327198691416126e-33,"7.100127084370503e-33",1.0,"1.0",12.418729366154004
"x68","PCC_L","0.4831234190393027","1.0425957984391516",1.7372810473758755e-44,"4.854167632373769e-44",3.474562094751751e-44,"5.239419031768513e-44",1.0,"1.0",14.653525339535673
"x154","SLF_L","1.42284156182593","2.7626265645738513",2.261952091971325e-53,"6.511680264765935e-53",4.52390418394265e-53,"6.9317886689443825e-53",1.0,"1.0",16.286747338995788
"x124","BCC_L","1.1450803046272042","2.0474155126182443",2.0885395360870768e-61,"6.200351747758509e-61",4.1770790721741535e-61,"6.61370853094241e-61",1.0,"1.0",17.68601363086665
"x126","SCC_L","0.6453612118466237","0.9980843412640997",3.347961190832629e-78,"1.0259881068680636e-77",6.695922381665258e-78,"1.135915404032499e-77",1.0,"1.0",20.447283446777956
"x62","subcallosal_ACC_L","0.02563493205956983","0.03686280763795017",5.0080720191176025e-88,"1.585889472720574e-87",1.0016144038235205e-87,"1.730061242967899e-87",1.0,"1.0",21.990938337658218
"x134","RLIC_L","1.9153318640795662","2.6346194409975974",1.635876342334926e-94,"5.358905259373034e-94",3.271752684669852e-94,"5.755861204511777e-94",1.0,"1.0",22.989320853466648
"x4","SFG_pole_L","0.06135745256844827","0.07653019773698617",3.4341252246817084e-110,"1.1651496298027226e-109",6.868250449363417e-110,"1.2547765244029318e-109",1.0,"1.0",25.353299387631495
"x82","Thal_L","1.7776192739855163","2.065388947808003",8.813914004362422e-123,"3.101191964497889e-122",1.7627828008724844e-122,"3.4176401241405306e-122",1.0,"1.0",27.216789962854424
"x30","AG_L","3.2154307690798993","3.3935605751081863",1.5035403366934138e-141,"5.493705076379781e-141",3.0070806733868276e-141,"5.951513832744763e-141",1.0,"1.0",29.962880178012558
"x144","Fx_L","0.3755726309430235","0.3868037771362808",1.2174509823721472e-146,"4.626313733014159e-146",2.4349019647442945e-146,"4.921610354270383e-146",1.0,"1.0",30.70458487749829
"x173","LV_occipital_L","2.5974084843357628","2.5020844681934946",3.1867670748852827e-161,"1.2614286338087579e-160",6.373534149770565e-161,"1.316273357017834e-160",1.0,"1.0",32.82753611542581
"x122","GCC_L","1.2991320189610993","1.2363248544859045",5.5760984627239e-164,"2.3031711041685672e-163",1.11521969254478e-163,"2.3543526842612025e-163",1.0,"1.0",33.229261275980974
"x88","NucAccumbens_L","0.10993809709222709","0.10183503859747711",3.233635300689686e-170,"1.39634251620691e-169",6.467270601379372e-170,"1.39634251620691e-169",1.0,"1.0",34.139014746225556
"x80","GP_L","2.7337647906632516","2.519775074374866",2.2408541306062572e-171,"1.0137197257504496e-170",4.4817082612125145e-171,"9.90144848407416e-171",1.0,"1.0",34.308313522047264
"x0","SFG_L","3.625205709218576","2.9808627564103864",1.374748347396541e-199,"6.530054650133571e-199",2.749496694793082e-199,"6.530054650133571e-199",1.0,"1.0",38.45835237842963
"x54","IOG_L","3.394603761259707","2.777384169897126",7.004502582139199e-201,"3.502251291069599e-200",1.4009005164278397e-200,"3.4124499759139684e-200",1.0,"1.0",38.650323407556314
"x140","CGH_L","0.19997153186342015","0.14621160922253673",1.9842697318039285e-231,"1.0472534695631844e-230",3.968539463607857e-231,"1.0771749972649899e-230",1.0,"1.0",43.25002038099936
"x120","PCR_L","4.135866834966778","3.008697954315686",7.254004364244065e-233,"4.0537083211952126e-232",1.450800872848813e-232,"4.0537083211952126e-232",1.0,"1.0",43.469831456117184
"x34","STG_L","4.113983763483845","2.6514469108568095",1.1846994817450038e-268,"7.034153172860961e-268",2.3693989634900077e-268,"7.761824190743129e-268",1.0,"1.0",49.06588510707304
"x26","SPG_L","3.5204032992520684","2.2132535498074253",2.5314086970543834e-276,"1.6032255081344428e-275",5.062817394108767e-276,"1.7813616757049366e-275",1.0,"1.0",50.29921993788967
"x152","SFO_L","6.86845474039663","3.749417497082928",6.03e-322,"4.09e-321",1.206e-321,"4.58e-321",1.0,"1.0",57.928894294466126
"x70","Ins_L","5.917844746045133","2.884176005841105",0.0,"0.0",0.0,"0.0",1.0,"1.0",64.88462631567404
"x183","PSTG_L","6.799476302477012","3.2515319423667317",0.0,"0.0",0.0,"0.0",1.0,"1.0",66.12831241792
"x6","MFG_L","5.252977968137527","2.3073770337846105",0.0,"0.0",0.0,"0.0",1.0,"1.0",71.99245998713806
"x14","IFG_triangularis_L","6.5679155606686805","2.83989818876316",0.0,"0.0",0.0,"0.0",1.0,"1.0",73.13491988394297
"x172","LV_atrium_L","4.040498886539055","1.6983646780119162",0.0,"0.0",0.0,"0.0",1.0,"1.0",75.23224858747338
