"coef","pvalue","tscore","edge","edge_name","cor_coef","pvalue_adj"
10.590441345682061,0.0006926107563795795,4.4193028648427894,"x16_86","LFOG_L -- Mynert_L",0.7748366355206203,"1.0"
2632.7992866473587,0.0009557890808232888,4.245141828307836,"x86_112","Mynert_L -- Pons_L",0.7621890471449491,"1.0"
54.04658773780189,0.0017839790845578212,3.91236043139608,"x88_92","NucAccumbens_L -- Snigra_L",0.7353520017773056,"1.0"
11.251353662608729,0.002061572160241023,3.835991208871251,"x86_168","Mynert_L -- OpticTract_L",0.7286542544974142,"1.0"
249.31375237110487,0.0025050815903964138,3.733469961501684,"x88_112","NucAccumbens_L -- Pons_L",0.7193223508743477,"1.0"
96.8415709136838,0.0029720791697115958,3.6438419976381957,"x82_88","Thal_L -- NucAccumbens_L",0.7108317477373488,"1.0"
107.38584862349681,0.0030445716907382264,3.6312277065968455,"x110_158","ML_L -- AnsaLenticularis_L",0.7096111626951844,"1.0"
52.1867450658267,0.0031704737963278895,3.610028097160431,"x88_98","NucAccumbens_L -- Midbrain_L",0.7075453611231496,"1.0"
21.93432617503685,0.0031859421765610277,3.6074826767294543,"x92_158","Snigra_L -- AnsaLenticularis_L",0.7072960945944061,"1.0"
39.382875470777265,0.003371145772667247,3.5779447920993643,"x98_158","Midbrain_L -- AnsaLenticularis_L",0.7043841380128639,"1.0"
96.31771599298223,0.003406250901469543,3.572531969870218,"x102_158","SCP_L -- AnsaLenticularis_L",0.7038466311961497,"1.0"
62.505609913069,0.003647745825257806,3.5367622528543246,"x112_158","Pons_L -- AnsaLenticularis_L",0.7002640196017499,"1.0"
7.0180710509020185,0.0036508968893203477,3.5363115564205465,"x86_96","Mynert_L -- CP_L",0.700218537971936,"1.0"
358.63703376257695,0.0037362330812753812,3.524253483604463,"x88_124","NucAccumbens_L -- BCC_L",0.6989985373761975,"1.0"
39.30364543488912,0.004324981592359926,3.4479650134195183,"x16_130","LFOG_L -- ALIC_L",0.6911364756175941,"1.0"
219.7312235781618,0.004499561152748774,3.427355301445232,"x88_102","NucAccumbens_L -- SCP_L",0.6889693737878972,"1.0"
159.0119361065539,0.004902328204703309,3.382731785976508,"x158_180","AnsaLenticularis_L -- III_and_IV_ventricle",0.6842131659020215,"1.0"
505.3436745350119,0.005125088326697929,3.3596141981732326,"x18_124","MFOG_L -- BCC_L",0.6817142998219833,"1.0"
6620.722152169771,0.0051385857383914775,3.358246175661186,"x64_102","subgenual_ACC_L -- SCP_L",0.6815656724267288,"1.0"
181.65473123629667,0.005269630903041173,3.3451492319210896,"x88_110","NucAccumbens_L -- ML_L",0.6801384901024313,"1.0"
987.4954888309876,0.005381081608506981,3.334266096441072,"x86_92","Mynert_L -- Snigra_L",0.6789466344613081,"1.0"
3847.633207407532,0.005884760233576486,3.287753534658827,"x92_166","Snigra_L -- Mammillary_L",0.6737918090803561,"1.0"
1363.9753548539325,0.005930393616687418,3.283739086238352,"x16_164","LFOG_L -- OlfactoryRadiation_L",0.6733422261493326,"1.0"
192.8484618291399,0.0061187997707589335,3.267486755121261,"x16_88","LFOG_L -- NucAccumbens_L",0.6715144498084966,"1.0"
18.476150857116487,0.006155980885977329,3.264338863013425,"x90_158","RedNc_L -- AnsaLenticularis_L",0.6711590061287891,"1.0"
-14.657925253591904,0.006419300266318207,-3.242576749503289,"x72_158","Amyg_L -- AnsaLenticularis_L",-0.6686890326017564,"1.0"
33.08178822985066,0.00670827684448169,3.2197015388749617,"x86_130","Mynert_L -- ALIC_L",0.6660686403938826,"1.0"
39.46027642547883,0.006714751075665703,3.219200431051551,"x88_90","NucAccumbens_L -- RedNc_L",0.6660109598121269,"1.0"
15.992474313612389,0.007140588432339106,3.1872604898237626,"x6_12","MFG_L -- IFG_orbitalis_L",0.6623097255434348,"1.0"
1398.3564869825957,0.0072201378764640296,3.181505858886752,"x86_90","Mynert_L -- RedNc_L",0.6616376663128416,"1.0"
208.0847213483263,0.007512255827404905,3.160904785781774,"x88_180","NucAccumbens_L -- III_and_IV_ventricle",0.659218626129418,"1.0"
102.59020232000087,0.007601561951742179,3.1547663084644624,"x86_132","Mynert_L -- PLIC_L",0.6584938430970922,"1.0"
129.9625479096477,0.008720340231205185,3.0834401596138576,"x16_76","LFOG_L -- Caud_L",0.6499364579669458,"1.0"
89.26588772134646,0.00966338270785699,3.030076803323805,"x8_66","MFG_DPFC_L -- dorsal_ACC_L",0.6433680625748505,"1.0"
-14.911527199116684,0.010990398429366065,-2.963158462288585,"x95_112","cerebellum_L -- Pons_L",-0.634925643648977,"1.0"
37.67860858122276,0.01118553878762034,2.954000414843121,"x86_124","Mynert_L -- BCC_L",0.6337522007671642,"1.0"
19218.343925167126,0.012428752345635164,2.899125918996339,"x18_90","MFOG_L -- RedNc_L",0.6266285263375447,"1.0"
1275.8395866409319,0.012428752345635164,2.899125918996339,"x88_108","NucAccumbens_L -- ICP_L",0.6266285263375445,"1.0"
4752.387375478427,0.012428752345635164,2.899125918996339,"x64_110","subgenual_ACC_L -- ML_L",0.6266285263375446,"1.0"
34458.109760278116,0.012428752345635164,2.899125918996339,"x18_112","MFOG_L -- Pons_L",0.6266285263375445,"1.0"
8736.359004752261,0.012428752345635164,2.8991259189963388,"x70_164","Ins_L -- OlfactoryRadiation_L",0.6266285263375445,"1.0"
1431.8136904706428,0.012428752345635164,2.899125918996339,"x124_164","BCC_L -- OlfactoryRadiation_L",0.6266285263375445,"1.0"
