"real_mean","perm_mean","real_std","perm_std","real_vs_perm_right_p","real_vs_perm_both_p","real_vs_perm_left_p","real_vs_perm_t"
0.3471190317084876,-1.641362082499088,0.2785731935366409,1.833976386354135,1.0451795848282776e-168,2.0903591696565551e-168,1.0,33.918668419556234
