"real_mean","perm_mean","real_std","perm_std","real_vs_perm_right_p","real_vs_perm_both_p","real_vs_perm_left_p","real_vs_perm_t"
0.3349507237191091,-4.412668396718153,0.4226251703486334,5.404131204774159,8.187357871629465e-127,1.637471574325893e-126,1.0,27.809155630543817
