"real_mean","perm_mean","real_std","perm_std","real_vs_perm_right_p","real_vs_perm_both_p","real_vs_perm_left_p","real_vs_perm_t"
0.1448270081959011,-0.5854143627676183,0.3478653529976469,0.7343685101404512,5.976882933412497e-158,1.1953765866824994e-157,1.0,32.35085782623034
