"predictor","real_mean","perm_mean","real_std","perm_std","real_vs_perm_right_p","real_vs_perm_both_p","real_vs_perm_left_p","real_vs_perm_t","real_vs_perm_right_padj","real_vs_perm_both_padj","real_vs_perm_left_padj"
"ENT_L_to_IFG_opercularis_L",0.0,0.0,0.0,0.0,NaN,1.0,NaN,NaN,"1.0","1.0","1.0"
"FuG_L_to_IFG_opercularis_L",-0.0029197558393630556,0.000844871766819072,0.0051649799118822295,0.020929022956206418,0.9999999870534727,2.5893054603670597e-8,1.2946527301835299e-8,-5.612038059831903,"1.0","3.59722302212068e-8","3.05231338437347e-8"
"SOG_L_to_IFG_opercularis_L",-0.002769740040694056,0.00014048971722275378,0.0010800782952044379,0.003824222954306795,1.0,5.283996995621936e-96,2.641998497810968e-96,-23.26272911000797,"1.0","5.361702833792847e-95","4.272606945678675e-95"
"MOG_L_to_IFG_opercularis_L",-0.014333461209695404,0.0012613435391970141,0.00607908720197601,0.024988731045931106,1.0,8.150287365627792e-72,4.075143682813896e-72,-19.46760042473191,"1.0","4.712596325935623e-71","4.016927344487983e-71"
"IOG_L_to_IFG_opercularis_L",-0.026609893724948323,0.003850465352397922,0.013772808654593264,0.07920521137067443,1.0,1.2550194033190352e-31,6.275097016595176e-32,-12.117142580308263,"1.0","2.8485637772701786e-31","2.3965776428693752e-31"
"Cu_L_to_IFG_opercularis_L",-0.0004592166370762792,5.5947920416071753e-5,0.0005017421009770723,0.0014589984492115484,1.0,1.1270524021578945e-24,5.635262010789472e-25,-10.533346888631744,"1.0","2.1808077129707147e-24","1.834118295964498e-24"
"LG_L_to_IFG_opercularis_L",-0.0027754546895652735,0.00030200329212729264,0.0018202435825466305,0.005817025005112463,1.0,2.170567980022606e-51,1.085283990011303e-51,-15.98548434508527,"1.0","7.693622805902045e-51","6.607464292127639e-51"
"rostral_ACC_L_to_IFG_opercularis_L",0.0011967907710493332,0.00031737646282507375,0.0006470217008127211,0.002250537965526898,1.1033176071082978e-31,2.2066352142165955e-31,1.0,12.06399664410808,"6.139428620199398e-31","4.96492923198734e-31","1.0"
"subcallosal_ACC_L_to_IFG_opercularis_L",1.477022287946196e-5,8.405253488949151e-6,1.711921010691879e-5,5.655758274729105e-5,0.0002687219091065873,0.0005374438182131746,0.9997312780908933,3.4726422056017645,"0.000766190567287377","0.0006423260413979628","1.0"
"subgenual_ACC_L_to_IFG_opercularis_L",1.7281459123508762e-5,8.158960328126693e-6,2.0717550901910087e-5,6.760152639812862e-5,1.7080722036926385e-5,3.416144407385277e-5,0.999982919277963,4.162707785882831,"5.26147241316036e-5","4.3118408068826366e-5","1.0"
"dorsal_ACC_L_to_IFG_opercularis_L",-0.006242104274489732,-0.00034823262656201963,0.00946998455271207,0.03280134788569272,0.9999999777126781,4.45746437794536e-8,2.22873218897268e-8,-5.514347127561281,"1.0","6.151300841564595e-8","5.207083105161905e-8"
"PCC_L_to_IFG_opercularis_L",-0.0044994950813093655,-0.0008789130897940936,0.003048771729075829,0.010053371297745861,1.0,1.0529726145697134e-26,5.264863072848567e-27,-11.013471219726162,"1.0","2.1244184329038078e-26","1.7924780527625878e-26"
"Ins_L_to_IFG_opercularis_L",-0.05502427262822771,0.0012795726462120926,0.025937738788842896,0.07484239914408636,1.0,1.8235321274647123e-92,9.117660637323562e-93,-22.721928526535848,"1.0","1.7638838803046514e-91","1.4298149635802858e-91"
"Amyg_L_to_IFG_opercularis_L",-0.0004480924187482432,7.476789453866428e-6,0.0001627675719525428,0.0006497113018831721,1.0,1.193797074219447e-86,5.968985371097235e-87,-21.823823078613135,"1.0","1.0296499765142731e-85","8.580416470952276e-86"
"Hippo_L_to_IFG_opercularis_L",-0.00019955368603609224,4.514657551904151e-5,0.0003693001559530623,0.001307573391593695,0.9999999934599635,1.3080072961870199e-8,6.540036480935099e-9,-5.732760898592976,"1.0","1.8245115250048053e-8","1.5454195793990473e-8"
"Caud_L_to_IFG_opercularis_L",0.00032224962320434635,0.00028634091538228646,0.0017588693846664625,0.006705477047173894,0.434262187365362,0.868524374730724,0.565737812634638,0.16557569675975897,"1.0","0.8847664644156489","1.0"
"Put_L_to_IFG_opercularis_L",-0.03489862084944953,-0.004264083817151257,0.030108484725277107,0.09149275056839629,1.0,2.4797834967567733e-22,1.2398917483783867e-22,-9.956908852684608,"1.0","4.624461115573442e-22","3.8421795196755395e-22"
"GP_L_to_IFG_opercularis_L",0.021137334486227732,0.0003185802673902076,0.014787737764488652,0.029199992279343615,2.059268383805279e-77,4.118536767610558e-77,1.0,20.32140055532011,"3.4376496407072e-76","2.767977632777226e-76","1.0"
"Thal_L_to_IFG_opercularis_L",0.01901043714191287,-0.00013156982754780795,0.02119463178886798,0.06270043637806863,1.8850070337812126e-19,3.770014067562425e-19,1.0,9.127911758473708,"8.409406379153255e-19","6.613499254113746e-19","1.0"
"PIns_L_to_IFG_opercularis_L",-0.00907909585496897,0.0009301402535504185,0.0073722540107548,0.029411884945701336,1.0,7.084608057734517e-24,3.542304028867258e-24,-10.339741035631976,"1.0","1.3578832110657824e-23","1.1350726532128832e-23"
"PSTG_L_to_IFG_opercularis_L",-0.04332925827725123,0.0014462348661042517,0.029071811908955348,0.11993894974835836,1.0,1.7802930278070098e-29,8.901465139035049e-30,-11.644451927902614,"1.0","3.8548185853143416e-29","3.1989640343407205e-29"
"PSMG_L_to_IFG_opercularis_L",-0.0665227408665591,0.003990486868783265,0.03136970284900861,0.1360310584365946,1.0,5.347044871864677e-52,2.6735224359323385e-52,-16.094903559706363,"1.0","1.941821558729804e-51","1.6569435456227367e-51"
"PSIG_L_to_IFG_opercularis_L",-0.021449024590245103,0.001219842286390398,0.008667755907069006,0.037779775353872905,1.0,6.071254006137605e-68,3.0356270030688027e-68,-18.832802724810517,"1.0","3.239045307398155e-67","2.8305170704290187e-67"
"IFG_triangularis_L_to_IFG_orbitalis_L",-0.09957809821772493,-0.01004950225536503,0.046381664113344614,0.16906247492370574,1.0,8.98867360428707e-53,4.494336802143535e-53,-16.233546103367935,"1.0","3.395356635196028e-52","2.907274118886599e-52"
"LFOG_L_to_IFG_orbitalis_L",0.013146935299203273,-0.003965280340337693,0.023149355624706883,0.08823860264324716,1.4907016641674997e-9,2.9814033283349994e-9,0.9999999985092983,5.986777854988104,"5.108861663620404e-9","4.198302646022755e-9","1.0"
"MFOG_L_to_IFG_orbitalis_L",0.001150156939568901,-9.901877010524504e-5,0.0005849733936597698,0.0014479701429464737,4.9108482916658817e-113,9.821696583331763e-113,1.0,25.776493477934363,"2.1178033257809113e-111","1.5639163021151347e-111","1.0"
"RG_L_to_IFG_orbitalis_L",0.006087596472162137,-0.002340041549159081,0.006187533997090343,0.022508284709389606,1.0226682528361922e-28,2.0453365056723844e-28,1.0,11.406221411391874,"5.345765867098278e-28","4.276612693678622e-28","1.0"
"PoCG_L_to_IFG_orbitalis_L",-0.012547291540077027,0.0007272723768971715,0.003956250198365135,0.012405232542148672,1.0,3.5529402885043106e-163,1.7764701442521553e-163,-33.15591890576607,"1.0","2.163113646236448e-161","1.3133189995007006e-161"
"PrCG_L_to_IFG_orbitalis_L",-0.014697877322266094,0.001235315651867817,0.0052828539459795695,0.024212908424704273,1.0,2.929398811899213e-79,1.4646994059496064e-79,-20.663401503330714,"1.0","2.0909846691832313e-78","1.7424872243193594e-78"
"SPG_L_to_IFG_orbitalis_L",0.0013431449682007374,0.00018260519824111435,0.0037494504164736556,0.011286842027067815,0.0010559732810966436,0.002111946562193287,0.9989440267189034,3.0820787940039778,"0.0029459092882345717","0.002483937149852332","1.0"
"SMG_L_to_IFG_orbitalis_L",-0.008559383721377118,0.0010198978334582964,0.004124094496569364,0.01970332294556741,1.0,1.5050656098165497e-46,7.525328049082749e-47,-15.098395075562859,"1.0","4.867946581750403e-46","4.121012979259601e-46"
"AG_L_to_IFG_orbitalis_L",-0.00811365522228837,0.0002125163652292589,0.005424607856189888,0.023619821576622884,1.0,1.9346530643351516e-26,9.673265321675758e-27,-10.951896818347624,"1.0","3.880554111602484e-26","3.2718397411550357e-26"
"PrCu_L_to_IFG_orbitalis_L",0.0023271234729984667,4.650876616046146e-5,0.003310335727039271,0.009414742498844938,8.953119123004476e-13,1.7906238246008951e-12,0.9999999999991047,7.140311243855324,"3.309456532967726e-12","2.725434791855774e-12","1.0"
"STG_L_to_IFG_orbitalis_L",-0.006629333030671347,0.002037865049103928,0.04314417116553943,0.14168630852677208,0.9684354311130379,0.06312913777392413,0.03156456888696207,-1.8603540653630313,"1.0","0.06980625811539688","0.06129329980864116"
"STG_L_pole_to_IFG_orbitalis_L",2.4148919409467907e-5,0.0016748004396881673,0.015239130782771088,0.05228858823702965,0.8337077735614226,0.3325844528771549,0.16629222643857744,-0.9693916437715496,"1.0","0.3519682093331854","0.3117979245723327"
"MTG_L_to_IFG_orbitalis_L",0.010855594830128152,0.002388723715947967,0.01784361293843349,0.052382812445486086,7.690675948039811e-7,1.5381351896079621e-6,0.9999992309324052,4.83535548326594,"2.487453001944126e-6","2.03576716271642e-6","1.0"
"MTG_L_pole_to_IFG_orbitalis_L",0.010779537244206631,0.001405237736307213,0.010814523572331865,0.03191246336414591,3.1511693562231044e-18,6.302338712446209e-18,1.0,8.792388680068708,"1.3421647257987297e-17","1.0746162384484062e-17","1.0"
"ITG_L_to_IFG_orbitalis_L",-0.010417025917286946,0.0006726003020009341,0.020806978146589224,0.06193836782937215,0.9999999280272698,1.4394546040475383e-7,7.197273020237692e-8,-5.298114682401024,"1.0","1.96548221001214e-7","1.6664826791825528e-7"
"PHG_L_to_IFG_orbitalis_L",7.52302299019981e-5,7.016282975096859e-5,0.0003583217190922833,0.0016273788566068476,0.46192666974522184,0.9238533394904437,0.5380733302547782,0.09560516149508863,"1.0","0.9402047260300975","0.9685319944586008"
"ENT_L_to_IFG_orbitalis_L",0.0,0.0,0.0,0.0,NaN,1.0,NaN,NaN,"1.0","1.0","1.0"
"FuG_L_to_IFG_orbitalis_L",-0.017122887410952987,0.004746312453468026,0.019723229670004557,0.06741094658786602,1.0,7.7675071502063405e-22,3.8837535751031703e-22,-9.83145545726412,"1.0","1.4330427630059826e-21","1.185747772929729e-21"
"SOG_L_to_IFG_orbitalis_L",-0.0013145409134578988,5.903329727054491e-5,0.0064242511719361725,0.019337637858513054,0.9823354260780963,0.03532914784380721,0.017664573921903605,-2.1074286600429177,"1.0","0.03965907594180094","0.03469228464738184"
"MOG_L_to_IFG_orbitalis_L",-0.010104903120941106,0.001507956701753476,0.01001625867775065,0.029989552838177627,1.0,2.3129127415209085e-29,1.1564563707604542e-29,-11.61908765921799,"1.0","4.9768496621084e-29","4.11316956610677e-29"
"IOG_L_to_IFG_orbitalis_L",-0.01140585021985699,0.0033079090134723187,0.012539355812902135,0.043042343129004436,1.0,3.393473946743813e-24,1.6967369733719063e-24,-10.417601028152522,"1.0","6.5283374254272236e-24","5.470787437507548e-24"
"Cu_L_to_IFG_orbitalis_L",-0.0029611710765370764,-9.029483069368707e-5,0.004384945045518918,0.014396056065186753,0.9999999990012433,1.99751346411284e-9,9.9875673205642e-10,-6.053954309923394,"1.0","2.832091007338068e-9","2.4039842271590575e-9"
"LG_L_to_IFG_orbitalis_L",-0.07127144655053291,0.0038544995171634023,0.04636532776430874,0.13710722236943257,1.0,4.6897891535480934e-54,2.3448945767740467e-54,-16.461675522503125,"1.0","1.8386105204251048e-53","1.5557473634366272e-53"
"rostral_ACC_L_to_IFG_orbitalis_L",0.002200401158353346,0.0005320595753952693,0.0021067205873651776,0.007608214945049254,4.248976780277742e-12,8.497953560555485e-12,0.999999999995751,6.9121637000088265,"1.537654184471141e-11","1.2783985370893787e-11","1.0"
"subcallosal_ACC_L_to_IFG_orbitalis_L",0.00010731372003388842,1.5178775238161812e-5,5.959102035366362e-5,0.0002499350587209196,4.591753372367335e-28,9.18350674473467e-28,1.0,11.257789769392842,"2.341115635665119e-27","1.8858987065080125e-27","1.0"
"subgenual_ACC_L_to_IFG_orbitalis_L",7.64710893067077e-5,8.680856407019189e-6,3.0487616995376615e-5,9.840221731843431e-5,7.717647690432174e-82,1.5435295380864349e-81,1.0,21.02371444748556,"1.4263866713566608e-80","1.166097132787927e-80","1.0"
"dorsal_ACC_L_to_IFG_orbitalis_L",-0.013688092610713878,-0.0012628949509172378,0.007004567447774347,0.018601633968630304,1.0,3.6493597455997625e-74,1.8246798727998813e-74,-19.84819810262613,"1.0","2.234962921121748e-73","1.888543668347877e-73"
"PCC_L_to_IFG_orbitalis_L",-0.0016289356159952114,-0.0002018869558777167,0.002916080428338037,0.009720344373121966,0.9999954292636695,9.141472661156062e-6,4.570736330578031e-6,-4.45961174664654,"1.0","1.1753321992914937e-5","9.917635434273086e-6"
"Ins_L_to_IFG_orbitalis_L",-0.04183910189391287,-0.0021379473231819906,0.030899920762171938,0.12909497568795522,1.0,2.294049640643597e-20,1.1470248203217985e-20,-9.451624273378375,"1.0","4.10076231099503e-20","3.391916254380176e-20"
"Amyg_L_to_IFG_orbitalis_L",-0.000396705559512918,7.216460035296314e-6,0.00027087636492299457,0.0008841281469456057,1.0,4.645300460566191e-39,2.3226502302830953e-39,-13.65719397185002,"1.0","1.2391458702798988e-38","1.0406679603216466e-38"
"Hippo_L_to_IFG_orbitalis_L",-0.010373612931842593,0.0018252967399956907,0.014323503130835876,0.04699217751608487,0.9999999999999929,1.4121696746135941e-14,7.060848373067971e-15,-7.8127112834505,"1.0","2.2625319090171362e-14","1.9130832633835997e-14"
"Caud_L_to_IFG_orbitalis_L",-0.07343746203277902,0.01401921086364965,0.05602485891423761,0.2080359373982867,1.0,3.464521084774065e-35,1.7322605423870325e-35,-12.870855725032042,"1.0","8.557945877663859e-35","7.171558645482314e-35"
"Put_L_to_IFG_orbitalis_L",-0.21324124245829698,0.0022093330068190323,0.07236420028597064,0.27146589259264065,1.0,2.187426286332042e-101,1.093713143166021e-101,-24.078653528851707,"1.0","2.5155402292818484e-100","2.021416255672914e-100"
"GP_L_to_IFG_orbitalis_L",-0.029601134771768515,0.0023822041985767013,0.029084377018881242,0.1053120497149243,1.0,1.5962116382364553e-19,7.981058191182276e-20,-9.22828623237859,"1.0","2.819247518045616e-19","2.3203357381667574e-19"
"Thal_L_to_IFG_orbitalis_L",-0.10600969506967294,0.018246464904509818,0.07415991107739406,0.21004794308447125,1.0,1.8502112427905867e-61,9.251056213952934e-62,-17.74622876821408,"1.0","8.587303301741064e-61","7.309040596520066e-61"
"PIns_L_to_IFG_orbitalis_L",0.03029841195167711,0.0015606755951274223,0.04137748060341398,0.13479020186303778,6.424905901197175e-11,1.284981180239435e-10,0.999999999935751,6.497664686023357,"2.2695486715833023e-10","1.8679150583536731e-10","1.0"
"PSTG_L_to_IFG_orbitalis_L",-0.005702705308052679,-3.280198503424808e-5,0.005414601791894727,0.01876950052174596,1.0,3.251066424647433e-19,1.6255332123237165e-19,-9.14527239748979,"1.0","5.712824702054488e-19","4.6995164099302975e-19"
"PSMG_L_to_IFG_orbitalis_L",-0.017681210652730175,0.006412011091933868,0.02675176404452446,0.09005525540539222,0.9999999999999991,1.7462791163448874e-15,8.731395581724437e-16,-8.088039140679642,"1.0","2.8643405474119783e-15","2.4034559646502105e-15"
"PSIG_L_to_IFG_orbitalis_L",-0.00012502173959777387,0.0035096584720209468,0.010809144094373667,0.033715118502274294,0.9993837929073895,0.0012324141852209022,0.0006162070926104511,-3.240545850333433,"1.0","0.0014561058010315454","0.0012529947757403083"
"LFOG_L_to_IFG_triangularis_L",0.0015478509057155784,-4.818629063901842e-5,0.0009209596389259037,0.003071335512525114,6.6586030918433296e-52,1.3317206183686659e-51,1.0,16.023686552495455,"5.743045166714872e-51","4.785870972262393e-51","1.0"
"MFOG_L_to_IFG_triangularis_L",2.8186950225030172e-5,-6.053768869821211e-6,0.00012089107862085774,0.00047965072886896706,0.014190961823506137,0.028381923647012273,0.9858090381764939,2.195155121318229,"0.03756431070928095","0.03206909495049968","1.0"
"RG_L_to_IFG_triangularis_L",-0.0014987867911122619,1.8718132215757947e-5,0.000948513620198654,0.002506663138553559,1.0,3.246263146133325e-62,1.6231315730666625e-62,-17.874572720231146,"1.0","1.5483328830635906e-61","1.3227883292314927e-61"
"PoCG_L_to_IFG_triangularis_L",-0.08568274147210875,-0.0009143138388842091,0.02719653382579821,0.07935032656451889,1.0,5.472733494547329e-160,2.7363667472736644e-160,-32.69151578503138,"1.0","2.9811995615034133e-158","1.8880930556188283e-158"
"PrCG_L_to_IFG_triangularis_L",-0.060506576155652365,0.0017126919634019877,0.019052067710961042,0.07778352976193964,1.0,3.243733766030616e-105,1.621866883015308e-105,-24.654563663967746,"1.0","4.249701832710997e-104","3.291435733178125e-104"
"SPG_L_to_IFG_triangularis_L",-0.00136107098043178,0.00024209340296740277,0.003350671708916284,0.010682362524466929,0.9999967154379656,6.569124068802626e-6,3.284562034401313e-6,-4.531346213015437,"1.0","8.48819402148654e-6","7.171986720686412e-6"
"SMG_L_to_IFG_triangularis_L",-0.0854749507154429,0.0010766900219953363,0.026161382375545952,0.11056065084623636,1.0,1.0300110200941764e-101,5.150055100470882e-102,-24.127987801279904,"1.0","1.1978218042668231e-100","9.691467325431569e-101"
"AG_L_to_IFG_triangularis_L",-0.05532478342677737,0.0014618021880304327,0.022806920371906087,0.10102523030828613,1.0,7.06336488626993e-59,3.531682443134965e-59,-17.304142813231525,"1.0","2.9839112886895418e-58","2.538396756003256e-58"
"PrCu_L_to_IFG_triangularis_L",0.003962138908109289,-9.835218251653164e-5,0.0033768651788591594,0.008979183522707278,1.2010829613997401e-37,2.4021659227994802e-37,1.0,13.313199584292772,"7.580005274687384e-37","6.1846809206404524e-37","1.0"
"STG_L_to_IFG_triangularis_L",0.03569038662096467,0.0016599005111665656,0.01879374453872972,0.04394895105018715,8.188349451646538e-91,1.6376698903293075e-90,1.0,22.42162928465081,"2.0178432577271826e-89","1.5408984877189392e-89","1.0"
"STG_L_pole_to_IFG_triangularis_L",0.007736927907726883,0.0005557483642195162,0.005206398908827503,0.014352998133809847,3.10063130268974e-46,6.20126260537948e-46,1.0,14.983441958765592,"2.4128972919427677e-45","1.9809588878295562e-45","1.0"
"MTG_L_to_IFG_triangularis_L",0.02173802373995887,0.0006504753436842834,0.011547413412036005,0.02432202278946622,3.743104259569888e-105,7.486208519139776e-105,1.0,24.600075912233958,"1.2913709695516115e-103","9.565710885567493e-104","1.0"
"MTG_L_pole_to_IFG_triangularis_L",0.0033122994918335794,0.00016781248981118088,0.0023580860424231406,0.006406317562276414,6.973007846774241e-44,1.3946015693548482e-43,1.0,14.538541502813004,"5.082438817895309e-43","4.220504749363356e-43","1.0"
"ITG_L_to_IFG_triangularis_L",0.0031121665836283765,0.00042248144711210444,0.014214840104148642,0.047611491667772586,0.04106321799041771,0.08212643598083542,0.9589367820095822,1.740230750951719,"0.10416772210804492","0.08985291885852502","1.0"
"PHG_L_to_IFG_triangularis_L",0.00011740625555600589,5.5820506555251884e-5,0.00019136761559949603,0.0006498164724401964,0.001955818739409344,0.003911637478818688,0.9980441812605907,2.8919480405468785,"0.005383703178959231","0.004548926730985778","1.0"
"ENT_L_to_IFG_triangularis_L",0.0,0.0,0.0,0.0,NaN,1.0,NaN,NaN,"1.0","1.0","1.0"
"FuG_L_to_IFG_triangularis_L",0.005949034704385997,0.0011798739911481355,0.007011914122011833,0.024247363929027155,1.173080408163466e-9,2.346160816326932e-9,0.9999999988269196,6.0270488340797455,"4.033681802156769e-9","3.321855601776162e-9","1.0"
"SOG_L_to_IFG_triangularis_L",-9.979142522253826e-5,0.00033515463291249357,0.0045894447151350794,0.013992109136816335,0.8219958870586714,0.356008225882657,0.1780041129413285,-0.9234259953121869,"1.0","0.3759882793760714","0.33315417159905064"
"MOG_L_to_IFG_triangularis_L",0.0017651028611611517,0.0011040129778782932,0.005282690772636882,0.01678840584734236,0.11786902468805426,0.2357380493761085,0.8821309753119457,1.1864212741538143,"0.28908635201928","0.25179451094352145","1.0"
"IOG_L_to_IFG_triangularis_L",-0.006941154241181075,0.0026388470845674222,0.007466548926095911,0.03548562430056074,0.9999999999999999,1.9622762159879985e-16,9.811381079939992e-17,-8.367715664815503,"1.0","3.2704603599799975e-16","2.744534977766998e-16"
"Cu_L_to_IFG_triangularis_L",0.0014149433549007315,8.787731268061848e-5,0.002988966822165718,0.009738312402153641,2.186538607470415e-5,4.37307721494083e-5,0.9999781346139254,4.105005565903863,"6.636561462556831e-5","5.466346518676037e-5","1.0"
"LG_L_to_IFG_triangularis_L",0.00807328521659586,0.0009097260826810262,0.008493055828152284,0.025772587084974236,1.203449488159753e-16,2.406898976319506e-16,0.9999999999999999,8.341921507812836,"4.913345030217496e-16","3.992212244376104e-16","1.0"
"rostral_ACC_L_to_IFG_triangularis_L",0.003204626952723706,0.0009333753961555464,0.002138444006542069,0.007324109705885628,2.041697760902267e-21,4.083395521804534e-21,1.0,9.64677776313326,"9.268233256727396e-21","7.37576678022285e-21","1.0"
"subcallosal_ACC_L_to_IFG_triangularis_L",3.115122780876406e-5,1.1597390989404526e-5,2.3778161863681094e-5,8.008489762009003e-5,4.18914853687416e-14,8.37829707374832e-14,0.999999999999958,7.571467574698501,"1.605840272468428e-13","1.319868717097338e-13","1.0"
"subgenual_ACC_L_to_IFG_triangularis_L",7.423256770241048e-5,8.385426975441694e-6,4.4714170059486444e-5,0.00014455644282363613,8.163491908775779e-40,1.6326983817551558e-39,1.0,13.747371507904525,"5.4161629010147e-39","4.400632357074444e-39","1.0"
"dorsal_ACC_L_to_IFG_triangularis_L",0.00024098182479918593,0.0007782208622033055,0.00666752806449199,0.021817457474758085,0.7759779889430882,0.44804402211382355,0.22402201105691177,-0.7589792213263687,"1.0","0.4684096594826337","0.4162707027718199"
"PCC_L_to_IFG_triangularis_L",-0.0021366406368669615,-0.0009382244385630911,0.0037451970577583116,0.013641540624845955,0.9965827021369962,0.006834595726007558,0.003417297863003779,-2.710437716472697,"1.0","0.007886071991547181","0.006827998625885928"
"Ins_L_to_IFG_triangularis_L",-0.021198986704201637,0.0019299218775667736,0.03721889169795544,0.13953384445452538,0.9999998454439131,3.0911217388540956e-7,1.5455608694270478e-7,-5.152837103104903,"1.0","4.1549493502779076e-7","3.5157263733120757e-7"
"Amyg_L_to_IFG_triangularis_L",3.4711743632045075e-5,4.81842675177458e-6,0.0002602077735012995,0.0009081325712417355,0.1577690683625406,0.3155381367250812,0.8422309316374594,1.004173534890936,"0.38331217313434157","0.33461267572792935","1.0"
"Hippo_L_to_IFG_triangularis_L",0.0052336982127886705,0.0001476390121288422,0.004498677769179362,0.011540436205364876,8.666488189074732e-37,1.7332976378149464e-36,1.0,13.138598130519986,"5.4035031781279205e-36","4.418628214626773e-36","1.0"
"Caud_L_to_IFG_triangularis_L",-0.009797329199800498,0.0005962113908137648,0.0094715585910678,0.03416594277824226,1.0,9.51991825888252e-20,4.75995912944126e-20,-9.2882174870172,"1.0","1.6900712517913223e-19","1.3956254104735706e-19"
"Put_L_to_IFG_triangularis_L",-0.02737697628789491,-0.011186298134899898,0.06110138863388771,0.22397588569044682,0.9867915657439219,0.02641686851215632,0.01320843425607816,-2.223326359801622,"1.0","0.02991406882941115","0.026089178349314686"
"GP_L_to_IFG_triangularis_L",0.035934161705241836,-0.0002332357275323135,0.023714387159027944,0.052912798599497775,7.985480084300822e-74,1.5970960168601643e-73,1.0,19.744637180756683,"1.1640805475001903e-72","9.610432427036453e-73","1.0"
"Thal_L_to_IFG_triangularis_L",0.00702724321968561,0.010631611521636785,0.03722724546396681,0.12952921511827054,0.8004429024062161,0.39911419518756786,0.19955709759378393,-0.8435654869042983,"1.0","0.4197999918893625","0.3714776906646877"
"PIns_L_to_IFG_triangularis_L",0.03769178064358694,0.00635342479448203,0.02554593007768926,0.07185021862304358,3.648734173268488e-36,7.297468346536976e-36,1.0,13.010576929055212,"2.2613412391214878e-35","1.8421657899184803e-35","1.0"
"PSTG_L_to_IFG_triangularis_L",-0.031342589312578634,-0.0031942599541692845,0.020667746883269538,0.07535173727496267,1.0,4.9012192251495743e-29,2.4506096125747871e-29,-11.546079292144537,"1.0","1.0480913012458284e-28","8.656590269675442e-29"
"PSMG_L_to_IFG_triangularis_L",-0.01087782548526335,0.0027197112797479922,0.022337667863318495,0.07900961577832924,0.9999999084370585,1.8312588293500567e-7,9.156294146750284e-8,-5.252736828110842,"1.0","2.487339748526652e-7","2.1059476537525652e-7"
"PSIG_L_to_IFG_triangularis_L",-0.00411179262523547,0.0020966106390580257,0.007714763809981217,0.03249230208809628,0.9999999977024823,4.595035323797168e-9,2.297517661898584e-9,-5.913463941012532,"1.0","6.444256856544808e-9","5.479103179873351e-9"
"MFOG_L_to_LFOG_L",0.038060701021937496,0.0011750118507279509,0.018105550227516875,0.06278910411513505,2.7113796318392114e-62,5.422759263678423e-62,1.0,17.836783381899995,"3.0838218889599824e-61","2.5745668981225536e-61","1.0"
"RG_L_to_LFOG_L",0.03880904230352118,-0.0009198306368314129,0.0159353718433134,0.03785785131281671,4.047929519619939e-147,8.095859039239878e-147,1.0,30.7742154777792,"4.65511894756293e-145","2.992576466290455e-145","1.0"
"PoCG_L_to_LFOG_L",-0.0005763301826718353,6.373274532663786e-5,0.00021595027424102897,0.0007941086099518492,1.0,7.302762894431314e-107,3.651381447215657e-107,-24.901363238438122,"1.0","9.945209994390013e-106","7.712611832384092e-106"
"PrCG_L_to_LFOG_L",-0.0005017780333078637,1.5238244445283465e-5,0.00033180276351551944,0.0012476627480769514,1.0,8.32472391743514e-34,4.16236195871757e-34,-12.582295947059087,"1.0","1.9626627003520203e-33","1.63803978223296e-33"
"SPG_L_to_LFOG_L",0.0005100202679827876,3.3381492243752424e-7,0.0006985720733467419,0.0020293568664148795,3.911588714824241e-14,7.823177429648482e-14,0.9999999999999609,7.580877707600689,"1.5050164757781002e-13","1.2342970487326492e-13","1.0"
"SMG_L_to_LFOG_L",-0.00018204226937942539,3.8013785240806292e-6,0.0003142164835609384,0.0012436999611722724,0.9999972318692552,5.536261489748815e-6,2.7681307448744073e-6,-4.5680914399730925,"1.0","7.189498923324998e-6","6.082835076316373e-6"
"AG_L_to_LFOG_L",-0.0010559021231248875,3.454025526237253e-5,0.0005795568578849799,0.002591921235064328,1.0,1.7093644486991737e-35,8.546822243495868e-36,-12.934356439109743,"1.0","4.263113745550951e-35","3.5813607376592e-35"
"PrCu_L_to_LFOG_L",0.00033572600483532404,8.757903572042103e-6,0.0007727225268356722,0.0025861387143353235,8.302389623512414e-5,0.00016604779247024828,0.999916976103765,3.7801080041390134,"0.0002455135217238671","0.00020362495877571918","1.0"
"STG_L_to_LFOG_L",-0.005082959721616884,0.00295989413613916,0.010698621364394957,0.03934207337361712,0.9999999994219225,1.1561549121055441e-9,5.780774560527721e-10,-6.144626268806922,"1.0","1.6505108055575699e-9","1.404483960128214e-9"
"STG_L_pole_to_LFOG_L",-0.010484709267043412,0.0025056083293330876,0.010766218897010495,0.034713143535969646,1.0,8.299537766528718e-28,4.149768883264359e-28,-11.267839090617414,"1.0","1.7145751673367714e-27","1.4269138851091734e-27"
"MTG_L_to_LFOG_L",-0.0021999638530182004,0.0015298548077099532,0.007843957803351053,0.02574353133098514,0.9999927718565451,1.4456286909717022e-5,7.228143454858511e-6,-4.358405456816013,"1.0","1.8494755193519305e-5","1.561822228763791e-5"
"MTG_L_pole_to_LFOG_L",-0.010987096104609033,-1.7726134981268516e-5,0.00803367739461835,0.026422070182702324,1.0,4.795408277998915e-34,2.3977041389994575e-34,-12.6326937211902,"1.0","1.140976452351466e-33","9.581559011059607e-34"
