,abs_coef,coef,edge_conn,name
15257,5.87038385457e-05,-5.87038385457e-05,70_152,Ins_L--SFO_L
15258,5.86689398709e-05,-5.86689398709e-05,86_133,Mynert_L--PLIC_R
15259,5.86109515025e-05,5.86109515025e-05,18_157,MFOG_L--UNC_R
15260,5.85337641653e-05,5.85337641653e-05,30_129,AG_L--TAP_R
15261,5.85316632736e-05,-5.85316632736e-05,102_159,SCP_L--AnsaLenticularis_R
15262,5.85313086914e-05,5.85313086914e-05,136_162,EC_L--LenticularFasc_L
15263,5.85233804284e-05,5.85233804284e-05,12_105,IFG_orbitalis_L--MCP_R
15264,5.84793456325e-05,-5.84793456325e-05,28_55,SMG_L--IOG_R
15265,5.84687932812e-05,-5.84687932812e-05,17_81,LFOG_R--GP_R
15266,5.84297466633e-05,-5.84297466633e-05,132_188,PLIC_L--PSIG_R
15267,5.84193515217e-05,5.84193515217e-05,62_161,subcallosal_ACC_L--AnteriorCom_R
15268,5.84047714773e-05,5.84047714773e-05,68_124,PCC_L--BCC_L
15269,5.83835338262e-05,5.83835338262e-05,86_169,Mynert_L--OpticTract_R
15270,5.82947395743e-05,5.82947395743e-05,37_41,STG_R_pole--MTG_R_pole
15271,5.82679259509e-05,5.82679259509e-05,65_101,subgenual_ACC_R--CST_R
15272,5.82398709981e-05,5.82398709981e-05,38_173,MTG_L--LV_occipital_L
15273,5.81858151803e-05,-5.81858151803e-05,2_37,SFG_PFC_L--STG_R_pole
15274,5.81163334129e-05,-5.81163334129e-05,46_60,ENT_L--rostral_ACC_L
15275,5.80959824607e-05,-5.80959824607e-05,56_142,Cu_L--Fx/ST_L
15276,5.80454292171e-05,-5.80454292171e-05,44_131,PHG_L--ALIC_R
15277,5.80359134451e-05,-5.80359134451e-05,91_154,RedNc_R--SLF_L
15278,5.80050850415e-05,5.80050850415e-05,79_155,Put_R--SLF_R
15279,5.7983215296e-05,5.7983215296e-05,29_79,SMG_R--Put_R
15280,5.78973116488e-05,5.78973116488e-05,112_154,Pons_L--SLF_L
15281,5.78854766296e-05,5.78854766296e-05,128_183,TAP_L--PSTG_L
15282,5.78736577894e-05,-5.78736577894e-05,17_121,LFOG_R--PCR_R
15283,5.7851848329e-05,-5.7851848329e-05,15_24,IFG_triangularis_R--PrCG_L
15284,5.77214670079e-05,5.77214670079e-05,36_84,STG_L_pole--Hypothalamus_L
15285,5.77088428757e-05,-5.77088428757e-05,21_88,RG_R--NucAccumbens_L
15286,5.76245787528e-05,-5.76245787528e-05,9_80,MFG_DPFC_R--GP_L
15287,5.75967157613e-05,5.75967157613e-05,38_155,MTG_L--SLF_R
15288,5.75727825829e-05,5.75727825829e-05,20_45,RG_L--PHG_R
15289,5.75682611354e-05,5.75682611354e-05,29_143,SMG_R--Fx/ST_R
15290,5.75479973048e-05,5.75479973048e-05,157_182,UNC_R--PIns_R
15291,5.75054838791e-05,5.75054838791e-05,33_174,PrCu_R--LV_temporal_L
15292,5.74917317877e-05,-5.74917317877e-05,27_183,SPG_R--PSTG_L
15293,5.74829622041e-05,5.74829622041e-05,88_179,NucAccumbens_L--LV_temporal_R
15294,5.74754932071e-05,-5.74754932071e-05,107_171,PCT_R--LV_body_L
15295,5.74558466904e-05,-5.74558466904e-05,52_105,MOG_L--MCP_R
15296,5.74467430176e-05,5.74467430176e-05,5_180,SFG_pole_R--III_and_IV_ventricle
15297,5.74011213588e-05,5.74011213588e-05,68_130,PCC_L--ALIC_L
15298,5.73781545246e-05,-5.73781545246e-05,86_94,Mynert_L--cerebellum_R
15299,5.73201365817e-05,-5.73201365817e-05,123_124,GCC_R--BCC_L
15300,5.7288825098e-05,-5.7288825098e-05,25_117,PrCG_R--ACR_R
15301,5.71868118027e-05,5.71868118027e-05,151_155,SS_R--SLF_R
15302,5.7185466784e-05,-5.7185466784e-05,71_129,Ins_R--TAP_R
15303,5.70294682153e-05,5.70294682153e-05,10_118,IFG_opercularis_L--SCR_L
15304,5.70033636189e-05,5.70033636189e-05,97_184,CP_R--PSTG_R
15305,5.69398577893e-05,5.69398577893e-05,94_112,cerebellum_R--Pons_L
15306,5.69377761276e-05,-5.69377761276e-05,105_167,MCP_R--Mammillary_R
15307,5.68127675783e-05,5.68127675783e-05,17_151,LFOG_R--SS_R
15308,5.67919554923e-05,5.67919554923e-05,56_112,Cu_L--Pons_L
15309,5.66838622121e-05,-5.66838622121e-05,171_186,LV_body_L--PSMG_R
15310,5.66372799612e-05,5.66372799612e-05,78_119,Put_L--SCR_R
15311,5.66288703553e-05,-5.66288703553e-05,25_86,PrCG_R--Mynert_L
15312,5.66201167843e-05,5.66201167843e-05,60_139,rostral_ACC_L--CGC_R
15313,5.66016347976e-05,5.66016347976e-05,92_172,Snigra_L--LV_atrium_L
15314,5.65636079572e-05,5.65636079572e-05,47_112,ENT_R--Pons_L
15315,5.65608155744e-05,5.65608155744e-05,41_79,MTG_R_pole--Put_R
15316,5.65553478493e-05,5.65553478493e-05,90_92,RedNc_L--Snigra_L
15317,5.65028194417e-05,-5.65028194417e-05,34_181,STG_L--PIns_L
15318,5.64956934657e-05,5.64956934657e-05,67_119,dorsal_ACC_R--SCR_R
15319,5.63863871005e-05,5.63863871005e-05,5_139,SFG_pole_R--CGC_R
15320,5.634629431e-05,-5.634629431e-05,156_171,UNC_L--LV_body_L
15321,5.63453382519e-05,5.63453382519e-05,153_169,SFO_R--OpticTract_R
15322,5.63117799728e-05,5.63117799728e-05,66_101,dorsal_ACC_L--CST_R
15323,5.62272786736e-05,5.62272786736e-05,33_134,PrCu_R--RLIC_L
15324,5.62271487259e-05,-5.62271487259e-05,92_109,Snigra_L--ICP_R
15325,5.6216360148e-05,-5.6216360148e-05,71_116,Ins_R--ACR_L
15326,5.62100054399e-05,-5.62100054399e-05,48_152,FuG_L--SFO_L
15327,5.61569342505e-05,-5.61569342505e-05,48_90,FuG_L--RedNc_L
15328,5.61308040769e-05,-5.61308040769e-05,163_165,LenticularFasc_R--OlfactoryRadiation_R
15329,5.60859615568e-05,5.60859615568e-05,36_179,STG_L_pole--LV_temporal_R
15330,5.60594103608e-05,5.60594103608e-05,104_170,MCP_L--LV_frontal_L
15331,5.60558426338e-05,-5.60558426338e-05,91_173,RedNc_R--LV_occipital_L
15332,5.60336386477e-05,5.60336386477e-05,125_151,BCC_R--SS_R
15333,5.59462683182e-05,-5.59462683182e-05,69_87,PCC_R--Mynert_R
15334,5.59461401757e-05,5.59461401757e-05,64_119,subgenual_ACC_L--SCR_R
15335,5.59136454922e-05,-5.59136454922e-05,0_10,SFG_L--IFG_opercularis_L
15336,5.58949129099e-05,-5.58949129099e-05,54_64,IOG_L--subgenual_ACC_L
15337,5.5889632855e-05,-5.5889632855e-05,28_163,SMG_L--LenticularFasc_R
15338,5.5874223221e-05,5.5874223221e-05,10_122,IFG_opercularis_L--GCC_L
15339,5.58494473389e-05,5.58494473389e-05,93_179,Snigra_R--LV_temporal_R
15340,5.58482940272e-05,5.58482940272e-05,65_180,subgenual_ACC_R--III_and_IV_ventricle
15341,5.58423992391e-05,-5.58423992391e-05,120_162,PCR_L--LenticularFasc_L
15342,5.58421973092e-05,5.58421973092e-05,52_143,MOG_L--Fx/ST_R
15343,5.57984649287e-05,-5.57984649287e-05,110_137,ML_L--EC_R
15344,5.57889263793e-05,-5.57889263793e-05,29_144,SMG_R--Fx_L
15345,5.57531425784e-05,-5.57531425784e-05,43_67,ITG_R--dorsal_ACC_R
15346,5.5733913423e-05,-5.5733913423e-05,78_122,Put_L--GCC_L
15347,5.56911717928e-05,-5.56911717928e-05,139_160,CGC_R--AnteriorCom_L
15348,5.5655882265e-05,5.5655882265e-05,85_152,Hypothalamus_R--SFO_L
15349,5.56275705264e-05,5.56275705264e-05,4_143,SFG_pole_L--Fx/ST_R
15350,5.5614696551e-05,-5.5614696551e-05,23_61,PoCG_R--rostral_ACC_R
15351,5.56008531754e-05,5.56008531754e-05,15_152,IFG_triangularis_R--SFO_L
15352,5.55569821499e-05,-5.55569821499e-05,76_151,Caud_L--SS_R
15353,5.545951961e-05,5.545951961e-05,54_125,IOG_L--BCC_R
15354,5.5388416329e-05,5.5388416329e-05,39_100,MTG_R--CST_L
15355,5.53510283069e-05,5.53510283069e-05,77_139,Caud_R--CGC_R
15356,5.53490408039e-05,-5.53490408039e-05,24_54,PrCG_L--IOG_L
15357,5.53438075404e-05,5.53438075404e-05,27_125,SPG_R--BCC_R
15358,5.5339306486e-05,-5.5339306486e-05,24_98,PrCG_L--Midbrain_L
15359,5.53136159557e-05,-5.53136159557e-05,50_59,SOG_L--LG_R
15360,5.52731889903e-05,-5.52731889903e-05,40_66,MTG_L_pole--dorsal_ACC_L
15361,5.52384071053e-05,-5.52384071053e-05,9_94,MFG_DPFC_R--cerebellum_R
15362,5.52072759841e-05,-5.52072759841e-05,61_133,rostral_ACC_R--PLIC_R
15363,5.51430432694e-05,5.51430432694e-05,10_175,IFG_opercularis_L--LV_frontal_R
15364,5.51410223267e-05,5.51410223267e-05,172_173,LV_atrium_L--LV_occipital_L
