"coef","pvalue","tscore","edge","cor_coef","pvalue_adj","pd_atw_pvalue","pd_atw_pvalue_adj","pd_atw_coef","pd_atw_tscore"
-99.64443524316047,0.00023529700141840652,-3.9631295784478966,"Caud_L_to_PrCu_L",-0.35239737742968275,"0.22565441383060314",1.5925168035073836e-5,"0.0014851969040535942",0.10584722339147011,4.777982132377137
-2.392577631912032,0.0004360471764842573,-3.7672181946944208,"PrCG_L_to_IFG_opercularis_L",-0.034294176894404595,"0.22565441383060314",9.740799306021976e-7,"0.0010081727281732746",0.15917430241753439,5.580637886572025
-21.031945190521125,0.0068978973951350775,-2.818326200082953,"dorsal_ACC_L_to_IFG_orbitalis_L",-0.24695650757524787,"1.0",6.869459556089607e-5,"0.0014851969040535942",0.10249373980809603,4.3426184763848115
7.405827765908836,0.010587111157402187,2.655829936212265,"rostral_ACC_L_to_RG_L",0.29043286218761216,"1.0",0.00019986573929284536,"0.0014851969040535942",0.09421224463868257,4.014257132075933
-15.912538517373344,0.012618198268023078,-2.587596529684819,"Caud_L_to_PCC_L",-0.30096576685406656,"1.0",0.0002825410187299982,"0.0014851969040535942",0.0918484731929864,3.9054717996811594
-46.3088709062736,0.01805027913091549,-2.445024193071467,"RG_L_to_SFG_pole_L",-0.30282623428376054,"1.0",0.00040896859524133865,"0.0014851969040535942",0.08967860777046233,3.7877859024664375
150.31170813797772,0.020226596913811092,2.398659802935428,"rostral_ACC_L_to_MFOG_L",0.22130650758286521,"1.0",0.00013517229941068792,"0.0014851969040535942",0.0989769404978266,4.135697058002891
6.668766769569651,0.024140878116377825,2.3255312550231277,"Caud_L_to_subgenual_ACC_L",0.22004069946923727,"1.0",0.00015673664088692088,"0.0014851969040535942",0.09801762579329797,4.089909476509211
-42.42974242970322,0.024448396730695824,-2.3202464673394516,"Caud_L_to_SFG_pole_L",-0.3060846375586596,"1.0",0.0005754927998773936,"0.0014851969040535942",0.08768602613578479,3.6776022251014977
-247.54524201501985,0.02848699852559005,-2.255838123782266,"Amyg_L_to_SFG_PFC_L",-0.10337978553867573,"1.0",6.575868887594225e-5,"0.0014851969040535942",0.11012132917502923,4.355841674179995
88.11875663881311,0.0284874642196018,2.255831178190474,"dorsal_ACC_L_to_MFOG_L",0.22069655531389712,"1.0",0.00018396106447689077,"0.0014851969040535942",0.09691970031328974,4.040130142528366
-14.500686845416359,0.03668559481051081,-2.1467823405808395,"ITG_L_to_LFOG_L",-0.2043187439761318,"1.0",0.00019118801436773106,"0.0014851969040535942",0.09715501596389416,4.028115719244438
7.091489967365724,0.042148634060977165,2.085495749723722,"dorsal_ACC_L_to_RG_L",0.20494111679732432,"1.0",0.00021827948241071507,"0.0014851969040535942",0.09622765886378672,3.986682282863295
6.077040588693809,0.04994298131596046,2.0090788714430308,"RG_L_to_LFOG_L",0.24411247205738548,"1.0",0.000415075468475458,"0.0014851969040535942",0.09112782618999851,3.7830353686456273
-35.15576070593166,0.05037131731204351,-2.0051867979673816,"Caud_L_to_SPG_L",-0.11653996338409392,"1.0",0.00011862808005928935,"0.0014851969040535942",0.10410804348512298,4.175915833794762
0.9374372160575491,0.05071685154927025,2.0020678685158586,"PSMG_L_to_FuG_L",0.19402766130256183,"1.0",0.00022865001006321044,"0.0014851969040535942",0.09621218034112533,3.972126930221814
-0.9874447091251595,0.05148085447893462,-1.99523623946806,"IFG_triangularis_L_to_IFG_orbitalis_L",-0.08873840913459051,"1.0",0.00010394941506593879,"0.0014851969040535942",0.10680131113614445,4.216451754050996
-353.73265751294247,0.053694195113592365,-1.9759265519180778,"PrCG_L_to_SFG_pole_L",-0.11623583999592886,"1.0",0.0001253123981566964,"0.0014851969040535942",0.10364426482237497,4.159048104045379
-2.219909265785473,0.0545442278107993,-1.9686923789684476,"PrCG_L_to_IFG_triangularis_L",0.024360371976972883,"1.0",9.031432145867519e-5,"0.0014851969040535942",0.11889221848504784,4.259436748293647
-0.7596057759762496,0.056355679236788435,-1.9535936047645908,"IFG_triangularis_L_to_IFG_opercularis_L",0.04825995634699,"1.0",9.729181863540744e-5,"0.0014851969040535942",0.12152248460131185,4.236707267489148
-22.61133480251893,0.058396091712817934,-1.9370769095809939,"SPG_L_to_IFG_opercularis_L",0.02944869020006631,"1.0",9.660692254993273e-5,"0.0014851969040535942",0.11872526712662025,4.238866959705643
5.046953961995982,0.05885615410626302,1.9334211981195328,"SOG_L_to_PrCG_L",0.26066093161694587,"1.0",0.000609380971570587,"0.0014851969040535942",0.08853343870811325,3.6589976195834173
222.2670072185842,0.05888225057056155,1.933214565948019,"PoCG_L_to_RG_L",0.37766772502561363,"1.0",0.00580381566685256,"0.005883397860129675",0.07414725304005176,2.882339457607545
-1.0483051829744081,0.05948363356930633,-1.9284743675434846,"MFG_DPFC_L_to_MFG_L",-0.06761998167623891,"1.0",0.00010824161299841731,"0.0014851969040535942",0.10774376910594557,4.204051010415027
-3.469332851888436,0.05983665250980205,-1.9257108630099855,"ITG_L_to_IFG_orbitalis_L",-0.1797444441778654,"1.0",0.0002288696677947068,"0.0014851969040535942",0.09659868020356412,3.971825585842903
-1.403536577359966,0.06089342513820908,-1.9175206684052364,"Put_L_to_STG_L",0.03131872684836828,"1.0",0.00010052891910947879,"0.0014851969040535942",0.11846287310393759,4.226695655164026
-1.1940249755767272,0.06285885414611841,-1.9026054678358706,"MFG_DPFC_L_to_SFG_PFC_L",-0.06697253172163416,"1.0",0.00011335694431845356,"0.0014851969040535942",0.10732323546700172,4.189881495490024
