"coef","pvalue","tscore","edge","cor_coef","pvalue_adj","pd_adw_coef","pd_adw_pvalue","pd_adw_pvalue_adj","pd_adw_tscore"
-2.082609971691699,0.00037044834602548913,-3.8250546082187746,"PrCG_L_to_IFG_opercularis_L",-0.020019659584338323,"0.8669011094787284",0.2669146478313565,1.7097892061218573e-6,"0.0031995310883237886",5.435688667533238
-78.34759328711033,0.00038830956751566785,-3.8099495658465217,"Caud_L_to_PrCu_L",-0.34747215259659836,"0.8669011094787284",0.16358336433039794,4.657881401632704e-5,"0.0031995310883237886",4.4682986826175135
-15.414082550979506,0.0006544770628684953,-3.64064784716495,"SFO_L_to_GCC_L",-0.30729023612612305,"0.9740800285692772",0.16962260976714574,3.660337571014439e-5,"0.0031995310883237886",4.540780961170725
-402.09220135213656,0.004578839655660763,-2.971790685170172,"LenticularFasc_L_to_rostral_ACC_L",-0.33636285878420313,"1.0",0.14312556031839016,0.0004179057101491287,"0.0031995310883237886",3.786334687407597
1.0856492947591494,0.0054868474176413985,2.905665615565757,"Pons_L_to_Midbrain_L",0.20216609242986203,"1.0",0.17296905595099943,6.59135858198874e-5,"0.0031995310883237886",4.363162077404969
-9.410694608358908,0.005538482195347808,-2.9022194990261307,"CGC_L_to_IFG_orbitalis_L",-0.259085344013531,"1.0",0.15970435897841703,0.00013570269489954887,"0.0031995310883237886",4.141467724286736
-0.7585805374066048,0.006222303330713038,-2.8591963299089156,"CGH_L_to_SOG_L",-0.34171374100851787,"1.0",0.13888055319125034,0.0006258595807460427,"0.0031995310883237886",3.6552868186592526
-1.4035148261275787,0.007100182027661072,-2.8099830871037574,"ALIC_L_to_Put_L",-0.2315554730750676,"1.0",0.16326743828746576,0.00011882938606351747,"0.0031995310883237886",4.18256232777554
48.33163915073018,0.007193005783850007,2.8051138100829767,"AnsaLenticularis_L_to_SCP_L",0.30204204994525996,"1.0",0.14705281456679498,0.00034294645888114105,"0.0031995310883237886",3.8497430773254444
136.8418714260935,0.008917006009746417,2.723864772370923,"rostral_ACC_L_to_MFOG_L",0.256658092009576,"1.0",0.15517013959501513,0.00020655707138947095,"0.0031995310883237886",4.010361815083299
-5.009994061772559,0.010309033769896041,-2.668223135981633,"SCR_L_to_MFG_DPFC_L",-0.19459138588834018,"1.0",0.16712011374797395,0.00011067236107299648,"0.0031995310883237886",4.20450818070377
-16.274291476398446,0.010328941065946479,-2.6674786957312553,"dorsal_ACC_L_to_IFG_orbitalis_L",-0.24861606934102506,"1.0",0.15536674936467035,0.0002123036241911845,"0.0031995310883237886",4.00173818118226
-1.6069494549661634,0.0111455713037045,-2.638020309284817,"CGH_L_to_PCC_L",-0.2888458424631054,"1.0",0.1457224842201585,0.0004175056881377578,"0.0031995310883237886",3.786642991997756
-83.64084487231587,0.01132438678804513,-2.6318346128856867,"Medulla_L_to_CST_L",-0.2890249288803714,"1.0",0.14552417558121583,0.0004251198243091894,"0.0031995310883237886",3.7808228361602
-0.6703968246633736,0.011677267141730181,-2.619885383826397,"CGH_L_to_Cu_L",-0.33333097657506344,"1.0",0.13503995041600753,0.0009712393874072823,"0.0031995310883237886",3.510179419860698
-2172.9800681741967,0.012568429294497618,-2.5911178322741697,"Fx_L_to_Medulla_L",-0.28527998726813303,"1.0",0.14531723432913682,0.00044162555849274816,"0.0031995310883237886",3.768542935132535
-17.92670889124148,0.01297819043305633,-2.5785106487951768,"Medulla_L_to_PCT_L",-0.28477211210123154,"1.0",0.1451095375326397,0.00045155522503494963,"0.0031995310883237886",3.7613664519695402
-129.74678042602662,0.013414835592629203,-2.5654696029799924,"CGH_L_to_rostral_ACC_L",-0.16223559910891924,"1.0",0.17082579421286054,0.00010431805591875747,"0.0031995310883237886",4.222722219711442
-0.2986513374907128,0.013524214042288872,-2.5622634743481885,"PTR_L_to_SCC_L",-0.24750783037990276,"1.0",0.1527162674394176,0.000269804185432622,"0.0031995310883237886",3.92608359036696
78.97070335900966,0.015081399633918502,2.519007706411367,"dorsal_ACC_L_to_MFOG_L",0.25017699717486636,"1.0",0.1509952996693557,0.00031013921608365967,"0.0031995310883237886",3.881822216037692
5.78755382228953,0.015584622974102345,2.505895207608972,"Caud_L_to_subgenual_ACC_L",0.25441227606198763,"1.0",0.1497604325975198,0.00033936211062369007,"0.0031995310883237886",3.853100374748775
49.54102394068616,0.016609725815858054,2.480330763182895,"AnsaLenticularis_L_to_ML_L",0.23161697168746986,"1.0",0.1538201383041801,0.0002655462504575818,"0.0031995310883237886",3.9311236237320357
-12.365394260832907,0.01720049151214819,-2.4662398165676143,"Caud_L_to_PCC_L",-0.2909412116755671,"1.0",0.14099988432862587,0.0006519394560554322,"0.0031995310883237886",3.6419208893336985
-2.302177613623158,0.018163313781797658,-2.4441857276451056,"GCC_L_to_Caud_L",-0.3894264940570944,"1.0",0.11674000042921165,0.0051171543858122715,"0.005498939670914992",2.9312592089719063
9.136588307094595,0.018792502303810774,2.430337179608388,"AnsaLenticularis_L_to_Snigra_L",0.19951926949132562,"1.0",0.15896605758807647,0.00020475090829946807,"0.0031995310883237886",4.013120259927889
-54.51509588550238,0.019031594511779007,-2.4251841426692886,"ACR_L_to_Amyg_L",-0.20182594962842432,"1.0",0.1583538094704293,0.00021240365296269065,"0.0031995310883237886",4.001590080718891
1.5560033367464798,0.02092072155573156,2.386402353232418,"PLIC_L_to_Pons_L",0.26402370338956443,"1.0",0.144741950623591,0.0005139138503904869,"0.0031995310883237886",3.719493335710564
