"coef","pvalue","tscore","edge","cor_coef","pvalue_adj"
51.50404141777408,0.0012341050489393652,3.661262687943814,"MFG_L",0.5986416966512078,"0.058964657045303875"
61.27668523629936,0.0012413612009537659,3.658913068596505,"PrCG_L",0.5983951115725163,"0.058964657045303875"
34.626921433835186,0.005142284953081762,3.0788024519910975,"IFG_opercularis_L",0.5321026550239591,"0.1628390235142558"
38.27543701829949,0.008291644725711367,2.8772339917946024,"SMG_L",0.5064291262867153,"0.19692656223564498"
27.69410323409181,0.024031041405683254,2.40900516549484,"IFG_triangularis_L",0.4412711262431662,"0.37383855550911643"
44.864033980072186,0.024132946984301958,2.4070749830088047,"PoCG_L",0.4409863429057189,"0.37383855550911643"
149.37694030555366,0.027545998826987526,2.3464070575982716,"dorsal_ACC_L",0.43196736682397113,"0.37383855550911643"
73.74462846281287,0.03735399988726292,2.2040787480615736,"SFG_L",0.4102931534704802,"0.4435787486612472"
-130.94713917618827,0.08248151150397137,-1.8122296317877742,"PHG_L",-0.346942740147484,"0.8706381769863645"
24.86316164431722,0.09851470896477214,1.718859804355347,"AG_L",0.33107393034046695,"0.9358897351653354"
44.063778398037456,0.10967418257022282,1.661242510473118,"MFG_DPFC_L",0.32113837048374494,"0.947186122197379"
-120.8421682875076,0.12814155754467055,-1.575894269096976,"ENT_L",-0.30622444459687104,"1.0"
17.803342469007177,0.1807261719079859,1.3786251332904684,"IFG_orbitalis_L",0.27088890548340794,"1.0"
22.77894009503901,0.18180124848760154,1.3751035456078524,"PIns_L",0.27024753812275415,"1.0"
18.228603109752232,0.20559762332987297,1.301040360057923,"Ins_L",0.2566763443713902,"1.0"
21.430384353967202,0.20692861393628667,1.2970989003628894,"SPG_L",0.2559497643138522,"1.0"
16.701199473146264,0.22200619311441797,1.2537566057755194,"PSTG_L",0.24793148848182667,"1.0"
21.913770171622534,0.250842622355794,1.1767303940290368,"SLF_L",0.23355598521975965,"1.0"
19.588527408886865,0.26863927209085314,1.132434715466949,"ACR_L",0.22521844384249431,"1.0"
46.973326285072226,0.2704197462375951,1.1281228963675858,"Thal_L",0.2244041713057657,"1.0"
15.522873336240472,0.3066620001301357,1.0444979881932934,"STG_L",0.20852053470124257,"1.0"
62.20555697124456,0.330022715107273,0.9942451528112386,"CGC_L",0.19889468840339813,"1.0"
36.73386875170344,0.33088209431520255,0.9924442285545418,"LV_occipital_L",0.19854863553616206,"1.0"
15.04855226461998,0.34728955132124883,0.9586584055149645,"SCR_L",0.1920429432911988,"1.0"
69.35952166060689,0.3590661076741952,0.9350698905498905,"SFG_PFC_L",0.187485701744715,"1.0"
-55.570003508172285,0.3766346876212694,-0.9008208248783373,"LG_L",-0.18084732875461768,"1.0"
20.473742707210718,0.4075274067412884,0.8430444850615788,"PTR_L",0.16959293518654203,"1.0"
11.682313723422821,0.43415466298925853,0.7954399202768002,"IFO_L",0.16026960132594037,"1.0"
1033.7034149785377,0.4369031130842147,0.7906304886223307,"SFG_pole_L",0.15932524193430156,"1.0"
-16.188030420324296,0.4405083224221674,-0.7843498417548066,"MTG_L_pole",-0.15809134256007307,"1.0"
-436.31711716153455,0.44339691656803315,-0.7793402011691791,"CGH_L",-0.157106614266163,"1.0"
-226.98779660772627,0.4613723151308079,-0.748600021014088,"RG_L",-0.15105395458170923,"1.0"
-1532.205714269222,0.461372315130808,-0.7486000210140878,"subcallosal_ACC_L",-0.15105395458170917,"1.0"
-223.17777777537538,0.46137231513080834,-0.7486000210140874,"Fx_L",-0.15105395458170934,"1.0"
52.49186902006439,0.4753294154512946,0.7252199996421133,"Mynert_L",0.14643905097738572,"1.0"
-21.940190003380657,0.49360151378497796,-0.6952083641490802,"Cu_L",-0.14050115077924352,"1.0"
-17.027170472185055,0.494015430206591,-0.6945359625677557,"PSIG_L",-0.14036793763458058,"1.0"
14.822223611047937,0.5050558455947267,0.6767173663756798,"LFOG_L",0.13683504123089738,"1.0"
8.694417622575909,0.5356574159682812,0.6284303643477457,"EC_L",0.12723524190816096,"1.0"
313.6281310425577,0.5589685669251998,0.5926350317496183,"NucAccumbens_L",0.12009557085828551,"1.0"
13.514448202388936,0.5616309955596224,0.588596758025564,"Fx_ST_L",0.11928891202948057,"1.0"
13.311864088436316,0.5680690617318995,0.5788721506211754,"LV_temporal_L",0.11734542208248801,"1.0"
55.33817071492438,0.575686874363248,0.567437656280146,"MFOG_L",0.11505848214350219,"1.0"
31.80668973317971,0.5799350292056573,0.5610941494248051,"GCC_L",0.1137889661348213,"1.0"
-27.80547782337066,0.581140772556089,-0.5592979200207219,"LV_body_L",-0.11342938801980908,"1.0"
-13.067295236557065,0.5929521701428535,-0.5417986967209855,"Amyg_L",-0.10992399457380025,"1.0"
10.884848256941199,0.6065029201332934,0.5219303023377088,"AnsaLenticularis_L",0.10593904439313419,"1.0"
27.481744217544403,0.612859316266831,0.5126835148897997,"Hippo_L",0.10408268730298804,"1.0"
-2647.0612677958634,0.6173892693475234,-0.506121196630207,"cerebellum_L",-0.10276459471095951,"1.0"
8.112777460399473,0.6193375751556073,0.5033056931658189,"GP_L",0.10219891256447251,"1.0"
9.567137147917563,0.6399720125748845,0.47373223254833313,"SOG_L",0.09625121516767113,"1.0"
14.986060575902469,0.6543895041919984,0.45332136253669136,"BCC_L",0.0921402007437,"1.0"
5.93858966332863,0.6546302786838017,0.4529821719484479,"SFO_L",0.09207184294356636,"1.0"
36.05576393169768,0.6556006562275776,0.4516156994578317,"CP_L",0.09179644166210485,"1.0"
