"coef","pvalue","tscore","edge","cor_coef","pvalue_adj","pd_adw_coef","pd_adw_pvalue","pd_adw_pvalue_adj","pd_adw_tscore"
-2.082609971691699,0.00037044834602548913,-3.8250546082187746,"PrCG_L_to_IFG_opercularis_L",-0.020019659584338323,"0.2009502011893581",0.2669146478313565,1.7097892061218573e-6,"0.0017696318283361224",5.435688667533238
-78.34759328711033,0.00038830956751566785,-3.8099495658465217,"Caud_L_to_PrCu_L",-0.34747215259659836,"0.2009502011893581",0.16358336433039794,4.657881401632704e-5,"0.0030986787756069035",4.4682986826175135
136.8418714260935,0.008917006009746417,2.723864772370923,"rostral_ACC_L_to_MFOG_L",0.256658092009576,"1.0",0.15517013959501513,0.00020655707138947095,"0.0030986787756069035",4.010361815083299
-16.274291476398446,0.010328941065946479,-2.6674786957312553,"dorsal_ACC_L_to_IFG_orbitalis_L",-0.24861606934102506,"1.0",0.15536674936467035,0.0002123036241911845,"0.0030986787756069035",4.00173818118226
78.97070335900966,0.015081399633918502,2.519007706411367,"dorsal_ACC_L_to_MFOG_L",0.25017699717486636,"1.0",0.1509952996693557,0.00031013921608365967,"0.0030986787756069035",3.881822216037692
5.78755382228953,0.015584622974102345,2.505895207608972,"Caud_L_to_subgenual_ACC_L",0.25441227606198763,"1.0",0.1497604325975198,0.00033936211062369007,"0.0030986787756069035",3.853100374748775
-12.365394260832907,0.01720049151214819,-2.4662398165676143,"Caud_L_to_PCC_L",-0.2909412116755671,"1.0",0.14099988432862587,0.0006519394560554322,"0.0030986787756069035",3.6419208893336985
-213.2839506680929,0.021552248869042445,-2.374138551285054,"Amyg_L_to_SFG_PFC_L",-0.10883010724795865,"1.0",0.1756396873665142,0.00011093568127390495,"0.0030986787756069035",4.203775521322018
-34.435408821636585,0.02413710450522897,-2.3270821867023646,"Caud_L_to_SFG_pole_L",-0.28962246697425487,"1.0",0.1380419247003071,0.0008769346713048694,"0.0030986787756069035",3.5441565498060394
5.257254862607367,0.029132619690576966,2.2476611199356173,"rostral_ACC_L_to_RG_L",0.2518147357351385,"1.0",0.14386182382848475,0.0005865745442547991,"0.0030986787756069035",3.6764641337153505
6.143425839781872,0.031003626333517654,2.221011501564941,"dorsal_ACC_L_to_RG_L",0.22127448075627212,"1.0",0.14909290414016083,0.0004171174482875182,"0.0030986787756069035",3.7869424877964746
-33.94393635051762,0.03393345785352619,-2.1820093106809453,"RG_L_to_SFG_pole_L",-0.28542096904762015,"1.0",0.13573881973954188,0.0011236452024350136,"0.0030986787756069035",3.4614156104121054
0.8236727877346399,0.0401211540261721,2.108532587415744,"Thal_L_to_dorsal_ACC_L",0.3278844762006513,"1.0",0.12539247686300165,0.0028037606921476146,"0.003430132761669954",3.14721223268015
0.21411067254318847,0.04038055975333568,2.105675057051097,"Thal_L_to_PrCG_L",0.28349514015514643,"1.0",0.1345477070133568,0.0012784339604138633,"0.0030986787756069035",3.417958511687627
5.126987325500303,0.04162623652121503,2.092172544970533,"RG_L_to_LFOG_L",0.26063367040734486,"1.0",0.138684723889341,0.0009240712834471044,"0.0030986787756069035",3.526759621342604
-29.54559547135577,0.04436611379156311,-2.063671690879053,"Caud_L_to_SPG_L",-0.11756903978280893,"1.0",0.1637638312045819,0.00022568551587380745,"0.0030986787756069035",3.9825011000894115
-1.4978482264772524,0.04972679598604075,-2.0120735521446576,"LG_L_to_IFG_orbitalis_L",-0.14567948833054176,"1.0",0.1572909063938558,0.0003038243210253894,"0.0030986787756069035",3.888371038294687
0.7679445737834,0.05148013287144764,1.9962416553066231,"PSMG_L_to_FuG_L",0.18230435126924233,"1.0",0.15055119800562913,0.0004317846969624078,"0.0030986787756069035",3.775810026094707
-0.886060797891921,0.052158696539490415,-1.990239211074219,"MFG_DPFC_L_to_MFG_L",-0.07254422921789393,"1.0",0.1695657189952728,0.00020865006121246278,"0.0030986787756069035",4.0071943666053285
-1.0069873480402536,0.05426697685301171,-1.972009600268794,"MFG_DPFC_L_to_SFG_PFC_L",-0.07797747517426437,"1.0",0.16797924706761314,0.00022078180542799177,"0.0030986787756069035",3.9894190885956666
-10.827147611630705,0.05625873910968592,-1.9553387229226022,"ITG_L_to_LFOG_L",-0.18222136268155684,"1.0",0.14956485567669875,0.0004670966866957893,"0.0030986787756069035",3.750433224832387
-49.65690370588037,0.05715683461326283,-1.9479869911517158,"PCC_L_to_MFG_DPFC_L",-0.08878592972764716,"1.0",0.1652932151698934,0.0002422998052416333,"0.0030986787756069035",3.9600971314883338
-0.7920556915843021,0.0577851470770066,-1.942902344453007,"IFG_triangularis_L_to_IFG_orbitalis_L",-0.08040071895750181,"1.0",0.16660348738796432,0.0002357840444026452,"0.0030986787756069035",3.9687010347750498
-1.808360800706026,0.05996544278634142,-1.9256177693643732,"PrCG_L_to_IFG_triangularis_L",0.029885821887818385,"1.0",0.187106968496503,0.00021085256992075076,"0.0030986787756069035",4.003894208738454
-2.7678537909203955,0.06657508428908702,-1.8763108433252293,"ITG_L_to_IFG_orbitalis_L",-0.15879245670613346,"1.0",0.15152615161167657,0.0004379188835640707,"0.0030986787756069035",3.7712617104240294
-0.8135208073149305,0.06735633582808913,-1.870761493683899,"SMG_L_to_PrCG_L",0.07756169465732789,"1.0",0.19528821719410777,0.00026678854371163215,"0.0030986787756069035",3.929645127543821
-1.1192235285938872,0.06834600922266211,-1.8638095451459384,"Put_L_to_MFG_DPFC_L",-0.1013993401397447,"1.0",0.16059318400807204,0.00030206482497784824,"0.0030986787756069035",3.8902191125605152
