"coef","pvalue","pvalue_left","pvalue_right","tscore","predictor","cor_coef","pvalue_adj","pvalue_left_adj","pvalue_right_adj","pd_atw_pvalue","pd_atw_pvalue_adj","pd_atw_coef","pd_atw_tscore"
-26.94435815790917,0.003267616981800777,0.0016338084909003885,0.9983661915090997,-3.299284251166691,"RG_L_to_MFG_DPFC_L",-0.22485173605196754,"0.813527185111979","0.4380864248083147","0.9983661915090997",0.0012376665542920093,"0.14212893732198814",0.2992155362072018,3.7041238834329278
125.24835402175458,0.0033863481913700634,0.998306825904315,0.0016931740956850317,3.2842301918214623,"III_and_IV_ventricle_to_AnsaLenticularis_L",0.477659320069737,"0.813527185111979","0.998306825904315","0.9967326008044662",0.015072395522481803,"0.14212893732198814",0.17412696156700214,2.6365178709456742
-406.7396105867164,0.0034081023154600896,0.0017040511577300448,0.9982959488422699,-3.2815277014930406,"Caud_L_to_Cu_L",-0.5328933896831738,"0.813527185111979","0.4380864248083147","0.9983661915090997",0.03855136135045884,"0.14212893732198814",0.14377841711043646,2.2006902594987223
28.910214882702164,0.0038098797042053407,0.9980950601478973,0.0019049398521026703,3.234416798734057,"LV_frontal_L_to_Mynert_L",0.6179927946163748,"0.813527185111979","0.998306825904315","0.9967326008044662",0.33924544157982006,"0.35498732051884146",0.06790897162942217,0.9768873128356066
-4.186981868818875,0.007427727932661626,0.003713863966330813,0.9962861360336692,-2.9485426543176123,"GCC_L_to_Caud_L",-0.5454433502706448,"0.813527185111979","0.4380864248083147","0.9967326008044662",0.116588418333768,"0.1430916129357543",0.11154615450049774,1.633530600723399
-3.9030007744866015,0.007866996424965831,0.0039334982124829155,0.9960665017875171,-2.9235993001716327,"PrCG_L_to_IFG_opercularis_L",-0.38820749624102374,"0.813527185111979","0.4380864248083147","0.9967326008044662",0.011132151551469955,"0.14212893732198814",0.19388866681128966,2.771497054971438
-1674.0335465333478,0.00806441230392927,0.004032206151964635,0.9959677938480354,-2.9128206496822453,"Fx_ST_L_to_rostral_ACC_L",-0.46516783161629366,"0.813527185111979","0.4380864248083147","0.9967326008044662",0.030745334252345966,"0.14212893732198814",0.1568129944940328,2.308581476742297
-322.8200344415343,0.00852740401553574,0.00426370200776787,0.9957362979922322,-2.888499967163214,"CST_L_to_IFG_orbitalis_L",-0.27726270847689044,"0.813527185111979","0.4380864248083147","0.9967326008044662",0.0044391474701136165,"0.14212893732198814",0.24115479151841357,3.1695391684942544
-174.80579546732545,0.008847401357432635,0.0044237006787163176,0.9955762993212837,-2.8724172008315714,"Fx_ST_L_to_MFG_DPFC_L",-0.2104747283616218,"0.813527185111979","0.4380864248083147","0.9967326008044662",0.0030523514813464115,"0.14212893732198814",0.27162807071743306,3.327988181866987
-46.468229824513124,0.009292316423573534,0.004646158211786767,0.9953538417882132,-2.850954999698714,"LV_frontal_L_to_AnteriorCom_L",-0.5469557585418429,"0.813527185111979","0.4380864248083147","0.9967326008044662",0.15611087450719632,"0.17131478458362673",0.10213667619950907,1.4685431527730257
