"coef","pvalue","tscore","edge","edge_name","cor_coef","pvalue_adj","pd_adw_coef","pd_adw_pvalue","pd_adw_pvalue_adj","pd_adw_tscore"
186.80342550954154,2.656598830570255e-5,5.586591833995969,"x111_179","ML_R -- LV_temporal_R",0.47619813756344875,"0.47197134823911147",0.29799318141486647,5.167744088988728e-6,"0.01239918673016433",6.385461374057936
14.991288236826483,0.000841771426559186,3.9989629020559723,"x89_123","NucAccumbens_R -- GCC_R",0.5170695544859175,"1.0",0.24672249588872067,0.0002627203918299416,"0.01239918673016433",4.5240046102534235
152.82728654423056,0.0012175300803838381,3.833324218663175,"x105_179","MCP_R -- LV_temporal_R",0.5252861051029993,"1.0",0.2392795315512375,0.0004227440456086217,"0.01239918673016433",4.308826385374001
-0.7375183483065717,0.0026263804310987086,-3.4878928980205997,"x83_149","Thal_R -- PTR_R",-0.47043529962756514,"1.0",0.24767508559774953,0.0004548825181368443,"0.01239918673016433",4.275782240166817
-4.241753787147136,0.003491971808409977,-3.3593494718680925,"x83_148","Thal_R -- PTR_L",-0.5847945360415261,"1.0",0.20362109014960214,0.0029861898805395447,"0.01239918673016433",3.430012019243193
-2.635579652796467,0.0037644130191568184,-3.3253662352524347,"x135_148","RLIC_R -- PTR_L",-0.5403795879994069,"1.0",0.2192230356584876,0.001596311175134729,"0.01239918673016433",3.7117556518356096
2.175666206770979,0.0038027288389597745,3.320782230320091,"x1_23","SFG_R -- PoCG_R",0.37869485328036717,"1.0",0.2707461883310267,0.00026659688783327074,"0.01239918673016433",4.5173593999616175
3.7633821277554427,0.004302524495566353,3.264825071274109,"x16_86","LFOG_L -- Mynert_L",0.33162262611920007,"1.0",0.28278610610449384,0.00020994487942149778,"0.01239918673016433",4.625914885958862
97.61031023271734,0.004404313102244347,3.2542155425287365,"x89_125","NucAccumbens_R -- BCC_R",0.3777420245702115,"1.0",0.2687497144058069,0.00030499518210226693,"0.01239918673016433",4.456374542040148
248.98666266108143,0.004673676241598704,3.227259889407942,"x61_89","rostral_ACC_R -- NucAccumbens_R",0.5168913959080941,"1.0",0.22441456104396026,0.0014224467394910827,"0.01239918673016433",3.7635188867683236
97.08494811081414,0.005417858271418611,3.1600260515343925,"x81_162","GP_R -- LenticularFasc_L",0.4366908416105256,"1.0",0.24793529611677073,0.0006413214145378796,"0.01239918673016433",4.121153465587189
476.85149147305543,0.005598083900852761,3.145106567635306,"x25_60","PrCG_R -- rostral_ACC_L",0.3343914055668042,"1.0",0.27759642000808904,0.0002760050672658094,"0.01239918673016433",4.501630491982895
-10.171840060916546,0.006080129630537665,-3.1073963699216813,"x129_159","TAP_R -- AnsaLenticularis_R",-0.5574566206500468,"1.0",0.20642767025511166,0.0033158535152513885,"0.01239918673016433",3.3827375237575805
36.48697176566809,0.006355869619462062,3.087116884782631,"x89_139","NucAccumbens_R -- CGC_R",0.5070304131049713,"1.0",0.22342195765199607,0.0016879159197829658,"0.01239918673016433",3.6867014276875305
-280.1258664632118,0.0064012695420402315,-3.0838603907983884,"x44_151","PHG_L -- SS_R",-0.4956431728911402,"1.0",0.22705828007001577,0.0014697046711209909,"0.01239918673016433",3.7488499053835267
4.079156987742595,0.006851671360143798,3.052720052524595,"x82_180","Thal_L -- III_and_IV_ventricle",0.3648684752408978,"1.0",0.26547045369729433,0.0004212401244365977,"0.01239918673016433",4.310434216917876
122.45983750368609,0.0077134707035772946,2.9983240824494772,"x111_141","ML_R -- CGH_R",0.33004532198687037,"1.0",0.2734117446040157,0.0003644339841109527,"0.01239918673016433",4.375837369221741
3.2231644376720787,0.007982243214307632,2.982563769379011,"x82_107","Thal_L -- PCT_R",0.4793748527379339,"1.0",0.229092269736503,0.0014948541101218252,"0.01239918673016433",3.7412341375128335
0.7507581616151795,0.008347531123776957,2.9619497738806424,"x82_110","Thal_L -- ML_L",0.3175219954999378,"1.0",0.2755701036786874,0.00036104425769152674,"0.01239918673016433",4.380060130935158
45.42583019979724,0.008350698518420602,2.96177488318864,"x162_163","LenticularFasc_L -- LenticularFasc_R",0.3596250688047112,"1.0",0.263720835755456,0.0004890158478674109,"0.01239918673016433",4.243173844567445
4.25090809653159,0.008645242252448044,2.9457859044474803,"x82_113","Thal_L -- Pons_R",0.47401530884090876,"1.0",0.22960872711280012,0.0015167645705267893,"0.01239918673016433",3.734702630274874
-4.648202452742135,0.009025202352177393,-2.9259219021457565,"x45_143","PHG_R -- Fx/ST_R",-0.5964081692374276,"1.0",0.1853441403152555,0.009462842121296017,"0.013194109346177376",2.904021156402881
37.61055071793213,0.009064229494779271,2.923927627335354,"x92_94","Snigra_L -- cerebellum_R",0.35411936900595103,"1.0",0.2639077719538266,0.0005070839727904572,"0.01239918673016433",4.226830742132485
12.014295328965707,0.009132887801353068,2.9204392806744854,"x98_117","Midbrain_L -- ACR_R",0.2809986948869637,"1.0",0.2841668243252627,0.00031403842121212886,"0.01239918673016433",4.443145756000722
2.8947542337106396,0.009211670540903938,2.9164676470697324,"x98_107","Midbrain_L -- PCT_R",0.7053856437780918,"1.0",0.11777730346800397,0.12629764929215773,"0.13424698081395683",1.603178778563602
434.76744819405235,0.00928613370413194,2.9127438481401615,"x52_109","MOG_L -- ICP_R",0.25772263308570753,"1.0",0.29036715683524933,0.0002810618892829703,"0.01239918673016433",4.493399396740203
3.1025195929984695,0.010011819509493085,2.8778926456296623,"x1_121","SFG_R -- PCR_R",0.2683766502983863,"1.0",0.2859560305541386,0.0003195142419894757,"0.01239918673016433",4.435321733370259
