"predictor","neg_ratio","pos_ratio","standard_dev","mean","pos_ratio_adj","neg_ratio_adj"
"AG_L_to_IFG_opercularis_L",0.6023976023976024,0.3986013986013986,0.0027844060152545118,-0.00033584315631764893,"0.699021041167231","0.7675787480884932"
"AG_L_to_IFG_orbitalis_L",0.3806193806193806,0.6203796203796204,0.0004821169242348136,0.00017267808432213435,"0.699021041167231","0.7675787480884932"
"AG_L_to_IFG_triangularis_L",0.5144855144855145,0.4865134865134865,0.0020152079258982376,0.0002613600523513593,"0.699021041167231","0.7675787480884932"
"AG_L_to_LFOG_L",0.6253746253746254,0.3756243756243756,4.8549470145492475e-5,-1.0918428331064984e-5,"0.699021041167231","0.7675787480884932"
"AG_L_to_MFG_DPFC_L",0.5034965034965035,0.4975024975024975,0.0001439863372640893,2.244845384830833e-5,"0.699021041167231","0.7675787480884932"
"AG_L_to_MFG_L",0.5314685314685315,0.4695304695304695,0.0029541746704042342,0.00037348597620057795,"0.699021041167231","0.7675787480884932"
"AG_L_to_MFOG_L",0.6193806193806194,0.38161838161838163,3.8374047311452325e-5,-4.487731091353506e-6,"0.699021041167231","0.7675787480884932"
"AG_L_to_PoCG_L",0.6513486513486514,0.34965034965034963,0.0024293543002945318,-0.0007334772173836576,"0.699021041167231","0.7675787480884932"
"AG_L_to_PrCG_L",0.6043956043956044,0.3966033966033966,0.0023787351737643236,-0.00036554911194089845,"0.699021041167231","0.7675787480884932"
"AG_L_to_SFG_L",0.5934065934065934,0.4075924075924076,0.0011030802519861988,-4.4056436668287805e-5,"0.699021041167231","0.7675787480884932"
"AG_L_to_SFG_PFC_L",0.6923076923076923,0.3086913086913087,0.00019423935684797965,-5.2339750868196655e-5,"0.699021041167231","0.7675787480884932"
"AG_L_to_SFG_pole_L",0.3906093906093906,0.6103896103896104,1.2305823888057687e-5,3.4466502256191833e-6,"0.699021041167231","0.7675787480884932"
"AG_L_to_SMG_L",0.5244755244755245,0.47652347652347654,0.003086079409643522,-0.00021798131798725796,"0.699021041167231","0.7675787480884932"
"AG_L_to_SPG_L",0.43156843156843155,0.5694305694305695,0.003974432181225341,0.0006620902791186396,"0.699021041167231","0.7675787480884932"
"Amyg_L_to_AG_L",0.3986013986013986,0.6023976023976024,0.0003501304370816532,0.00013476922880270814,"0.699021041167231","0.7675787480884932"
"Amyg_L_to_Cu_L",0.5634365634365635,0.43756243756243757,0.0008175913086563139,-0.00013155379064927104,"0.699021041167231","0.7675787480884932"
"Amyg_L_to_ENT_L",0.36163836163836166,0.6393606393606394,0.002041720253573648,0.0003892395385158061,"0.699021041167231","0.7675787480884932"
"Amyg_L_to_FuG_L",0.6013986013986014,0.3996003996003996,0.000730142743540588,-0.0001297756268181075,"0.699021041167231","0.7675787480884932"
"Amyg_L_to_IFG_opercularis_L",0.4825174825174825,0.5184815184815185,1.6341804560494194e-5,6.185034421057974e-7,"0.699021041167231","0.7675787480884932"
"Amyg_L_to_IFG_orbitalis_L",0.6303696303696303,0.3706293706293706,2.6803482055413504e-5,-7.441789823913409e-6,"0.699021041167231","0.7675787480884932"
"Amyg_L_to_IFG_triangularis_L",0.6023976023976024,0.3986013986013986,2.1528520566642816e-5,-3.336254770923948e-6,"0.699021041167231","0.7675787480884932"
"Amyg_L_to_ITG_L",0.7282717282717283,0.2727272727272727,0.0027199788394286087,-0.0012692232548709805,"0.699021041167231","0.7675787480884932"
"Amyg_L_to_Ins_L",0.46653346653346656,0.5344655344655345,0.00013326254335323763,3.2291189271759804e-5,"0.699021041167231","0.7675787480884932"
"Amyg_L_to_LFOG_L",0.46553446553446554,0.5354645354645354,6.994896245621159e-5,1.2862022024688363e-6,"0.699021041167231","0.7675787480884932"
"Amyg_L_to_LG_L",0.5444555444555444,0.4565434565434565,0.0007495737141667079,-0.00013377637318068544,"0.699021041167231","0.7675787480884932"
"Amyg_L_to_MFG_DPFC_L",0.5474525474525475,0.45354645354645357,1.4309953736388638e-5,-2.7664924986733092e-6,"0.699021041167231","0.7675787480884932"
"Amyg_L_to_MFG_L",0.5134865134865135,0.4875124875124875,2.565083466336965e-5,8.736164468484527e-7,"0.699021041167231","0.7675787480884932"
"Amyg_L_to_MFOG_L",0.4935064935064935,0.5074925074925075,0.00020741374812089576,-1.534481884686913e-5,"0.699021041167231","0.7675787480884932"
"Amyg_L_to_MTG_L",0.7242757242757243,0.27672327672327673,0.0012381227185242845,-0.00046829711058920354,"0.699021041167231","0.7675787480884932"
"Amyg_L_to_MTG_L_pole",0.6113886113886113,0.38961038961038963,0.0036047887972987546,-0.0007252869116465313,"0.699021041167231","0.7675787480884932"
"Amyg_L_to_PCC_L",0.5394605394605395,0.46153846153846156,0.000318423827311219,-2.0821203455440445e-6,"0.699021041167231","0.7675787480884932"
"Amyg_L_to_PHG_L",0.5974025974025974,0.4035964035964036,0.004043487400473162,-0.0004601050080204402,"0.699021041167231","0.7675787480884932"
"Amyg_L_to_PoCG_L",0.4695304695304695,0.5314685314685315,0.00022948854630909163,7.561002907491802e-6,"0.699021041167231","0.7675787480884932"
"Amyg_L_to_PrCG_L",0.4165834165834166,0.5844155844155844,4.6372174407774676e-5,8.554518527336367e-6,"0.699021041167231","0.7675787480884932"
"Amyg_L_to_PrCu_L",0.5814185814185814,0.4195804195804196,0.0003093036861862737,-3.703131468271606e-5,"0.699021041167231","0.7675787480884932"
"Amyg_L_to_SFG_L",0.41058941058941056,0.5904095904095904,2.5838827458266818e-5,8.923342038350362e-6,"0.699021041167231","0.7675787480884932"
