"predictor","neg_ratio","pos_ratio","standard_dev","mean","pos_ratio_adj","neg_ratio_adj"
"AG_L",0.5854145854145855,0.4155844155844156,0.3596040117126453,-0.020164519960140913,"0.5004995004995005","0.6043956043956044"
"Amyg_L",0.5384615384615384,0.46253746253746253,0.4344419467926923,0.007316811852453212,"0.5004995004995005","0.6043956043956044"
"Cu_L",0.5414585414585414,0.4595404595404595,0.6162377430381544,-0.004394600979354924,"0.5004995004995005","0.6043956043956044"
"ENT_L",0.5094905094905094,0.4885114885114885,0.5655624475125794,-0.005879182484843983,"0.5004995004995005","0.6043956043956044"
"FuG_L",0.5114885114885115,0.48951048951048953,0.6950070996441197,0.0502795268846141,"0.5004995004995005","0.6043956043956044"
"Hippo_L",0.5304695304695305,0.47052947052947053,0.7264194610632233,0.019491690668707918,"0.5004995004995005","0.6043956043956044"
"IFG_opercularis_L",0.5984015984015985,0.4025974025974026,0.41120000811768226,0.003227940067008624,"0.5004995004995005","0.6043956043956044"
"IFG_orbitalis_L",0.5594405594405595,0.44155844155844154,0.41341997154484855,0.016254297144403407,"0.5004995004995005","0.6043956043956044"
"IFG_triangularis_L",0.5914085914085914,0.4095904095904096,0.3608342681079797,-0.004506856503961328,"0.5004995004995005","0.6043956043956044"
"ITG_L",0.5194805194805194,0.48151848151848153,0.5362228158276522,-0.0030366468219263114,"0.5004995004995005","0.6043956043956044"
"Ins_L",0.5974025974025974,0.4035964035964036,0.45360463585105154,0.003383229757461187,"0.5004995004995005","0.6043956043956044"
"LFOG_L",0.5744255744255744,0.42657342657342656,0.49117437414626636,-0.014480142349015459,"0.5004995004995005","0.6043956043956044"
"LG_L",0.5074925074925075,0.4935064935064935,0.8933143999149984,0.044956367650355426,"0.5004995004995005","0.6043956043956044"
"MFG_DPFC_L",0.5364635364635365,0.4645354645354645,0.726419047755998,0.014587619057692847,"0.5004995004995005","0.6043956043956044"
"MFG_L",0.5804195804195804,0.4205794205794206,0.6069473095535052,0.0014051684189836597,"0.5004995004995005","0.6043956043956044"
"MFOG_L",0.5564435564435565,0.4435564435564436,0.6049812093734741,0.007271715608154554,"0.5004995004995005","0.6043956043956044"
"MTG_L",0.5544455544455544,0.44655344655344653,0.3994462194690885,-0.0019700759590158966,"0.5004995004995005","0.6043956043956044"
"MTG_L_pole",0.5524475524475524,0.4485514485514486,0.5749645658855755,0.003064073169620854,"0.5004995004995005","0.6043956043956044"
"PCC_L",0.5244755244755245,0.47652347652347654,0.740362474973257,0.0028064436733290956,"0.5004995004995005","0.6043956043956044"
"PHG_L",0.5204795204795205,0.4805194805194805,0.7271158589513533,0.02097918561160777,"0.5004995004995005","0.6043956043956044"
"PIns_L",0.5904095904095904,0.41058941058941056,0.34003065508532376,-0.001976598781249999,"0.5004995004995005","0.6043956043956044"
"PSIG_L",0.5184815184815185,0.4825174825174825,0.5208669800413663,-0.0009943263657434369,"0.5004995004995005","0.6043956043956044"
"PSMG_L",0.5584415584415584,0.44255744255744256,0.3867012762658562,0.015820943464150552,"0.5004995004995005","0.6043956043956044"
"PSTG_L",0.5944055944055944,0.4065934065934066,0.44334226268256377,-0.011669348109655895,"0.5004995004995005","0.6043956043956044"
"PoCG_L",0.5824175824175825,0.41858141858141856,0.6802045537849855,-0.017833120093487816,"0.5004995004995005","0.6043956043956044"
"PrCG_L",0.6043956043956044,0.3966033966033966,0.6574513790168431,-0.010054881496077559,"0.5004995004995005","0.6043956043956044"
"PrCu_L",0.5164835164835165,0.48451548451548454,0.5987826458223292,-0.0012176577883058683,"0.5004995004995005","0.6043956043956044"
"SFG_L",0.5254745254745254,0.4755244755244755,0.6701049930263626,-0.0024183804547460155,"0.5004995004995005","0.6043956043956044"
"SFG_PFC_L",0.5444555444555444,0.4565434565434565,0.6468659701936919,-0.012303810848087026,"0.5004995004995005","0.6043956043956044"
"SFG_pole_L",0.5154845154845155,0.45554445554445555,0.04415054391167039,-2.9347097977530635e-5,"0.5004995004995005","0.6043956043956044"
"SMG_L",0.5534465534465535,0.44755244755244755,0.4953383217402982,0.0289533588694982,"0.5004995004995005","0.6043956043956044"
"SPG_L",0.5764235764235764,0.4245754245754246,0.467590242173805,0.0003944140153201528,"0.5004995004995005","0.6043956043956044"
"STG_L",0.5974025974025974,0.4035964035964036,0.5196940268894586,-0.015174904217966557,"0.5004995004995005","0.6043956043956044"
"STG_L_pole",0.5674325674325674,0.43356643356643354,0.5652615346929251,0.004491383042721456,"0.5004995004995005","0.6043956043956044"
"dorsal_ACC_L",0.5004995004995005,0.5004995004995005,0.6314014539661597,0.04016716507751238,"0.5004995004995005","0.6043956043956044"
"rostral_ACC_L",0.5064935064935064,0.4925074925074925,0.6421753862496002,-0.0045894123754984814,"0.5004995004995005","0.6043956043956044"
"subcallosal_ACC_L",0.41058941058941056,0.39760239760239763,0.0756228189478644,-0.003876523199189487,"0.5004995004995005","0.6043956043956044"
"subgenual_ACC_L",0.000999000999000999,0.000999000999000999,0.0,0.0,"0.03796203796203796","0.03796203796203796"
