"edge","edge_name","coef","pos_rank","neg_rank"
"x10_187","IFG_opercularis_L -- PSIG_L",-0.019486658365786433,"101","101"
"x72_183","Amyg_L -- PSTG_L",-0.01909614664272257,"101","101"
"x22_80","PoCG_L -- GP_L",-0.018834533714945582,"101","101"
"x18_38","MFOG_L -- MTG_L",-0.018671693331185412,"101","101"
"x12_66","IFG_orbitalis_L -- dorsal_ACC_L",-0.0182098989400933,"101","101"
"x183_187","PSTG_L -- PSIG_L",-0.01808450879154941,"101","101"
"x58_82","LG_L -- Thal_L",-0.01799990971438519,"101","101"
"x22_42","PoCG_L -- ITG_L",-0.017905055033522795,"101","101"
"x24_76","PrCG_L -- Caud_L",-0.017726857703051303,"101","101"
"x48_50","FuG_L -- SOG_L",-0.017432779223193952,"101","101"
"x0_28","SFG_L -- SMG_L",-0.0173652509718247,"101","101"
"x20_36","RG_L -- STG_L_pole",-0.017140882645739285,"101","101"
"x34_181","STG_L -- PIns_L",-0.01713760605912465,"101","101"
"x12_74","IFG_orbitalis_L -- Hippo_L",-0.016421937889917613,"101","101"
"x22_68","PoCG_L -- PCC_L",-0.01640470811031736,"101","101"
"x32_183","PrCu_L -- PSTG_L",-0.016379290756112184,"101","101"
"x18_74","MFOG_L -- Hippo_L",-0.016350774397380308,"101","101"
"x10_52","IFG_opercularis_L -- MOG_L",-0.016335532156097114,"101","101"
"x52_181","MOG_L -- PIns_L",-0.016326153961674857,"101","101"
"x74_187","Hippo_L -- PSIG_L",-0.01590770347538175,"101","101"
"x56_187","Cu_L -- PSIG_L",-0.015884261800520532,"101","101"
"x56_183","Cu_L -- PSTG_L",-0.015794062177960942,"101","101"
"x28_66","SMG_L -- dorsal_ACC_L",-0.015668005665870302,"101","101"
"x28_34","SMG_L -- STG_L",-0.015590480139802427,"101","101"
"x12_52","IFG_orbitalis_L -- MOG_L",-0.01543662338113268,"101","101"
"x12_22","IFG_orbitalis_L -- PoCG_L",-0.015426878658196036,"101","101"
"x20_64","RG_L -- subgenual_ACC_L",-0.015342009803675838,"101","101"
"x58_181","LG_L -- PIns_L",-0.01498623626180029,"101","101"
"x56_80","Cu_L -- GP_L",-0.014850568914858333,"101","101"
"x12_24","IFG_orbitalis_L -- PrCG_L",-0.014737132844515364,"101","101"
"x20_42","RG_L -- ITG_L",-0.014447451236708667,"101","101"
"x16_36","LFOG_L -- STG_L_pole",-0.014278778313688161,"101","101"
"x70_82","Ins_L -- Thal_L",-0.014259575190156309,"101","101"
"x42_183","ITG_L -- PSTG_L",-0.014219653275958286,"101","101"
"x20_62","RG_L -- subcallosal_ACC_L",-0.014136483737392687,"101","101"
"x36_183","STG_L_pole -- PSTG_L",-0.0138595401736209,"101","101"
"x30_72","AG_L -- Amyg_L",-0.013768246945089586,"101","101"
"x22_52","PoCG_L -- MOG_L",-0.013765941543362716,"101","101"
"x12_54","IFG_orbitalis_L -- IOG_L",-0.013148814030897802,"101","101"
"x52_70","MOG_L -- Ins_L",-0.013116298259144675,"101","101"
"x22_70","PoCG_L -- Ins_L",-0.012990215809479875,"101","101"
"x30_52","AG_L -- MOG_L",-0.012850846794180224,"101","101"
"x18_185","MFOG_L -- PSMG_L",-0.01276905612947772,"101","101"
"x72_82","Amyg_L -- Thal_L",-0.01266886864632664,"101","101"
"x30_78","AG_L -- Put_L",-0.012596096864328743,"101","101"
"x28_38","SMG_L -- MTG_L",-0.012580934392359007,"101","101"
"x181_185","PIns_L -- PSMG_L",-0.01246507966302839,"101","101"
"x18_36","MFOG_L -- STG_L_pole",-0.01246169661797973,"101","101"
"x50_66","SOG_L -- dorsal_ACC_L",-0.012405561938181502,"101","101"
"x30_68","AG_L -- PCC_L",-0.0123662187449141,"101","101"
"x52_80","MOG_L -- GP_L",-0.012342899713230923,"101","101"
"x80_183","GP_L -- PSTG_L",-0.012323547914182118,"101","101"
"x20_54","RG_L -- IOG_L",-0.012259932195310907,"101","101"
"x70_185","Ins_L -- PSMG_L",-0.01218191386455358,"101","101"
"x16_185","LFOG_L -- PSMG_L",-0.012176876301843303,"101","101"
"x16_58","LFOG_L -- LG_L",-0.012107012427555875,"101","101"
"x40_78","MTG_L_pole -- Put_L",-0.012068296338759847,"101","101"
"x68_74","PCC_L -- Hippo_L",-0.011542353007966164,"101","101"
"x16_40","LFOG_L -- MTG_L_pole",-0.011488469063023529,"101","101"
"x30_66","AG_L -- dorsal_ACC_L",-0.011234559485535572,"101","101"
"x24_42","PrCG_L -- ITG_L",-0.010407059544581496,"101","101"
"x76_185","Caud_L -- PSMG_L",-0.010223906597601475,"101","101"
"x26_60","SPG_L -- rostral_ACC_L",-0.01020971743216451,"101","101"
"x66_185","dorsal_ACC_L -- PSMG_L",-0.010197232353786688,"101","101"
"x80_82","GP_L -- Thal_L",-0.010165388096230257,"101","101"
"x24_54","PrCG_L -- IOG_L",-0.010111603165963101,"101","101"
"x42_82","ITG_L -- Thal_L",-0.010053105623609141,"101","101"
"x22_48","PoCG_L -- FuG_L",-0.010013708708306073,"101","101"
"x72_78","Amyg_L -- Put_L",-0.00998522427520966,"101","101"
"x26_76","SPG_L -- Caud_L",-0.009758063702098045,"101","101"
"x2_58","SFG_PFC_L -- LG_L",-0.009651895960313864,"101","101"
"x54_70","IOG_L -- Ins_L",-0.009539405463396962,"101","101"
"x20_38","RG_L -- MTG_L",-0.009515996920958489,"101","101"
"x2_78","SFG_PFC_L -- Put_L",-0.009413875214055439,"101","101"
