"predictor","neg_ratio","pos_ratio","standard_dev","mean","pos_ratio_adj","neg_ratio_adj"
"AG_L",0.33663366336633666,0.6732673267326733,0.16882285936744001,-0.0478231463355808,"0.9900990099009901","0.7106710671067107"
"Amyg_L",0.8217821782178217,0.18811881188118812,0.2878497671133561,-0.08312810638389609,"0.9900990099009901","0.8922206506364921"
"Cu_L",0.693069306930693,0.31683168316831684,0.41605612908598943,0.022874944342890037,"0.9900990099009901","0.8495688278505269"
"ENT_L",0.5247524752475248,0.48514851485148514,0.4857808737265829,0.2038819450358937,"0.9900990099009901","0.766945925361767"
"FuG_L",0.5247524752475248,0.48514851485148514,0.2603973164488672,0.016605948198883443,"0.9900990099009901","0.766945925361767"
"Hippo_L",0.10891089108910891,0.900990099009901,0.3838203769534198,0.12221891197555994,"0.9900990099009901","0.41386138613861384"
"IFG_opercularis_L",0.09900990099009901,0.9108910891089109,0.23691956679254147,0.08310543349698778,"0.9900990099009901","0.41386138613861384"
"IFG_orbitalis_L",0.18811881188118812,0.8217821782178217,0.29527172896100506,0.135773651850892,"0.9900990099009901","0.5374823196605375"
"IFG_triangularis_L",0.09900990099009901,0.9108910891089109,0.29893659894505564,0.05649169786128369,"0.9900990099009901","0.41386138613861384"
"ITG_L",0.7623762376237624,0.24752475247524752,0.274264408567931,-0.03510801319672865,"0.9900990099009901","0.8741991846243449"
"Ins_L",0.38613861386138615,0.6237623762376238,0.29110992312214246,-0.1284483216792132,"0.9900990099009901","0.7166430928807167"
"LFOG_L",0.5148514851485149,0.49504950495049505,0.425494265588488,-0.15703705504285215,"0.9900990099009901","0.766945925361767"
"LG_L",0.9702970297029703,0.039603960396039604,0.48597515088491955,-0.14938005126200266,"0.5643564356435643","0.9702970297029703"
"MFG_DPFC_L",0.5544554455445545,0.45544554455445546,0.4391957019984902,-0.15282315330378546,"0.9900990099009901","0.7793493635077793"
"MFG_L",0.19801980198019803,0.8118811881188119,0.3951622970371153,0.0923263905650093,"0.9900990099009901","0.5374823196605375"
"MFOG_L",0.039603960396039604,0.9702970297029703,0.9126797681652709,0.3858376453577123,"0.9900990099009901","0.300990099009901"
"MTG_L",0.7326732673267327,0.27722772277227725,0.15476349154355465,0.009909494386963195,"0.9900990099009901","0.870049504950495"
"MTG_L_pole",0.9504950495049505,0.0594059405940594,0.38128213761651863,-0.16785545089589854,"0.5643564356435643","0.9702970297029703"
"PCC_L",0.04950495049504951,0.9603960396039604,0.6166779328584299,0.28093923888820055,"0.9900990099009901","0.31353135313531355"
"PHG_L",0.6534653465346535,0.3564356435643564,0.545332360297945,0.19024366951981908,"0.9900990099009901","0.8495688278505269"
"PIns_L",0.019801980198019802,0.9900990099009901,0.1590528425779614,0.1260757523501665,"0.9900990099009901","0.2508250825082508"
"PSIG_L",0.9603960396039604,0.04950495049504951,0.30572388852403415,-0.17191362581647765,"0.5643564356435643","0.9702970297029703"
"PSMG_L",0.45544554455445546,0.5544554455445545,0.4047523961473372,0.2139077569883025,"0.9900990099009901","0.766945925361767"
"PSTG_L",0.2376237623762376,0.7722772277227723,0.296394082369707,-0.08680793775909355,"0.9900990099009901","0.5643564356435643"
"PoCG_L",0.19801980198019803,0.8118811881188119,0.2913622010879164,0.031018281275110162,"0.9900990099009901","0.5374823196605375"
"PrCG_L",0.0594059405940594,0.9504950495049505,0.35195353927752193,0.0994217456922825,"0.9900990099009901","0.32248939179632247"
"PrCu_L",0.22772277227722773,0.7821782178217822,0.468478590163724,0.09023008259333784,"0.9900990099009901","0.5643564356435643"
"SFG_L",0.18811881188118812,0.8217821782178217,0.4716405959392171,0.006082709654882517,"0.9900990099009901","0.5374823196605375"
"SFG_PFC_L",0.504950495049505,0.504950495049505,0.42899280517466865,-0.08973535985274766,"0.9900990099009901","0.766945925361767"
"SFG_pole_L",0.36633663366336633,0.5841584158415841,0.0468558580040831,-0.016916822023350323,"0.9900990099009901","0.7166430928807167"
"SMG_L",0.0297029702970297,0.9801980198019802,0.34213441945115214,0.17584280053486834,"0.9900990099009901","0.28217821782178215"
"SPG_L",0.39603960396039606,0.6138613861386139,0.3318417982368515,-0.07055227861728679,"0.9900990099009901","0.7166430928807167"
"STG_L",0.5742574257425742,0.43564356435643564,0.263744695063671,-0.10685320442652145,"0.9900990099009901","0.7793493635077793"
"STG_L_pole",0.7821782178217822,0.22772277227722773,0.3517774638814433,0.03755723942525843,"0.9900990099009901","0.8741991846243449"
"dorsal_ACC_L",0.3069306930693069,0.7029702970297029,0.4442856241181565,0.05885977885289487,"0.9900990099009901","0.6860803727431567"
"rostral_ACC_L",0.693069306930693,0.31683168316831684,0.30674293493703997,0.02263554440699218,"0.9900990099009901","0.8495688278505269"
"subcallosal_ACC_L",0.019801980198019802,0.801980198019802,0.07519054926150623,0.029133613683407483,"0.9900990099009901","0.2508250825082508"
"subgenual_ACC_L",0.009900990099009901,0.009900990099009901,0.0,0.0,"0.37623762376237624","0.2508250825082508"
