"perm_score","actual_score","actual_score_rank","pos_perm_coef","neg_perm_coef"
-0.6879495103723576,-1.4947249895977266,13,0.5908057792807104,-0.3784356430194053
-0.7031674769864884,-1.4947249895977266,13,0.5838005513676829,-0.3690919961467045
-0.7350167939218146,-1.4947249895977266,13,0.5723938942371769,-0.3587888564065671
-0.8845118197957178,-1.4947249895977266,13,0.5670846632561164,-0.33370680169642525
-0.9417643924124934,-1.4947249895977266,13,0.5656298630212715,-0.3115504166426456
-1.0101665917988667,-1.4947249895977266,13,0.5619042095868026,-0.3053768946261055
-1.151880022991555,-1.4947249895977266,13,0.553887100784635,-0.30453186866693416
-1.1794455346372612,-1.4947249895977266,13,0.5477113260714245,-0.30071874919402547
-1.2510303486832193,-1.4947249895977266,13,0.5430479218411447,-0.2996777383148853
-1.266643788118042,-1.4947249895977266,13,0.5403929943085777,-0.29443643512263845
-1.3225151462063078,-1.4947249895977266,13,0.5369867181093686,-0.2866513884962899
-1.3877827385677426,-1.4947249895977266,13,0.527134695441346,-0.28580184840317796
-2.236240255208827,-1.4947249895977266,13,0.5196032378640949,-0.28318977162070846
-2.2885066006290664,-1.4947249895977266,13,0.5157198704851397,-0.28119024110404484
-2.375724684640394,-1.4947249895977266,13,0.5143317866777873,-0.28023623727227687
-2.6071061029801625,-1.4947249895977266,13,0.5051518442038111,-0.27568937736585947
-2.622910151805057,-1.4947249895977266,13,0.5042633237341224,-0.272230295193248
-2.6305463805011198,-1.4947249895977266,13,0.504228166464607,-0.27038050036931804
-2.6676153824604656,-1.4947249895977266,13,0.502623023048453,-0.2679878260809009
-2.756414921989783,-1.4947249895977266,13,0.49961767293253356,-0.2650310989080318
-2.7567735033765075,-1.4947249895977266,13,0.4989791101970997,-0.2612403048625666
-2.773573812142893,-1.4947249895977266,13,0.48914840708532925,-0.26090470061341725
-2.8034720412813976,-1.4947249895977266,13,0.4853114229960173,-0.2607043367062029
-2.8124063573370823,-1.4947249895977266,13,0.4838878377582714,-0.25803377754814805
-2.8891731650047565,-1.4947249895977266,13,0.4818080316860213,-0.2579278454178423
-3.191451304169084,-1.4947249895977266,13,0.4807452991048228,-0.25739093531380175
-3.2797580987749724,-1.4947249895977266,13,0.47894769778900603,-0.2557099812240029
-3.3967708284357307,-1.4947249895977266,13,0.4761312444322156,-0.25479544499367884
-3.4285832165750225,-1.4947249895977266,13,0.47029266980458534,-0.25305584982020085
-3.505568735759911,-1.4947249895977266,13,0.47012971275752236,-0.24968729006658866
-3.5573736616831275,-1.4947249895977266,13,0.4695745605545269,-0.24852260727291542
-3.564653527386103,-1.4947249895977266,13,0.4686511612450365,-0.2464844275030936
-3.6166091166421577,-1.4947249895977266,13,0.46630928560813406,-0.24436556155964176
-3.808405708184301,-1.4947249895977266,13,0.46629428475874996,-0.24412061459875184
-3.8548050048986022,-1.4947249895977266,13,0.4625424161570259,-0.2432764353173083
-4.000958501909445,-1.4947249895977266,13,0.4612438008074642,-0.24288221120414608
-4.0301464442688975,-1.4947249895977266,13,0.45856820661886427,-0.24101896325783276
-4.034427761478062,-1.4947249895977266,13,0.4550748175917533,-0.24071091683452292
-4.231217535455593,-1.4947249895977266,13,0.45338362828365236,-0.24017383548595164
-4.429745400603538,-1.4947249895977266,13,0.45273329366538634,-0.24017013292522968
-4.458292198336262,-1.4947249895977266,13,0.446264122863513,-0.23966499490300008
-4.520227360483158,-1.4947249895977266,13,0.4461695060180341,-0.23760528019259974
-4.707383265548546,-1.4947249895977266,13,0.44284986162352274,-0.23125150332294597
-4.781270412551013,-1.4947249895977266,13,0.44274806653106435,-0.23073183501618236
-4.78347584311175,-1.4947249895977266,13,0.44150850454273755,-0.22920833518693784
-4.994193356997095,-1.4947249895977266,13,0.4397610636568633,-0.22650503650823042
-4.995316620148908,-1.4947249895977266,13,0.4385616732106779,-0.2259583791997814
-5.003790909267055,-1.4947249895977266,13,0.4334383671491478,-0.2256998281842484
-5.235416787203043,-1.4947249895977266,13,0.4330437664405341,-0.2252682823966444
-5.390797389476669,-1.4947249895977266,13,0.4290226811127437,-0.22136946287792353
-5.5488376802620545,-1.4947249895977266,13,0.4288195603535932,-0.2210055797908441
-5.640210327393462,-1.4947249895977266,13,0.42876844743896214,-0.21939216511110576
-5.6737614918977615,-1.4947249895977266,13,0.42498636478992247,-0.21926752230014526
-5.833906471593586,-1.4947249895977266,13,0.42404385118608184,-0.21831163676073398
-6.010643698008631,-1.4947249895977266,13,0.4162312618115215,-0.2172782740000105
-6.014893328311153,-1.4947249895977266,13,0.413674707067682,-0.21649943599735788
-6.275789956214911,-1.4947249895977266,13,0.41056632509855584,-0.21608029774942059
-6.431015401632178,-1.4947249895977266,13,0.4103963099192519,-0.215485336225191
-6.4581249775586915,-1.4947249895977266,13,0.40898213338823036,-0.21392822706470865
-6.751292707024951,-1.4947249895977266,13,0.40676297066855543,-0.21184187767485238
-6.824769670973681,-1.4947249895977266,13,0.4062035086731235,-0.21147866077906383
-7.133765953353406,-1.4947249895977266,13,0.4038776945861384,-0.21073712397272618
-7.443812612672741,-1.4947249895977266,13,0.4029850331535689,-0.20831082102707008
-7.4803122488292395,-1.4947249895977266,13,0.40027949311665506,-0.20743781226778632
-7.586508394581404,-1.4947249895977266,13,0.399573760744871,-0.20740093356530515
-7.668322972965796,-1.4947249895977266,13,0.3988374100062388,-0.20520435413747376
-7.739003172645035,-1.4947249895977266,13,0.39508825354410376,-0.2045104999771111
-7.951905552048413,-1.4947249895977266,13,0.394952486776176,-0.20223852450942437
-8.540937982015468,-1.4947249895977266,13,0.3932393182487784,-0.202164106988227
-8.606572689266585,-1.4947249895977266,13,0.3930924654144004,-0.20094627038227386
-8.663704654735561,-1.4947249895977266,13,0.3929579042026142,-0.19825054254665903
-8.81929267726028,-1.4947249895977266,13,0.392632410413076,-0.19762738154278917
-8.959437904208157,-1.4947249895977266,13,0.390398015705908,-0.19704508488992933
-9.214364874507293,-1.4947249895977266,13,0.38331650466557393,-0.19515970403642868
-9.357909593679505,-1.4947249895977266,13,0.38243106276562266,-0.19482985599694275
-9.368117375797983,-1.4947249895977266,13,0.3811711258038551,-0.1945368370849176
-9.532362659698988,-1.4947249895977266,13,0.37499162480349973,-0.1931605927212131
-9.538333321135179,-1.4947249895977266,13,0.37367717607912626,-0.191387191618585
-9.546784026359337,-1.4947249895977266,13,0.37367270233750205,-0.19110767333554418
-10.321605967546054,-1.4947249895977266,13,0.37186004270077966,-0.19045671853591395
-10.365872993180007,-1.4947249895977266,13,0.37098862414117384,-0.18452380813946015
-10.617877092000478,-1.4947249895977266,13,0.36887338541027437,-0.1833163402761311
-11.003875705060562,-1.4947249895977266,13,0.36644582501536976,-0.18309984500821824
-11.061587878220346,-1.4947249895977266,13,0.36458809449780716,-0.18257010538982538
-11.143477302516539,-1.4947249895977266,13,0.36162355687569986,-0.18164598433873982
-11.259778392904925,-1.4947249895977266,13,0.36054631928619657,-0.17748400347240995
-11.361585667988711,-1.4947249895977266,13,0.36048059032158103,-0.17697734514885397
-11.836247181330341,-1.4947249895977266,13,0.35936090602013515,-0.1765027586689633
-12.858633535372228,-1.4947249895977266,13,0.3580793901209285,-0.17627136377361113
-13.658858969815793,-1.4947249895977266,13,0.3556888075627221,-0.16879110389900223
-13.673159705055953,-1.4947249895977266,13,0.3520453444605964,-0.1686202355747508
-14.176991033459435,-1.4947249895977266,13,0.34689557320039677,-0.16679152737623118
-17.591544064074196,-1.4947249895977266,13,0.33928013361307224,-0.16675221343682098
-17.81706031322326,-1.4947249895977266,13,0.3367973106543078,-0.1662375498314194
-20.08608454947496,-1.4947249895977266,13,0.32344444931910976,-0.1583932415616583
-24.50126610578284,-1.4947249895977266,13,0.30971104738619104,-0.15522709344700675
-26.61521133394071,-1.4947249895977266,13,0.30161046732695496,-0.1548733464844041
-26.62581240276696,-1.4947249895977266,13,0.2994196041301271,-0.1525783164453757
-61.295452540805194,-1.4947249895977266,13,0.29059703441743623,-0.14348425539597912
-114.78786616248928,-1.4947249895977266,13,0.2656978496824781,-0.14074460221857216
