"edge","edge_name","coef","pos_rank","neg_rank"
"x8_181","MFG_DPFC_L -- PIns_L",-0.00044274429892315746,"101","101"
"x22_42","PoCG_L -- ITG_L",-0.0004425272517349372,"101","101"
"x10_36","IFG_opercularis_L -- STG_L_pole",-0.0004380882370570512,"101","101"
"x28_36","SMG_L -- STG_L_pole",-0.0004302406884441664,"101","101"
"x66_185","dorsal_ACC_L -- PSMG_L",-0.00042216458710417847,"101","101"
"x48_80","FuG_L -- GP_L",-0.00040559191091008663,"101","101"
"x54_72","IOG_L -- Amyg_L",-0.0003926146290463059,"101","101"
"x28_48","SMG_L -- FuG_L",-0.0003838912826142327,"101","101"
"x14_40","IFG_triangularis_L -- MTG_L_pole",-0.0003810039360251264,"101","101"
"x58_181","LG_L -- PIns_L",-0.0003802477163680202,"101","101"
"x12_28","IFG_orbitalis_L -- SMG_L",-0.00037753934946179997,"101","101"
"x28_72","SMG_L -- Amyg_L",-0.0003759429778761843,"101","101"
"x70_76","Ins_L -- Caud_L",-0.0003741063747915416,"101","101"
"x22_30","PoCG_L -- AG_L",-0.0003727679287067467,"101","101"
"x16_74","LFOG_L -- Hippo_L",-0.0003710173246949107,"101","101"
"x20_82","RG_L -- Thal_L",-0.00036964288714285657,"101","101"
"x0_42","SFG_L -- ITG_L",-0.0003676312487748741,"101","101"
"x0_28","SFG_L -- SMG_L",-0.00036673330294113203,"101","101"
"x22_72","PoCG_L -- Amyg_L",-0.00036242818950808775,"101","101"
"x20_50","RG_L -- SOG_L",-0.00035188881035136215,"101","101"
"x32_181","PrCu_L -- PIns_L",-0.00033811365470373493,"101","101"
"x24_40","PrCG_L -- MTG_L_pole",-0.0003350948845291502,"101","101"
"x44_82","PHG_L -- Thal_L",-0.00032144827358679943,"101","101"
"x0_34","SFG_L -- STG_L",-0.00031964953848182725,"101","101"
"x6_20","MFG_L -- RG_L",-0.0003137669720631474,"101","101"
"x44_185","PHG_L -- PSMG_L",-0.0003135731170569766,"101","101"
"x66_187","dorsal_ACC_L -- PSIG_L",-0.000312923425485669,"101","101"
"x8_60","MFG_DPFC_L -- rostral_ACC_L",-0.00030624362583298915,"101","101"
