,abs_coef_mean,abs_coef_med,coef_mean,coef_med,coef_std,name,rank_mean,rank_med,rank_std,roi
139,3.73753516647e-05,0.0,3.73753516647e-05,0.0,0.000511427858168,CGC_R,8530.52659574,8438.5,5099.21281413,139
60,2.46955370426e-07,0.0,-2.46955370426e-07,0.0,0.000473868734364,rostral_ACC_L,9338.03191489,9481.0,5064.9060659,60
73,1.73750873586e-05,0.0,1.73750873586e-05,0.0,0.000506825702533,Amyg_R,9080.74468085,8980.0,4785.59556296,73
141,5.19849212663e-05,0.0,-5.19849212663e-05,0.0,0.000485019704384,CGH_R,8965.88829787,9240.5,5147.48785592,141
144,7.23034767686e-05,0.0,-7.23034767686e-05,0.0,0.000544432202942,Fx_L,9021.70744681,9503.0,5481.15617021,144
105,6.22674202987e-06,0.0,6.22674202987e-06,0.0,0.000520059629472,MCP_R,8690.54255319,8580.5,5439.42865363,105
65,3.38544433678e-05,0.0,-3.38544433678e-05,0.0,0.000475980980459,subgenual_ACC_R,9279.29255319,9958.0,5091.23729418,65
151,2.0036167078e-05,0.0,-2.0036167078e-05,0.0,0.000506838411071,SS_R,8682.13829787,8566.0,5065.07552316,151
153,2.15694531437e-05,0.0,2.15694531437e-05,0.0,0.00056909919529,SFO_R,8622.64893617,8340.0,5369.41174164,153
154,1.94607676647e-05,0.0,-1.94607676647e-05,0.0,0.000497008670618,SLF_L,9102.29787234,9099.0,4986.33425096,154
157,2.59557578502e-05,0.0,-2.59557578502e-05,0.0,0.000448752763582,UNC_R,9026.0212766,9080.5,4909.71939545,157
61,1.23415881883e-05,0.0,-1.23415881883e-05,0.0,0.000516464894143,rostral_ACC_R,9306.27659574,9101.5,5513.58269708,61
66,2.62502717701e-05,0.0,-2.62502717701e-05,0.0,0.000514610549944,dorsal_ACC_L,8659.35638298,8977.5,5176.76454197,66
